station,year,raw_rows,clean_rows,duplicates_removed,pm25_valid,pm25_missing_percent,pm10_valid,pm10_missing_percent,date_start,date_end,columns_available
Alipur,2022,8760,8760,0,8501,2.96,8516,2.79,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Alipur,2023,8760,8760,0,8343,4.76,8222,6.14,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Alipur,2024,8784,8784,0,8559,2.56,8547,2.7,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Alipur,2025,8760,8760,0,8499,2.98,8476,3.24,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Anand_Vihar,2022,8760,8760,0,8548,2.42,8522,2.72,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Anand_Vihar,2023,8760,8760,0,8009,8.57,7910,9.7,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Anand_Vihar,2024,8784,8784,0,7250,17.46,7274,17.19,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Anand_Vihar,2025,8760,8760,0,8144,7.03,8152,6.94,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Ashok_Vihar,2022,8760,8760,0,8372,4.43,8435,3.71,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Ashok_Vihar,2023,8760,8760,0,7888,9.95,7504,14.34,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Ashok_Vihar,2024,8784,8784,0,8619,1.88,8629,1.76,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Ashok_Vihar,2025,8760,8760,0,8585,2.0,8589,1.95,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Aya_Nagar,2022,8760,8760,0,8118,7.33,8234,6.0,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Aya_Nagar,2023,8760,8760,0,7883,10.01,8201,6.38,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Aya_Nagar,2024,8784,8784,0,8558,2.57,8644,1.59,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Aya_Nagar,2025,8760,8760,0,8449,3.55,8616,1.64,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Bawana,2022,8760,8760,0,8636,1.42,8648,1.28,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Bawana,2023,8760,8760,0,8345,4.74,8367,4.49,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Bawana,2024,8784,8784,0,8606,2.03,8631,1.74,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Bawana,2025,8760,8760,0,8560,2.28,8575,2.11,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Burari_Crossing,2022,8760,8760,0,5485,37.39,5419,38.14,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Burari_Crossing,2023,8760,8760,0,8130,7.19,8055,8.05,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Burari_Crossing,2024,8784,8784,0,8438,3.94,8483,3.43,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Burari_Crossing,2025,8760,8760,0,8140,7.08,8177,6.66,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Chandni_Chowk,2022,8760,8760,0,4513,48.48,4586,47.65,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Chandni_Chowk,2023,8760,8760,0,2387,72.75,2579,70.56,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Chandni_Chowk,2024,8784,8784,0,3434,60.91,6438,26.71,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Chandni_Chowk,2025,8760,8760,0,7222,17.56,7328,16.35,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Commonwealth_Sports_Complex,2025,8760,8760,0,0,100.0,0,100.0,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
CPRI_Mathura_Road,2022,8760,8760,0,8530,2.63,8462,3.4,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
CPRI_Mathura_Road,2023,8760,8760,0,8158,6.87,8021,8.44,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
CPRI_Mathura_Road,2024,8784,8784,0,6908,21.36,6954,20.83,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
CPRI_Mathura_Road,2025,8760,8760,0,8565,2.23,8587,1.97,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Dr._Karni_Singh_Shooting_Range,2022,8760,8760,0,8638,1.39,8645,1.31,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Dr._Karni_Singh_Shooting_Range,2023,8760,8760,0,8455,3.48,8430,3.77,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Dr._Karni_Singh_Shooting_Range,2024,8784,8784,0,8627,1.79,8616,1.91,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Dr._Karni_Singh_Shooting_Range,2025,8760,8760,0,8512,2.83,8472,3.29,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
DTU,2022,8760,8760,0,7144,18.45,7851,10.38,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
DTU,2023,8760,8760,0,8054,8.06,8192,6.48,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
DTU,2024,8784,8784,0,8254,6.03,8309,5.41,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
DTU,2025,8760,8760,0,8348,4.7,7998,8.7,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Dwarka-Sector_8,2022,8760,8760,0,8583,2.02,8556,2.33,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Dwarka-Sector_8,2023,8760,8760,0,8481,3.18,8404,4.06,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Dwarka-Sector_8,2024,8784,8784,0,8761,0.26,8631,1.74,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Dwarka-Sector_8,2025,8760,8760,0,8602,1.8,8555,2.34,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IGI_Airport_(T3),2022,8760,8760,0,8580,2.05,8599,1.84,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IGI_Airport_(T3),2023,8760,8760,0,8642,1.35,8710,0.57,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IGI_Airport_(T3),2024,8784,8784,0,8711,0.83,8697,0.99,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IGI_Airport_(T3),2025,8760,8760,0,7593,13.32,7602,13.22,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IGNOU_Maidan_Garhi,2025,8760,8760,0,0,100.0,0,100.0,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IHBAS_Dilshad_Garden,2022,8760,8760,0,7774,11.26,7758,11.44,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IHBAS_Dilshad_Garden,2023,8760,8760,0,7958,9.16,7970,9.02,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IHBAS_Dilshad_Garden,2024,8784,8784,0,8376,4.64,8374,4.67,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IHBAS_Dilshad_Garden,2025,8760,8760,0,8090,7.65,8137,7.11,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IIT_Delhi,2025,1464,1464,0,729,50.2,730,50.14,2025-11-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IMD_Lodhi_Road,2022,8760,8760,0,8497,3.0,8460,3.42,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IMD_Lodhi_Road,2023,8760,8760,0,8564,2.24,8577,2.09,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IMD_Lodhi_Road,2024,8784,8784,0,8673,1.26,8653,1.49,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
IMD_Lodhi_Road,2025,8760,8760,0,7118,18.74,7073,19.26,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
ITO,2022,8760,8760,0,8454,3.49,8351,4.67,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
ITO,2023,8760,8760,0,8158,6.87,8171,6.72,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
ITO,2024,8784,8784,0,8345,5.0,8385,4.54,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
ITO,2025,8760,8760,0,8272,5.57,8266,5.64,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Jahangirpuri,2022,8760,8760,0,8485,3.14,8491,3.07,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Jahangirpuri,2023,8760,8760,0,8308,5.16,8270,5.59,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Jahangirpuri,2024,8784,8784,0,8454,3.76,8370,4.71,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Jahangirpuri,2025,8760,8760,0,8372,4.43,8388,4.25,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Jawaharlal_Nehru_Stadium,2022,8760,8760,0,8310,5.14,8264,5.66,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Jawaharlal_Nehru_Stadium,2023,8760,8760,0,8333,4.87,7416,15.34,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Jawaharlal_Nehru_Stadium,2024,8784,8784,0,8604,2.05,8631,1.74,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Jawaharlal_Nehru_Stadium,2025,8760,8760,0,8425,3.82,8454,3.49,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
JNU,2025,8760,8760,0,0,100.0,0,100.0,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Lodhi_Road,2022,8760,8760,0,4143,52.71,4117,53.0,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Lodhi_Road,2023,8760,8760,0,1306,85.09,1284,85.34,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Lodhi_Road,2024,8784,8784,0,5355,39.04,4848,44.81,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Lodhi_Road,2025,8760,8760,0,7504,14.34,7521,14.14,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Major_Dhyan_Chand_National_Stadium,2022,8760,8760,0,8565,2.23,8482,3.17,2022-01-01,2022-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Major_Dhyan_Chand_National_Stadium,2023,8760,8760,0,8460,3.42,8466,3.36,2023-01-01,2023-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Major_Dhyan_Chand_National_Stadium,2024,8784,8784,0,8350,4.94,8356,4.87,2024-01-01,2024-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
Major_Dhyan_Chand_National_Stadium,2025,8760,8760,0,8436,3.7,8410,4.0,2025-01-01,2025-12-31 23:00:00,Timestamp;PM2.5;PM10;NO;NO2;NOx;NH3;SO2;CO;Ozone;Benzene;Toluene;Xylene;O Xylene;Eth-Benzene;MP-Xylene;AT;RH;WS;WD;RF;TOT-RF;SR;BP;VWS;station;year
