station,year,month,pm25,sentinel2_ndvi_mean_500m,fold,y_hat_oof,t_hat_oof,y_residual,t_residual,orthogonal_score
Anand_Vihar,2023,2,137.86,0.2029639788403005,1,101.60899425432794,0.24117583926077477,36.251005745672074,-0.03821186042047425,-1.3749290892375212
Anand_Vihar,2023,3,99.13,0.2136129520520259,1,65.59568742968955,0.25084145039485045,33.53431257031045,-0.037228498342824545,-1.2386655818360999
Anand_Vihar,2023,4,91.27,0.208472899022948,1,57.59138513132202,0.26547721453189455,33.678614868677975,-0.05700431550894655,-1.8969280376948128
Anand_Vihar,2023,5,82.1,0.2019802901708993,1,52.8941065722627,0.27129818585912385,29.205893427737294,-0.06931789568822455,-1.990631658138923
Anand_Vihar,2023,6,55.56,0.2159672900498005,1,39.54552856541079,0.2707812059986973,16.01447143458921,-0.05481391594889681,-0.8566434769884066
Anand_Vihar,2023,7,37.66,0.1443112861337286,1,25.02097718760869,0.22183062149698088,12.639022812391307,-0.07751933536325228,-0.9374229980778214
Anand_Vihar,2023,9,53.5,0.2401410477309228,1,30.065755065522502,0.2966067274089058,23.434244934477498,-0.05646567967798302,-1.3007629079909535
Anand_Vihar,2023,10,132.38,0.2414889993811712,1,92.54824886198293,0.304602540386665,39.83175113801707,-0.06311354100549382,-2.485853414357079
Anand_Vihar,2023,11,280.67,0.1573052616279384,1,204.4495351251853,0.19613151412059354,76.22046487481472,-0.038826252492655144,-2.9487321980346732
Anand_Vihar,2023,12,240.59,0.1671616519942818,1,177.7873892861063,0.24870376024096844,62.8026107138937,-0.08154210824668665,-5.074202642231709
Anand_Vihar,2024,1,252.19,0.0848231655229973,1,200.5825335219222,0.1297795312236057,51.60746647807781,-0.04495636570060839,-2.3058421315517377
Anand_Vihar,2024,2,121.33,0.1811016503325615,1,98.85315516631461,0.2093520417709147,22.47684483368539,-0.0282503914383532,-0.6293557639154382
Anand_Vihar,2024,4,87.61,0.1729375604758611,1,78.32641817721365,0.2341395174447353,9.283581822786346,-0.061201956968874205,-0.5417785165735285
Anand_Vihar,2024,6,74.91,0.1472553965518862,1,77.52082845084553,0.24224200439808338,-2.6108284508455313,-0.0949866078461972,0.311572706957525
Anand_Vihar,2024,7,52.13,0.1387069448375651,1,37.89514401272208,0.2044384409318366,14.234855987277925,-0.06573149609427151,-0.9052319941826374
Anand_Vihar,2024,8,44.31,0.189116279854916,1,28.127746000325057,0.2519663393215112,16.182253999674945,-0.06285005946659519,-0.9892200568667298
Anand_Vihar,2024,9,88.87,0.1878435355193013,1,35.142899046961816,0.2408175584625884,53.72710095303819,-0.0529740229432871,-2.8263657632166206
Anand_Vihar,2024,10,151.28,0.2549069053728078,1,100.90572258446882,0.31875797309200476,50.37427741553118,-0.06385106771919696,-3.1877220981726473
Anand_Vihar,2024,11,313.15,0.1626603881414864,1,225.02177992977602,0.1903012720059131,88.12822007022396,-0.027640883864426702,-2.430558050808121
Anand_Vihar,2025,3,81.45,0.2307014514751234,1,80.08357665973975,0.2702982894362109,1.3664233402602548,-0.03959683796108754,-0.043057380388138354
Anand_Vihar,2025,4,84.09,0.1879975112968759,1,79.84626449350867,0.2573457001003203,4.243735506491333,-0.06934818880344443,-0.2604063544062628
Anand_Vihar,2025,6,50.97,0.2101443590021197,1,50.295977614204816,0.25307131785277426,0.6740223857951833,-0.04292695885065456,-0.015948521546767788
Anand_Vihar,2025,7,38.32,0.2001254934663106,1,33.465773197564324,0.20393914944919564,4.854226802435676,-0.0038136559828850503,-0.01840986338645893
Anand_Vihar,2025,8,51.59,0.2475114808592849,1,31.013207216043515,0.2288993072994884,20.57679278395649,0.018612173559796497,0.38541992364258165
Anand_Vihar,2025,9,59.58,0.2581922338613681,1,40.30952634423392,0.3069175734430363,19.270473655766075,-0.04872533958166819,-0.9222302752954732
Anand_Vihar,2025,11,257.78,0.2155079783541637,1,189.8895553137056,0.2521060186396474,67.89044468629436,-0.03659804028548369,-2.475218699115826
Anand_Vihar,2025,12,276.49,0.1816625444464637,1,203.17695742350887,0.24941838708284522,73.31304257649114,-0.06775584263638151,-4.935036384651307
Ashok_Vihar,2022,1,177.62,0.289808639731546,0,173.07689231419752,0.2515313199813137,4.543107685802482,0.03827731975023235,0.1842225505428684
Ashok_Vihar,2022,2,122.17,0.2717457690564709,0,108.412462835804,0.24011184325871893,13.757537164195995,0.03163392579775198,0.4422566273111537
Ashok_Vihar,2022,3,98.11,0.2471841301821044,0,99.69486411334779,0.22786855111862792,-1.5848641133477912,0.019315579063476473,-0.027983485750335154
Ashok_Vihar,2022,4,106.28,0.2649309189499795,0,126.7914768412747,0.2300594493808768,-20.5114768412747,0.0348714695691027,-0.7066963586486615
Ashok_Vihar,2022,5,62.72,0.2888912166150785,0,83.7828670585957,0.2323607009614097,-21.0628670585957,0.05653051565366879,-1.1681754499785586
Ashok_Vihar,2022,6,52.43,0.2733740099264516,0,68.85660296317164,0.23151145469358178,-16.42660296317164,0.04186255523286983,-0.6753103350126528
Ashok_Vihar,2022,8,32.52,0.3111484556319361,0,33.09328923233004,0.24466037382221845,-0.5732892323300334,0.06648808180971766,-0.006965590297599295
Ashok_Vihar,2022,9,41.09,0.2339806240453877,0,36.82770386992701,0.19576950463882908,4.262296130072997,0.03821111940655861,0.17315598972945634
Ashok_Vihar,2022,10,116.71,0.3067022265587478,0,105.99801667347236,0.2604869504829881,10.71198332652763,0.046215276075759704,0.5101080751106006
Ashok_Vihar,2022,11,201.82,0.2176847675900722,0,176.0125613256134,0.19633991608527426,25.80743867438659,0.021344851504797924,0.554066463402045
Ashok_Vihar,2022,12,185.65,0.2180854724496126,0,172.8514247833647,0.20839165473511237,12.7985752166353,0.00969381771450023,0.12472923875470443
Ashok_Vihar,2023,2,112.78,0.2519004516921826,0,109.06797577421676,0.22579760223590378,3.7120242257832388,0.02610284945627883,0.1016957727463817
Ashok_Vihar,2023,3,68.72,0.2642553280068508,0,74.116901870988,0.23461371721844249,-5.396901870988003,0.029641610788408324,-0.15378141538986229
Ashok_Vihar,2023,5,55.03,0.2834307322563977,0,64.12640299755516,0.24446235236312724,-9.09640299755516,0.038968379893270455,-0.3437713572488166
Ashok_Vihar,2023,6,30.12,0.2905996289933467,0,43.11116759034109,0.24407771207374152,-12.991167590341089,0.046521916919605166,-0.5891228225276428
Ashok_Vihar,2023,7,25.47,0.2445904057048528,0,28.540821539223025,0.1945398502920752,-3.070821539223026,0.050050555412777586,-0.13604381122690437
Ashok_Vihar,2023,8,25.52,0.3291397402846937,0,38.37078225882717,0.262147781466316,-12.85078225882717,0.06699195881837772,-0.8292738179854391
Ashok_Vihar,2023,9,34.96,0.3365894794291287,0,37.62123467212699,0.2668430244146303,-2.6612346721269873,0.06974645501449839,-0.15133230106717918
Ashok_Vihar,2023,10,89.46,0.2970025387610548,0,108.61005265700125,0.2665488461106857,-19.150052657001254,0.030453692650369124,-0.5766544709845579
Ashok_Vihar,2023,11,236.55,0.2036617739189646,0,247.6480019971216,0.17875196543613528,-11.0980019971216,0.02490980848282931,-0.2720766074992211
Ashok_Vihar,2023,12,215.02,0.2516822392368843,0,213.3671566261008,0.23150807089229508,1.652843373899202,0.02017416834458924,0.03621274612797608
Ashok_Vihar,2024,1,184.78,0.1336359978927199,0,226.62941339551816,0.11215387977583299,-41.849413395518155,0.02148211811688691,-0.8957620986993701
Ashok_Vihar,2024,2,103.67,0.2390298888269508,0,102.68504623194916,0.21417823444113993,0.9849537680508433,0.024851654385810884,0.028829835310126152
Ashok_Vihar,2024,4,62.14,0.2292257333873747,0,90.51557792104131,0.20833635810175927,-28.375577921041312,0.020889375285615436,-0.5896731350331678
Ashok_Vihar,2024,6,55.19,0.2488765443541943,0,92.13766668504577,0.21136778020696242,-36.947666685045775,0.037508764147231866,-1.3759471940802135
Ashok_Vihar,2024,7,42.25,0.0749096206396798,0,33.09742695489336,0.17335648688124403,9.152573045106642,-0.09844686624156422,-0.8327465673468633
Ashok_Vihar,2024,10,120.75,0.3404245986525709,0,110.81995204460682,0.2759466704594388,9.930047955393178,0.06447792819313208,0.6695650906301603
Ashok_Vihar,2024,12,199.52,0.2213138899760832,0,173.67729061455057,0.2208395611064137,25.84270938544944,0.00047432886966949916,0.0122595285647996
Ashok_Vihar,2025,1,194.46,0.2777380190766985,0,175.58779867982793,0.246605724895167,18.87220132017208,0.03113229418153149,0.5943647703335746
Ashok_Vihar,2025,2,114.75,0.2164531110683385,0,100.97964227827062,0.1984145708195316,13.770357721729383,0.01803854024880691,0.25069008572837936
Ashok_Vihar,2025,3,80.96,0.2678649225875946,0,79.55722759358045,0.24566013485828866,1.402772406419544,0.022204787729305925,0.03462268077882316
Ashok_Vihar,2025,5,72.88,0.2829503998642513,0,75.02895480946685,0.2366342021937004,-2.148954809466858,0.046316197670550896,-0.08441480186702406
Ashok_Vihar,2025,6,53.18,0.2847084041023855,0,46.0684919501435,0.24136530158536854,7.111508049856496,0.04334310251701698,0.32147301558266006
Ashok_Vihar,2025,7,34.78,0.1761587840730148,0,26.27365486910124,0.1749662039348611,8.506345130898762,0.0011925801381537093,0.010154520469886175
Ashok_Vihar,2025,9,37.92,0.3261579619318008,0,38.711331466230824,0.26012204181539506,-0.7913314662308224,0.06603592011640574,-0.021527247575878497
Ashok_Vihar,2025,10,129.19,0.2591827948679656,0,107.90290471837608,0.26990004338358914,21.28709528162392,-0.010717248515623556,-0.22732970498517258
Ashok_Vihar,2025,11,254.86,0.2686395884590861,0,221.32487488403027,0.22462100951735198,33.53512511596975,0.04401857894173411,1.4898225792762663
Ashok_Vihar,2025,12,250.23,0.2631625556337375,0,239.437712228546,0.24489823486080461,10.792287771454,0.018264320772932913,0.19946449797559554
Aya_Nagar,2022,1,101.08,0.4531803156216166,4,127.23353622999791,0.5918326542334826,-26.15353622999791,-0.13865233861186604,3.761718958083531
Aya_Nagar,2022,2,65.89,0.3932335891566135,4,87.92663306724783,0.5380821578456046,-22.036633067247834,-0.14484856868899115,3.339823332013178
Aya_Nagar,2022,3,67.11,0.491020286110858,4,71.32433471092993,0.5390230272823977,-4.214334710929933,-0.04800274117153969,0.21853717946219633
Aya_Nagar,2022,5,62.67,0.3178674851871475,4,68.32655783077948,0.4980836683272217,-5.656557830779477,-0.18021618314007415,1.2482666364867814
Aya_Nagar,2022,7,34.06,0.4676187489130535,4,29.814391015703954,0.5904843266963339,4.245608984296048,-0.12286557778328039,-0.41526184851534775
Aya_Nagar,2022,8,27.13,0.6352121389035583,4,28.806252702988886,0.6854107347429335,-1.6762527029888865,-0.05019859583937514,0.10190262461576093
Aya_Nagar,2022,9,32.75,0.5705042078602015,4,33.23626598047936,0.6210773170564945,-0.4862659804793594,-0.05057310919629299,0.04261502190427792
Aya_Nagar,2022,10,77.92,0.5763520683705012,4,87.46328904335617,0.6320638539544057,-9.543289043356168,-0.05571178558390444,0.5535453899738216
Aya_Nagar,2022,11,145.71,0.5110086471470703,4,159.70227418800118,0.5552792094587028,-13.992274188001176,-0.04427056231163251,0.633256645141311
Aya_Nagar,2022,12,121.41,0.5158109259536958,4,150.79878580496646,0.5595266144257826,-29.38878580496646,-0.04371568847208673,1.2982177724791233
Aya_Nagar,2023,1,134.01,0.2925905054765602,4,141.39145982283983,0.49750695660610283,-7.381459822839844,-0.20491645112954265,1.8084807857381473
Aya_Nagar,2023,2,68.95,0.405886815317059,4,94.34004358412882,0.512345869646936,-25.39004358412882,-0.10645905432987696,2.782864557576348
Aya_Nagar,2023,3,61.87,0.4825760279251431,4,63.231524592666624,0.5363197095318389,-1.3615245926666262,-0.05374368160669585,0.09352705267353363
Aya_Nagar,2023,4,53.12,0.435629383616973,4,57.20478577083791,0.5231405708895046,-4.084785770837911,-0.0875111872725316,0.4114299114515629
Aya_Nagar,2023,6,35.79,0.392395085944446,4,36.042156761431755,0.5610280767593935,-0.25215676143175614,-0.16863299081494748,0.2429109163237678
Aya_Nagar,2023,7,34.07,0.4955092853076889,4,29.09002229180028,0.5400326070242505,4.979977708199719,-0.04452332171656159,-0.20775619721699726
Aya_Nagar,2023,9,43.47,0.5977554663161985,4,33.64996782338182,0.6543915153505603,9.820032176618177,-0.05663604903436181,-0.5335643796335791
Aya_Nagar,2023,11,193.91,0.3620753982002761,4,225.7603802848437,0.5131936737743393,-31.85038028484371,-0.1511182755740632,4.974099242268178
Aya_Nagar,2023,12,136.87,0.4110115663363918,4,177.41213823300774,0.579691448809408,-40.542138233007734,-0.16867988247301624,7.039143539373107
Aya_Nagar,2024,1,149.47,0.2683241937748296,4,178.13766191669927,0.46963847705227846,-28.667661916699274,-0.20131428327744888,6.056796461205405
Aya_Nagar,2024,2,82.28,0.2684835185401574,4,86.81387978244626,0.45967281561484125,-4.533879782446263,-0.19118929707468385,1.1244115047589822
Aya_Nagar,2024,3,79.15,0.2897460743612862,4,65.25441764980935,0.4818063855562364,13.89558235019065,-0.1920603111949502,-2.4088553384161036
Aya_Nagar,2024,4,72.71,0.2539612439235449,4,56.20770474699454,0.4418617653951952,16.502295253005457,-0.18790052147165032,-2.851993139103721
Aya_Nagar,2024,6,47.48,0.2072323664731752,4,48.291275040167015,0.44298203921477747,-0.8112750401670183,-0.23574967274160227,0.5829013219957858
Aya_Nagar,2024,9,33.95,0.6375680960819281,4,35.16304840513208,0.6441031003040376,-1.2130484051320778,-0.006535004222109508,0.008228216830823679
Aya_Nagar,2024,10,97.79,0.5895054390230238,4,87.94425825943024,0.63252771755582,9.845741740569764,-0.043022278532796276,-0.4105433022864425
Aya_Nagar,2024,11,222.58,0.3639561357880725,4,211.8255795869731,0.4915916866083027,10.754420413026907,-0.1276355508202302,-1.257848977321159
Aya_Nagar,2024,12,130.38,0.3903443497332607,4,141.76479021439593,0.5375651722891135,-11.384790214395935,-0.14722082255585278,1.8288091824261954
Aya_Nagar,2025,1,110.32,0.4262130680638374,4,127.61127792879705,0.5702977943210469,-17.291277928797058,-0.14408472625720947,2.637702406736896
Aya_Nagar,2025,2,75.08,0.3591889620097916,4,84.90809329609517,0.413590575601389,-9.828093296095176,-0.0544016135915974,0.5555192342469939
Aya_Nagar,2025,3,56.26,0.4334870756507266,4,62.270905846427965,0.5034943512436296,-6.010905846427967,-0.07000727559290304,0.4553433839551861
Aya_Nagar,2025,4,70.94,0.3140862230058641,4,63.08206659960031,0.454212461716417,7.857933400399688,-0.1401262387105529,-0.9627372039580988
Aya_Nagar,2025,5,70.17,0.394265646921863,4,55.54498849085658,0.46287334093489635,14.62501150914342,-0.06860769401303335,-0.9702191626542944
Aya_Nagar,2025,6,46.21,0.4331445653945648,4,35.68721377003923,0.5243534648673761,10.522786229960772,-0.0912088994728113,-0.9011494109422195
Aya_Nagar,2025,8,28.15,0.5592973360647476,4,25.943540617686466,0.5919140168847569,2.2064593823135326,-0.032616680820009236,-0.06447071390008702
Aya_Nagar,2025,9,28.36,0.6322729256826396,4,31.047431453001394,0.6783408857565894,-2.6874314530013947,-0.046067960073949754,0.1387594941273389
Aya_Nagar,2025,10,90.77,0.5935474139008504,4,88.07909573325212,0.6455898563894562,2.6909042667478786,-0.05204244248860579,-0.12095570759261076
Aya_Nagar,2025,11,171.86,0.4678326680149057,4,171.3683378426333,0.526725914479201,0.4916621573667044,-0.058893246464295335,-0.00451453885709616
Bawana,2022,2,123.21,0.2520412950620904,3,112.4296904198074,0.252398221739165,10.780309580192593,-0.00035692667707459824,-0.0038468823442234187
Bawana,2022,3,127.44,0.2407115875364404,3,110.0490178450313,0.24874378887491094,17.390982154968697,-0.008032201338470546,-0.1392332403473637
Bawana,2022,4,151.96,0.2352427261337756,3,135.61267818573356,0.2292309259539029,16.34732181426645,0.006011800179872684,0.09853151395655348
Bawana,2022,5,88.41,0.2551863850292014,3,90.16253008947685,0.253224695935838,-1.7525300894768492,0.0019616890933633613,-0.0034108016979983325
Bawana,2022,6,72.6,0.239785943388142,3,68.86300910318161,0.24508692512095318,3.7369908968183836,-0.005300981732811183,-0.01961170399897812
Bawana,2022,7,43.53,0.2680698850336603,3,41.507249192476955,0.2451128545089978,2.022750807523046,0.022957030524662497,0.050150166004057806
Bawana,2022,8,38.08,0.2788756455021995,3,35.37770927671159,0.2988237977385324,2.7022907232884066,-0.019948152236332894,-0.051101603036293075
Bawana,2022,9,46.77,0.2985851728035285,3,38.886409264061456,0.25200273641441684,7.883590735938547,0.04658243638911164,0.3825277665618268
Bawana,2022,10,122.23,0.3263276643911369,3,110.97174246202218,0.29472697935588676,11.258257537977826,0.03160068503525015,0.3628055559736582
Bawana,2022,11,218.53,0.217359645907699,3,174.93177535270934,0.20883723337517743,43.598224647290664,0.008522412532521562,0.3720738720936854
Bawana,2022,12,190.43,0.2390952304486773,3,141.8706774492413,0.21758629569524784,48.55932255075871,0.021508934753429465,1.0477193674229366
Bawana,2023,4,93.55,0.2423446074037169,3,70.6799455577472,0.2502816741306412,22.870054442252794,-0.007937066726924263,-0.1810772239927703
Bawana,2023,6,52.15,0.2944384423650403,3,50.62452578599341,0.2633139012150133,1.5254742140065858,0.031124541150026996,0.05430613060946089
Bawana,2023,7,38.23,0.2662052999774798,3,35.27197268210687,0.23286801673247937,2.9580273178931265,0.03333728324500046,0.1064441699219148
Bawana,2023,8,41.87,0.3049709774057054,3,40.8508281850673,0.30968305889286574,1.0191718149326974,-0.004712081487160347,-0.004645956685319964
Bawana,2023,10,149.33,0.3056492565320317,3,111.14535762054962,0.28725020737729484,38.184642379450395,0.018399049154736835,0.7049466124298026
Bawana,2023,11,307.15,0.2150242897710541,3,225.4832018062881,0.17192831955933663,81.66679819371188,0.04309597021171746,3.532597563539404
Bawana,2023,12,226.35,0.2730692908141595,3,184.26881622995393,0.2330262905480526,42.08118377004607,0.04004300026610688,1.6963559032140227
Bawana,2024,2,123.78,0.2277478240530547,3,105.03772511382938,0.206401527296592,18.74227488617062,0.021346296756462685,0.4032891135699595
Bawana,2024,3,103.35,0.2509625020415337,3,81.38138896587958,0.24532341168781596,21.968611034120414,0.005639090353717735,0.12410706449321995
Bawana,2024,4,93.35,0.1876705778411194,3,75.79194784793471,0.20234534596614115,17.558052152065287,-0.014674768125021748,-0.2561428352598878
Bawana,2024,5,109.17,0.1999625842639856,3,116.17019858408467,0.19997533662506262,-7.000198584084671,-1.2752361077006391e-05,8.927020591622571e-05
Bawana,2024,6,67.34,0.2106766348842604,3,61.709988439640526,0.19980922923595226,5.630011560359478,0.010867405648308126,0.06201584389678713
Bawana,2024,7,42.37,0.2700051229809578,3,40.56801099488693,0.1979700305261188,1.8019890051130645,0.072035092454839,0.16637240276680404
Bawana,2024,8,33.28,0.3388478378698668,3,26.59576212982922,0.28861005286574676,6.684237870170779,0.05023778500412002,0.3535861338167086
Bawana,2024,9,52.26,0.3023098929830394,3,35.19424477303643,0.28186943135160164,17.065755226963567,0.020440461631437756,0.3517761340023562
Bawana,2024,10,141.36,0.2998848165287189,3,112.26579862967547,0.3128719613184792,29.09420137032454,-0.012987144789760319,-0.37666205948600157
Bawana,2024,11,306.53,0.1455359826309819,3,255.37934847773093,0.16387092652601126,51.150651522269044,-0.01833494389502935,-0.9354754194993603
Bawana,2024,12,218.27,0.204788994775749,3,136.02308475972134,0.20924063329124365,82.24691524027867,-0.004451638515494655,-0.36599388966277047
Bawana,2025,1,199.48,0.2409047411633812,3,136.917796900481,0.23765940867871413,62.562203099518996,0.003245332484667074,0.2031093676670904
Bawana,2025,2,123.94,0.222631639301203,3,105.4081513280494,0.22774932215824206,18.5318486719506,-0.005117682857039063,-0.09465556515895282
Bawana,2025,4,107.47,0.2229762387651229,3,86.95992737399489,0.2252838768383759,20.510072626005112,-0.0023076380732529878,-0.04729229918206537
Bawana,2025,5,79.29,0.2258308834964432,3,78.68091263236427,0.24499813691429162,0.6090873676357376,-0.019167253417848418,-0.009085672365448067
Bawana,2025,6,58.55,0.2386383690863384,3,51.956251521220736,0.24563892138389032,6.593748478779261,-0.007000552297551921,-0.04581453593651871
Bawana,2025,7,32.88,0.1723541768822978,3,29.624471851143618,0.2170493092196655,3.255528148856385,-0.044695132337367716,-0.1314292916883872
Bawana,2025,8,38.36,0.2858273287578038,3,29.346165808796354,0.235266616136292,9.013834191203646,0.05056071262151182,0.47376008493536353
Bawana,2025,9,48.78,0.3153014816557915,3,34.89609126976759,0.3068909357659716,13.883908730232413,0.008410545889819931,0.11726971928610222
Bawana,2025,10,145.37,0.303146268467859,3,111.30083778359962,0.2863136925089583,34.069162216400386,0.016832575958900753,0.5754683554458598
Burari_Crossing,2022,1,112.3,0.25668067509861,2,150.57803547033032,0.30634635298012236,-38.27803547033032,-0.04966567788151238,1.9184866481190048
Burari_Crossing,2022,2,94.28,0.2670134849773038,2,90.36625116716809,0.3023039938298432,3.9137488328319137,-0.03529050885253937,-0.12934202720472038
