station,year,month,pm25,lag_sentinel2_ndvi_mean_1000m,time_holdout_year,y_prediction,t_prediction,y_residual,t_residual,orthogonal_score,treatment
Alipur,2023,1,155.76,0.3106899427373614,2023,103.53297814356712,0.39852236273222724,52.22702185643287,-0.08783241999486585,-4.58722571877525,sentinel2_ndvi_mean_1000m
Alipur,2023,2,121.24,0.4317970786074115,2023,123.86130145438744,0.46963617768386556,-2.6213014543874493,-0.03783909907645405,0.0991876854418198,sentinel2_ndvi_mean_1000m
Alipur,2023,3,80.09,0.5009788194805853,2023,141.10264218956348,0.45018061128201015,-61.01264218956348,0.05079820819857517,-3.0993329006906167,sentinel2_ndvi_mean_1000m
Alipur,2023,4,76.69,0.4205413084965412,2023,121.24548626316107,0.4227851216826177,-44.55548626316107,-0.0022438131860765265,0.09997418758933235,sentinel2_ndvi_mean_1000m
Alipur,2023,5,67.45,0.3172882161420013,2023,112.7693223144515,0.3791381699425162,-45.3193223144515,-0.06184995380051489,2.8029979914194687,sentinel2_ndvi_mean_1000m
Alipur,2023,8,35.82,0.2733921853175042,2023,100.0925127079296,0.3712767679350143,-64.2725127079296,-0.0978845826175101,6.291288080194302,sentinel2_ndvi_mean_1000m
Alipur,2023,9,35.55,0.4737276951681466,2023,94.120412050108,0.4235539522610704,-58.570412050108004,0.05017374290707621,-2.9386967961636374,sentinel2_ndvi_mean_1000m
Alipur,2023,10,94.49,0.473040023700701,2023,122.01642975098453,0.3980276075479506,-27.526429750984533,0.0750124161527504,-2.064824003680301,sentinel2_ndvi_mean_1000m
Alipur,2023,11,228.48,0.3438390293202086,2023,180.76749897697482,0.4007047737672198,47.71250102302517,-0.0568657444470112,-2.71320689010311,sentinel2_ndvi_mean_1000m
Alipur,2023,12,198.96,0.2414237048127095,2023,167.0617104029127,0.40320745369266003,31.898289597087313,-0.16178374887995053,-5.160624873875112,sentinel2_ndvi_mean_1000m
Alipur,2024,1,167.47,0.3440049885137016,2024,180.91351192337333,0.25168812730309975,-13.443511923373336,0.09231686121060184,-1.2410628244131272,sentinel2_ndvi_mean_1000m
Alipur,2024,4,65.78,0.4740350271647603,2024,95.07119983010999,0.41269656693656626,-29.29119983010999,0.06133846022819406,-1.796677095815286,sentinel2_ndvi_mean_1000m
Alipur,2024,7,38.88,0.2321320721038561,2024,26.346633694003405,0.3294329489330247,12.533366305996598,-0.0973008768291686,-1.2195075311946268,sentinel2_ndvi_mean_1000m
Alipur,2024,8,22.48,0.3216518794663763,2024,29.690069732657975,0.35191636290562156,-7.210069732657974,-0.03026448343924526,0.21820903601983074,sentinel2_ndvi_mean_1000m
Alipur,2024,9,41.13,0.5143390521675677,2024,47.56341792130087,0.425592799595995,-6.433417921300865,0.0887462525715727,-0.5709417317422488,sentinel2_ndvi_mean_1000m
Alipur,2024,10,127.49,0.4499043099542539,2024,107.97011807621807,0.42290132601028685,19.519881923781924,0.02700298394396705,0.527095058176016,sentinel2_ndvi_mean_1000m
Alipur,2025,5,82.31,0.2632935217727907,2025,63.28541575890616,0.29899930588370444,19.02458424109384,-0.03570578411091374,-0.6792876977123884,sentinel2_ndvi_mean_1000m
Alipur,2025,6,53.72,0.2358442990094071,2025,44.056720837547395,0.27410155569248035,9.663279162452604,-0.038257256683073254,-0.3696905513181424,sentinel2_ndvi_mean_1000m
Alipur,2025,9,37.63,0.3729035764681647,2025,29.69807852556324,0.46371966982597984,7.931921474436763,-0.09081609335781515,-0.7203461211293078,sentinel2_ndvi_mean_1000m
Alipur,2025,10,102.63,0.46907722852821,2025,117.87348282851424,0.45613305493052503,-15.243482828514246,0.01294417359768496,-0.19731428796561817,sentinel2_ndvi_mean_1000m
Alipur,2025,11,230.41,0.379188796082103,2025,187.3470221433008,0.3637761954103626,43.062977856699206,0.015412600671740384,0.6637124814413035,sentinel2_ndvi_mean_1000m
Alipur,2025,12,199.32,0.269180178126949,2025,177.24443210119512,0.26567151696399655,22.075567898804877,0.0035086611629524533,0.07745568773665656,sentinel2_ndvi_mean_1000m
Anand_Vihar,2023,2,137.86,0.1489432995669109,2023,136.79521880031274,0.2644038612063137,1.0647811996872747,-0.1154605616394028,-0.12294023533896983,sentinel2_ndvi_mean_1000m
Anand_Vihar,2023,3,99.13,0.2361460136468663,2023,132.94626384651522,0.23614147324494747,-33.81626384651523,4.5404019188288736e-06,-0.0001535394292563412,sentinel2_ndvi_mean_1000m
Anand_Vihar,2023,4,91.27,0.242478806271434,2023,116.39516878713161,0.23654674671557,-25.125168787131614,0.005932059555864011,-0.14904399759640027,sentinel2_ndvi_mean_1000m
Anand_Vihar,2023,5,82.1,0.245680802605728,2023,109.71630446281104,0.24093159521408275,-27.616304462811044,0.004749207391645249,-0.1311555572847079,sentinel2_ndvi_mean_1000m
Anand_Vihar,2023,6,55.56,0.2447190259001337,2023,93.18277211046737,0.24079778064809512,-37.622772110467366,0.003921245252038574,-0.14752811650669945,sentinel2_ndvi_mean_1000m
Anand_Vihar,2023,7,37.66,0.2606586000848038,2023,45.06724507151144,0.22074214339445677,-7.40724507151144,0.03991645669034702,-0.2956709770917728,sentinel2_ndvi_mean_1000m
Anand_Vihar,2023,10,132.38,0.2900293825142929,2023,117.8454049806715,0.21451789523711157,14.534595019328492,0.07551148727718132,1.0975288868810065,sentinel2_ndvi_mean_1000m
Anand_Vihar,2023,11,280.67,0.2837190778010849,2023,179.1666137318884,0.21562053246360052,101.50338626811163,0.06809854533748438,6.91223295168719,sentinel2_ndvi_mean_1000m
