treatment,spatial_block_theta,spatial_block_y_r2_oof,spatial_block_t_r2_oof,spatial_block_t_residual_sd,spatial_block_count
sentinel2_ndvi_mean_1000m,-38.253146450886916,0.845234795908183,0.11794230980720022,0.10725881729722006,4
