station,year,month,split,period,lag_sentinel2_ndvi_mean_1000m,lag_sentinel2_ndvi_mean_500m,lag_modis_ndvi_mean_1000m
Alipur,2024,8,train,2024-08-01,0.3216518794663763,0.380718753863091,0.355399173661539
Alipur,2024,9,train,2024-09-01,0.5143390521675677,0.5649757996821335,0.6161135559921415
Alipur,2024,10,train,2024-10-01,0.4499043099542539,0.4786291416294704,0.4979701035911602
Alipur,2025,2,train,2025-02-01,,,
Alipur,2025,4,train,2025-04-01,,,
Alipur,2025,5,train,2025-05-01,0.2632935217727907,0.3125511051712478,0.2781937638121547
Alipur,2025,6,train,2025-06-01,0.2358442990094071,0.2908686098068351,0.2912757044198895
Alipur,2025,8,train,2025-08-01,,,
Alipur,2025,9,train,2025-09-01,0.3729035764681647,0.470529949698007,0.5597605931251405
Alipur,2025,10,train,2025-10-01,0.46907722852821,0.5375161794201035,0.4848987051104972
Alipur,2025,11,train,2025-11-01,0.379188796082103,0.4484158608460314,0.3903522375690608
Alipur,2025,12,train,2025-12-01,0.269180178126949,0.3442940752484849,0.2902265296961326
Anand_Vihar,2022,1,train,2022-01-01,,,
Anand_Vihar,2022,2,train,2022-02-01,0.231526154454179,0.1905710957796862,0.3260166493704163
Anand_Vihar,2022,3,train,2022-03-01,0.245822879600012,0.2252440161058658,0.2634197903694479
Anand_Vihar,2022,5,train,2022-05-01,,,
Anand_Vihar,2022,6,train,2022-06-01,0.2343366342123133,0.1956157614496351,0.2442962786019612
Anand_Vihar,2022,7,train,2022-07-01,0.2246356412830981,0.189360912119577,0.3304612464702345
Anand_Vihar,2022,8,train,2022-08-01,0.2755352303995939,0.2277458160988756,0.3959764483627203
Anand_Vihar,2022,9,train,2022-09-01,0.2295280449048192,0.1909883006833869,0.3611780984370715
Anand_Vihar,2022,10,train,2022-10-01,0.1962581320806986,0.181509721790981,0.3280708392013918
Anand_Vihar,2022,11,train,2022-11-01,0.2694638940062536,0.2386834421705268,0.3090884737788847
Anand_Vihar,2023,1,train,2023-01-01,,,
Anand_Vihar,2023,2,train,2023-02-01,0.1489432995669109,0.1317509673493513,0.2087472360592224
Anand_Vihar,2023,3,train,2023-03-01,0.2361460136468663,0.2029639788403005,0.2470084578663345
Anand_Vihar,2023,4,train,2023-04-01,0.242478806271434,0.2136129520520259,0.2779735610619469
Anand_Vihar,2023,5,train,2023-05-01,0.245680802605728,0.208472899022948,0.2845188449701865
Anand_Vihar,2023,6,train,2023-06-01,0.2447190259001337,0.2019802901708993,0.3132034938425349
Anand_Vihar,2023,7,train,2023-07-01,0.2606586000848038,0.2159672900498005,0.2871761347765362
Anand_Vihar,2023,9,train,2023-09-01,,,
Anand_Vihar,2023,10,train,2023-10-01,0.2900293825142929,0.2401410477309228,0.3412141552511414
Anand_Vihar,2023,11,train,2023-11-01,0.2837190778010849,0.2414889993811712,0.3440850214473501
Anand_Vihar,2023,12,train,2023-12-01,0.1838343905522167,0.1573052616279384,0.3149801678611844
Anand_Vihar,2024,1,train,2024-01-01,0.2035999019181605,0.1671616519942818,0.2650279380111924
Anand_Vihar,2024,2,train,2024-02-01,0.101436589929899,0.0848231655229973,0.1874190202231521
Anand_Vihar,2024,4,train,2024-04-01,,,
Anand_Vihar,2024,6,train,2024-06-01,,,
Anand_Vihar,2024,7,train,2024-07-01,0.1858079875735978,0.1472553965518862,0.2046754132663736
Anand_Vihar,2024,8,train,2024-08-01,0.1631288577457671,0.1387069448375651,0.5307794855826484
Anand_Vihar,2024,9,train,2024-09-01,0.2257168381503063,0.189116279854916,0.4160601518026565
Anand_Vihar,2024,10,train,2024-10-01,0.2308555290717039,0.1878435355193013,0.3678808046215578
Anand_Vihar,2024,11,train,2024-11-01,0.2972135074253192,0.2549069053728078,0.2299499548192771
Anand_Vihar,2025,3,train,2025-03-01,,,
Anand_Vihar,2025,4,train,2025-04-01,0.2602685074251231,0.2307014514751234,0.2563342249032551
Anand_Vihar,2025,6,train,2025-06-01,,,
Anand_Vihar,2025,7,train,2025-07-01,0.2410806430759396,0.2101443590021197,0.2621635294117647
Anand_Vihar,2025,8,train,2025-08-01,0.2149822875117638,0.2001254934663106,0.3182169132602385
Anand_Vihar,2025,9,train,2025-09-01,0.2636067530802699,0.2475114808592849,0.550153931691819
Anand_Vihar,2025,11,train,2025-11-01,,,
Anand_Vihar,2025,12,train,2025-12-01,0.2337556112931342,0.2155079783541637,0.276856697108067
Ashok_Vihar,2022,1,train,2022-01-01,,,
Ashok_Vihar,2022,2,train,2022-02-01,0.2928926331090681,0.289808639731546,0.3308277750881804
Ashok_Vihar,2022,3,train,2022-03-01,0.2758503010252908,0.2717457690564709,0.2841873573552805
Ashok_Vihar,2022,4,train,2022-04-01,0.2582084598183026,0.2471841301821044,0.3005891175046684
Ashok_Vihar,2022,5,train,2022-05-01,0.2689275558390799,0.2649309189499795,0.2856826336537797
Ashok_Vihar,2022,6,train,2022-06-01,0.293500597805172,0.2888912166150785,0.2878188060221043
Ashok_Vihar,2022,8,train,2022-08-01,,,
Ashok_Vihar,2022,9,train,2022-09-01,0.3090993347167462,0.3111484556319361,0.4590280365166536
Ashok_Vihar,2022,10,train,2022-10-01,0.2338593538948599,0.2339806240453877,0.41845294280379
Ashok_Vihar,2022,11,train,2022-11-01,0.3054245727075783,0.3067022265587478,0.3224992738087006
Ashok_Vihar,2022,12,train,2022-12-01,0.2254088206534421,0.2176847675900722,0.2911835984507919
Ashok_Vihar,2023,2,train,2023-02-01,,,
Ashok_Vihar,2023,3,train,2023-03-01,0.2558184326492408,0.2519004516921826,0.250524157963898
Ashok_Vihar,2023,5,train,2023-05-01,,,
Ashok_Vihar,2023,6,train,2023-06-01,0.2824716260661635,0.2834307322563977,0.3639035790856907
Ashok_Vihar,2023,7,train,2023-07-01,0.2847931182305596,0.2905996289933467,0.30096852418861
Ashok_Vihar,2023,8,train,2023-08-01,0.225870677884076,0.2445904057048528,0.4269923376029277
Ashok_Vihar,2023,9,train,2023-09-01,0.3261030998559737,0.3291397402846937,0.3847246213431082
Ashok_Vihar,2023,10,train,2023-10-01,0.3199101674579394,0.3365894794291287,0.3509140016598659
Ashok_Vihar,2023,11,train,2023-11-01,0.2921409636281991,0.2970025387610548,0.3841587039214328
Ashok_Vihar,2023,12,train,2023-12-01,0.2038883322928776,0.2036617739189646,0.3325650459921158
Ashok_Vihar,2024,1,train,2024-01-01,0.253706498254612,0.2516822392368843,0.2678000069161076
Ashok_Vihar,2024,2,train,2024-02-01,0.1399007257156272,0.1336359978927199,0.2144527699010996
Ashok_Vihar,2024,4,train,2024-04-01,,,
Ashok_Vihar,2024,6,train,2024-06-01,,,
Ashok_Vihar,2024,7,train,2024-07-01,0.2472926571647443,0.2488765443541943,0.2813133957845433
Ashok_Vihar,2024,10,train,2024-10-01,,,
Ashok_Vihar,2024,12,train,2024-12-01,,,
Ashok_Vihar,2025,1,train,2025-01-01,0.2287668014356801,0.2213138899760832,0.2732267376720382
Ashok_Vihar,2025,2,train,2025-02-01,0.2832620172506452,0.2777380190766985,0.3006842001521543
Ashok_Vihar,2025,3,train,2025-03-01,0.230638862311126,0.2164531110683385,0.2674361712428246
Ashok_Vihar,2025,5,train,2025-05-01,,,
Ashok_Vihar,2025,6,train,2025-06-01,0.2831089628929779,0.2829503998642513,0.3362288228784838
Ashok_Vihar,2025,7,train,2025-07-01,0.280962409427231,0.2847084041023855,0.3261096216216216
Ashok_Vihar,2025,9,train,2025-09-01,,,
Ashok_Vihar,2025,10,train,2025-10-01,0.3238446375144257,0.3261579619318008,0.3804511480738641
Ashok_Vihar,2025,11,train,2025-11-01,0.2656192112954373,0.2591827948679656,0.358309765543952
Ashok_Vihar,2025,12,train,2025-12-01,0.2719730405015029,0.2686395884590861,0.3073008541392904
Aya_Nagar,2022,1,train,2022-01-01,,,
Aya_Nagar,2022,2,train,2022-02-01,0.4469231498088992,0.4531803156216166,0.4995098427651174
Aya_Nagar,2022,3,train,2022-03-01,0.381106607560257,0.3932335891566135,0.4225917538269725
Aya_Nagar,2022,5,train,2022-05-01,,,
Aya_Nagar,2022,7,train,2022-07-01,,,
Aya_Nagar,2022,8,train,2022-08-01,0.4779713870503438,0.4676187489130535,0.5702923087002096
Aya_Nagar,2022,9,train,2022-09-01,0.6051229830491945,0.6352121389035583,0.6091463427304841
Aya_Nagar,2022,10,train,2022-10-01,0.5491765645658031,0.5705042078602015,0.613040202258087
Aya_Nagar,2022,11,train,2022-11-01,0.57347797913929,0.5763520683705012,0.5689730553439077
Aya_Nagar,2022,12,train,2022-12-01,0.5039192794284603,0.5110086471470703,0.5792374350626862
Aya_Nagar,2023,1,train,2023-01-01,0.5152795180656213,0.5158109259536958,0.4981540347717671
Aya_Nagar,2023,2,train,2023-02-01,0.302572508998527,0.2925905054765602,0.3952206448708181
Aya_Nagar,2023,3,train,2023-03-01,0.4160936702533278,0.405886815317059,0.427487597838886
Aya_Nagar,2023,4,train,2023-04-01,0.4866557980243651,0.4825760279251431,0.4927297638013438
Aya_Nagar,2023,6,train,2023-06-01,,,
Aya_Nagar,2023,7,train,2023-07-01,0.4178857768368954,0.392395085944446,0.5107796702916119
Aya_Nagar,2023,9,train,2023-09-01,,,
Aya_Nagar,2023,11,train,2023-11-01,,,
Aya_Nagar,2023,12,train,2023-12-01,0.3808664172425842,0.3620753982002761,0.5122018979012262
Aya_Nagar,2024,1,train,2024-01-01,0.4329121726659453,0.4110115663363918,0.4541730207106741
Aya_Nagar,2024,2,train,2024-02-01,0.2862702468742479,0.2683241937748296,0.3535156646117613
Aya_Nagar,2024,3,train,2024-03-01,0.2843874319591424,0.2684835185401574,0.3498285897347094
