split,variable,domain,n_rows,missing_n,missing_pct,nonmissing_n
train,sentinel2_ndwi_median_1000m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,sentinel2_ndwi_std_100m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,sentinel2_ndwi_std_250m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,sentinel2_ndwi_std_500m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,sentinel2_ndwi_std_1000m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_evi_mean_100m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_evi_mean_250m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_evi_mean_500m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_evi_mean_1000m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_evi_median_100m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_evi_median_250m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_evi_median_500m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_evi_median_1000m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_evi_std_100m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_evi_std_250m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_evi_std_500m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_evi_std_1000m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_ndvi_mean_100m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_ndvi_mean_250m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_ndvi_mean_500m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_ndvi_mean_1000m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_ndvi_median_100m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_ndvi_median_250m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_ndvi_median_500m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_ndvi_median_1000m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_ndvi_std_100m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_ndvi_std_250m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_ndvi_std_500m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,modis_ndvi_std_1000m,vegetation_treatment_or_proxy,1292,0,0.0,1292
train,gradient_ndvi_1000_100,vegetation_treatment_or_proxy,1292,0,0.0,1292
