station,latitude,longitude,year,month,buffer_m,sentinel2_ndvi_mean,sentinel2_ndvi_median,sentinel2_ndvi_std,sentinel2_ndvi_min,sentinel2_ndvi_max,sentinel2_valid_pixels,sentinel2_evi_mean,sentinel2_evi_median,sentinel2_evi_std,sentinel2_ndwi_mean,sentinel2_ndwi_median,sentinel2_ndwi_std,spatial_scale_m,temporal_aggregation,source_dataset
Ashok_Vihar,28.695381,77.181665,2022,1,500,0.289808639731546,0.24429912008834714,0.18445040235260055,-0.027918782085180283,0.7833682894706726,9068,0.1598177519816214,0.13485130733894599,0.10229351343161976,-0.3041032879853399,-0.27132940642076386,0.15313560733525586,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Ashok_Vihar,28.695381,77.181665,2022,1,1000,0.29289263310906816,0.22857186671730176,0.2112096451766027,-0.12079209834337234,0.8663842678070068,35848,0.19357673124985825,0.16434311891912926,4.93182011494451,-0.30783108868416637,-0.267623783535052,0.1769209237969099,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Aya_Nagar,28.4706914,77.1099364,2022,1,100,0.4898944341810189,0.5177822630910303,0.1031485180942749,0.13270525634288788,0.6322890520095825,398,0.24035529481216353,0.24930195613397965,0.053204155657191214,-0.4834323405777469,-0.5093718904715319,0.08338104534704188,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Aya_Nagar,28.4706914,77.1099364,2022,1,250,0.45241355602985656,0.47095892595763916,0.12915443433609194,0.027547823265194893,0.8038154244422913,2315,0.22442776162972314,0.22437569685061504,0.06758949679471234,-0.46523963469588736,-0.490324243458805,0.10393431422530396,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Aya_Nagar,28.4706914,77.1099364,2022,1,500,0.4531803156216166,0.4708154512893878,0.14304484182620592,0.003946402110159397,0.8045771718025208,9044,0.22693808376250676,0.2284738176939183,0.07506483159778601,-0.4668907546917576,-0.4902215878984214,0.11214152064345975,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Aya_Nagar,28.4706914,77.1099364,2022,1,1000,0.44692314980889924,0.4667651268307084,0.15632972862053313,-0.07003702968358994,0.911287248134613,35784,0.22025246979532329,0.2207888086603047,0.07872617633932807,-0.46420408385535183,-0.49021362005507524,0.12348500603644287,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Bawana,28.7762,77.051074,2022,1,100,0.4078177993007708,0.434836283326149,0.21006673845281895,0.07545676082372665,0.7614395618438721,391,0.24121587710018502,0.2569907441075735,0.119447688704478,-0.41408336222840414,-0.4556874632835388,0.1603606925128475,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Bawana,28.7762,77.051074,2022,1,250,0.29145322499882487,0.20150420602186964,0.21094195380934203,-0.004285694099962711,0.8663360476493835,2317,0.1743107088607755,0.12310847882834554,0.13253059950908963,-0.31386455242629435,-0.2554489888928153,0.1706124694652772,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Bawana,28.7762,77.051074,2022,1,500,0.26032107099752233,0.19708508636915323,0.18875293133392027,-0.09578299522399902,0.8663360476493835,9066,0.16182747558182156,0.10901528867386792,0.15186516747666204,-0.2822681606584555,-0.2443521132833216,0.1583864778394344,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Bawana,28.7762,77.051074,2022,1,1000,0.28672394565627757,0.20707102933497937,0.23253388193179628,-0.10333464294672012,0.9288695454597473,35887,0.2180995723042583,0.1021778328967855,0.3523980741246436,-0.29307370888008905,-0.24609316046523302,0.18947301175176057,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Burari_Crossing,28.7256504,77.2011573,2022,1,100,0.20266220584485897,0.17352378392411816,0.13043814375568974,0.02060604840517044,0.536185085773468,393,0.14388121685724897,0.12137623772606113,0.12441355170581353,-0.25758215611377094,-0.23165149241685867,0.11109920624428365,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Burari_Crossing,28.7256504,77.2011573,2022,1,250,0.2372477107371583,0.22467267405066302,0.133199127751287,-0.0003488025686237961,0.6130930781364441,2315,0.06523732989953349,0.15867115031491408,3.5317944075398957,-0.27738484132989943,-0.26357913291414514,0.11088249073718721,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Burari_Crossing,28.7256504,77.2011573,2022,1,500,0.25668067509861,0.23629486762339982,0.15001669561058478,-0.04118267074227333,0.7691690921783447,9068,0.13683160471506145,0.15831732122169392,1.787008746591435,-0.29001438025745047,-0.2835117094581562,0.12541989556248523,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Burari_Crossing,28.7256504,77.2011573,2022,1,1000,0.3257217282479337,0.3084738737523892,0.19792709463867367,-0.10608699917793274,0.9042478799819946,35862,0.18402296779443944,0.17347093650651577,0.9076419843308055,-0.3485586157498801,-0.35333992550425614,0.15989187678103128,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Chandni_Chowk,28.656756,77.227234,2022,1,100,0.2238696983495196,0.17363195547035762,0.171939504939596,-0.0010393168777227402,0.6973039507865906,394,0.12668758621546125,0.10279879585250035,0.09349676881441756,-0.2476160010543111,-0.22072672418185643,0.15586442028377723,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Chandni_Chowk,28.656756,77.227234,2022,1,250,0.17800237667862495,0.10354322979908635,0.1897625225551001,-0.03519511595368385,0.7782981991767883,2311,0.09468483200558281,0.06430750995809463,0.0988852070760777,-0.1992259456476382,-0.15076977365591007,0.17585013039336886,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Chandni_Chowk,28.656756,77.227234,2022,1,500,0.1718629742696154,0.0997331407346909,0.18903576231443492,-0.04774029552936554,0.7782981991767883,9055,0.08947651700250564,0.05658362503693175,0.10378002741427594,-0.19833955570132467,-0.15436719992975845,0.17947214112957352,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Chandni_Chowk,28.656756,77.227234,2022,1,1000,0.14935298175799006,0.10357027979603284,0.14886374121147922,-0.11931819468736649,0.7899013161659241,35847,0.08405746398538785,0.05854126302054062,0.09476299668609191,-0.18516751085734343,-0.1582349236683563,0.13822743810290625,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Commonwealth_Sports_Complex,28.615828,77.271992,2022,1,100,0.4468231809921688,0.45842102189112105,0.1689849663113249,0.028906505554914474,0.7644690275192261,391,0.2432962571168219,0.23661443882904826,0.08140493108208521,-0.45763261130360194,-0.4624282538890839,0.12042538973392676,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Commonwealth_Sports_Complex,28.615828,77.271992,2022,1,250,0.45152287108030076,0.47880565002560616,0.2103461921761665,-0.010318949818611145,0.7784000039100647,2314,0.2324516254963116,0.24418214552789286,0.09590392545669618,-0.4518362170572964,-0.48647982743822543,0.16026300162455012,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Commonwealth_Sports_Complex,28.615828,77.271992,2022,1,500,0.44699792391622545,0.44156367070747155,0.201137235670479,-0.389803946018219,0.8883644342422485,9048,0.24016456181040988,0.2443268768711275,0.10717346369941765,-0.45618685464542924,-0.4727719680738425,0.15819863597439635,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Commonwealth_Sports_Complex,28.615828,77.271992,2022,1,1000,0.4315868507096762,0.4333722436607839,0.21248884807658638,-0.389803946018219,0.9010106325149536,35834,0.2455472588809452,0.2346852749229121,0.13812606523320634,-0.43869624000588664,-0.45690016414353357,0.1646627250477145,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
DTU,28.7500499,77.1112615,2022,1,100,0.14610063390716088,0.11831639210383098,0.1002207124492735,-0.07241392135620117,0.41629937291145325,392,0.10282633160852483,0.08699878299874084,0.06998235116571294,-0.15388516445544959,-0.14178493122259775,0.08483603335711537,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
DTU,28.7500499,77.1112615,2022,1,250,0.148582217880512,0.12689424116380754,0.10935268947625075,-0.08811856061220169,0.6538091897964478,2316,0.1053869547537109,0.0901712352247773,0.08714520833740176,-0.15472322816912643,-0.1462354682562385,0.10088589113871305,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
DTU,28.7500499,77.1112615,2022,1,500,0.1884208821720213,0.14272787331728212,0.15416087106734563,-0.08811856061220169,0.7779436707496643,9066,0.1232866242843772,0.08557070026986464,0.11959463815930801,-0.20996167382513825,-0.18162676791838187,0.13663244177187164,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
DTU,28.7500499,77.1112615,2022,1,1000,0.2747156272045411,0.22256370572594888,0.21545557745327412,-0.09167592972517014,0.9381366968154907,35878,0.17402367698095267,0.13261824046347365,0.15684079604938012,-0.28819907161866504,-0.2538334343914285,0.18129755091272437,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Dr._Karni_Singh_Shooting_Range,28.498571,77.26484,2022,1,100,0.5742699223052083,0.6118053477854066,0.13536994031997407,0.11954126507043839,0.8200972676277161,397,0.2823873782791821,0.28405454133255204,0.06817676916933524,-0.548802219984482,-0.5733925700187683,0.100286215735578,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Dr._Karni_Singh_Shooting_Range,28.498571,77.26484,2022,1,250,0.5597923244388517,0.5878174754548239,0.13525179306252944,0.06302443891763687,0.8200972676277161,2303,0.2662901869494054,0.25972587023495775,0.06826831756730024,-0.5440564886247329,-0.5722389833771736,0.11331327100263984,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Dr._Karni_Singh_Shooting_Range,28.498571,77.26484,2022,1,500,0.5493693897497581,0.5723301596949864,0.1322095036917543,0.03512159362435341,0.8200972676277161,9048,0.26106590318526357,0.2597033337821904,0.06856563504493204,-0.541619968886341,-0.5606499714904672,0.09671543226474907,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Dr._Karni_Singh_Shooting_Range,28.498571,77.26484,2022,1,1000,0.5240365575787682,0.5586253992106562,0.15463337755612375,-0.21358664333820343,0.8297297358512878,35788,0.2522723745234997,0.29737839931083304,0.13501907313792105,-0.5190018270721626,-0.5429273274089603,0.1128211661160743,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Dwarka-Sector_8,28.5710274,77.0719006,2022,1,100,0.19085100721065673,0.14666045604652483,0.1393472066686988,0.005085276905447245,0.7075486779212952,392,0.11103031762216022,0.08838132787432161,0.07734515783159765,-0.23311225474807815,-0.19690014542110504,0.124277636972742,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Dwarka-Sector_8,28.5710274,77.0719006,2022,1,250,0.2679341004599689,0.1813908861233638,0.2068239083229807,-0.021366998553276062,0.8137962818145752,2310,0.14863247848284855,0.10719038414994576,0.11088057096713572,-0.2985276872967557,-0.2404518551812879,0.1768638411474181,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Dwarka-Sector_8,28.5710274,77.0719006,2022,1,500,0.38292267255115037,0.37336516321610724,0.2333759267511429,-0.03249075263738632,0.8713962435722351,9046,0.20633736673660463,0.2193646814377931,0.17242488431442365,-0.39662220384757146,-0.4042355388703272,0.19252941494874282,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Dwarka-Sector_8,28.5710274,77.0719006,2022,1,1000,0.3459390537025136,0.329963317493232,0.20461083050525583,-0.07689845561981201,0.8713962435722351,35814,0.19560961779683117,0.15706472850396097,0.16774283290019854,-0.37212201805696976,-0.3690647624457605,0.17018589039300813,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IGI_Airport_(T3),28.5627763,77.1180053,2022,1,100,0.08718164457074196,0.06842542485785238,0.08317744812144143,-0.06354204565286636,0.4449354112148285,395,0.05993121287674227,0.04797067797433459,0.04626547063791077,-0.1693731288458542,-0.15401367082651415,0.09047375057432999,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IGI_Airport_(T3),28.5627763,77.1180053,2022,1,250,0.10752047787574223,0.07638113112746171,0.11277490777622245,-0.09170224517583847,0.5170020461082458,2316,0.06793493799268295,0.05177443193843759,0.06378465198275156,-0.18790799332342956,-0.16596930907613427,0.12036281556348791,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IGI_Airport_(T3),28.5627763,77.1180053,2022,1,500,0.1489445513628942,0.0897517626859587,0.1573726003690216,-0.17842045426368713,0.822498083114624,9047,0.08951705930123989,0.056744100016360086,0.08729387702932222,-0.22274569818038603,-0.17771615063614146,0.1526376757545992,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IGI_Airport_(T3),28.5627763,77.1180053,2022,1,1000,0.19798761340461388,0.12891860069628902,0.17720405217041527,-0.17842045426368713,0.845465362071991,35820,0.11233990683542669,0.12046387629629944,0.6418351828893605,-0.2627347584570378,-0.2323913834951531,0.1652985789984046,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IGNOU_Maidan_Garhi,28.493624,77.201159,2022,1,100,0.49801030084993564,0.5367795441074303,0.16597578613776953,0.10833561420440674,0.7953561544418335,393,0.24900272067883353,0.2593749896488205,0.07825410259306075,-0.529738462388656,-0.5457681917599775,0.10219536883008493,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IGNOU_Maidan_Garhi,28.493624,77.201159,2022,1,250,0.5561467229083195,0.5722687209353727,0.1833039405772997,0.09491980075836182,0.893347442150116,2309,0.2762988164115206,0.2781729687234495,0.08459226523289905,-0.5624002356568569,-0.5643295958824567,0.11577863485140448,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IGNOU_Maidan_Garhi,28.493624,77.201159,2022,1,500,0.5836777175874824,0.6133369928546756,0.18568564853432648,-0.23284587264060974,0.9418550729751587,9048,0.29513544122053276,0.2974217607124626,0.1287401927554612,-0.5713680906623219,-0.5740613472956912,0.1227476241073031,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IGNOU_Maidan_Garhi,28.493624,77.201159,2022,1,1000,0.4736726932429992,0.5118063182371146,0.22714670978970944,-0.23284587264060974,0.9418550729751587,35791,0.2463518321388376,0.28105012421892017,0.12444540758172326,-0.48179590302610237,-0.5274020247092992,0.17595223381148667,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IHBAS_Dilshad_Garden,28.6811736,77.3025234,2022,1,100,0.50612428704355,0.5405707160631815,0.14122003245066014,0.15879341959953308,0.7616430521011353,396,0.28882043694678966,0.29367345228142067,0.08378719616256054,-0.48759375530152266,-0.5052814980347952,0.10223991130095109,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IHBAS_Dilshad_Garden,28.6811736,77.3025234,2022,1,250,0.4157174282046684,0.43946250285165533,0.1857964230757701,0.008672446012496948,0.7657992839813232,2318,0.22891830884112838,0.22912381611898117,0.10542850046146907,-0.41101429009925566,-0.4356676393888563,0.14581601642126435,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IHBAS_Dilshad_Garden,28.6811736,77.3025234,2022,1,500,0.3403741590942228,0.3340478263013351,0.19611090467005812,-0.053770292550325394,0.791304349899292,9063,0.19135728520400894,0.18954378503994576,0.11161918296461164,-0.34454251461970403,-0.3379513853992782,0.15918635761066013,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IHBAS_Dilshad_Garden,28.6811736,77.3025234,2022,1,1000,0.1901180228462376,0.12902654216051146,0.18207110755792072,-0.29610997438430786,0.791304349899292,35860,0.10853619941957875,0.07232511203296509,0.11313971954698251,-0.19692475649608548,-0.15810436003553138,0.16107581861532969,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IIT_Delhi,28.54246,77.191651,2022,1,100,0.4164992362847952,0.4990583658218384,0.27995974258312756,-0.07979274541139603,0.8379970788955688,392,0.2271370330658604,0.2462805074700988,0.16361633058089153,-0.3989814719439666,-0.4560534712783096,0.22153374528737754,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IIT_Delhi,28.54246,77.191651,2022,1,250,0.5252582877674424,0.5873820781707764,0.22552641554014774,-0.07979274541139603,0.8520953059196472,2308,0.27163606096421344,0.2929488381244136,0.12381318370276921,-0.5005280147339239,-0.5567923690916274,0.17783252252996054,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IIT_Delhi,28.54246,77.191651,2022,1,500,0.47064699205062216,0.5114934672640495,0.23444195664831044,-0.17284724116325378,1.0,9042,0.249022251525017,0.26163810521020237,0.12584268448249475,-0.4530095577069139,-0.5061459631174685,0.19138389188530877,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IIT_Delhi,28.54246,77.191651,2022,1,1000,0.5216030393427764,0.5897381297421933,0.24208427323311243,-0.225204199552536,1.0,35808,0.26185748895202066,0.285179500853163,0.12381589244378975,-0.4897796393012063,-0.5449100764326832,0.19272965744902815,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,100,0.5614756123488435,0.6105592804807801,0.16524437734786007,0.10733454674482346,0.8035309910774231,393,0.29160669654271243,0.2973381180694661,0.08693848612223233,-0.5297655820208182,-0.572510982390606,0.12320526287945989,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,250,0.5211738811716055,0.5762232490269275,0.19570826348818743,0.006407836452126503,0.8235294222831726,2309,0.25431792290600974,0.2636262856703781,0.09832251026697367,-0.49830294629760225,-0.5374865291701684,0.14675111065614965,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,500,0.4742265890033279,0.5097986335083384,0.20639257880053682,-0.03513769432902336,0.8529638051986694,9052,0.2330639188213223,0.23651343167733174,0.1035269518741915,-0.4634613069866091,-0.4981100370969722,0.1588554670331579,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,1000,0.4944099554816407,0.5332201261730881,0.21329842719329595,-0.08512330055236816,0.9053325653076172,35821,0.25166849273573644,0.25387331032898386,0.117547913361742,-0.47340861097607795,-0.5097729203995451,0.16659882876455268,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
ITO,28.628624,77.24106,2022,1,100,0.28135515891051316,0.21999303003152212,0.1952474250277699,-0.026400530710816383,0.7295373678207397,392,0.15264723137865352,0.1256684866904187,0.10153359238430747,-0.29782602754035875,-0.2668365240097046,0.153619841561037,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
ITO,28.628624,77.24106,2022,1,250,0.3527286542214017,0.3414618521928787,0.21395269252765348,-0.04060324281454086,0.7654278874397278,2312,0.1839599531057063,0.16969544561524805,0.11298085452396972,-0.3469115862644331,-0.3529675685421343,0.16875596303990342,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
ITO,28.628624,77.24106,2022,1,500,0.3887238534489588,0.40429411162901563,0.2099456132167602,-0.057961396872997284,0.8208110928535461,9053,0.1985689572906376,0.19733202565050012,0.10751687861438534,-0.3820068903795474,-0.40435388480917556,0.16328950571849402,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
ITO,28.628624,77.24106,2022,1,1000,0.39194921288528567,0.40042403652873376,0.20773225747152937,-0.13950073719024658,0.8513302206993103,35837,0.20096244543481007,0.19542570752094077,0.10879456103416495,-0.394217779118628,-0.40828352234318127,0.16394189265308506,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
JNU,28.540721,77.168544,2022,1,100,0.6402784173580848,0.7043769564745139,0.171570968576149,0.13523346185684204,0.8882750272750854,392,0.3232168595312792,0.34173042996730363,0.101457660162725,-0.5900813614278365,-0.6306061784268373,0.13163293876661486,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
JNU,28.540721,77.168544,2022,1,250,0.615187241430133,0.7013951489030208,0.21410257372128352,-0.051436182111501694,0.8882750272750854,2309,0.29900570028263695,0.32271917544248113,0.11820817211875931,-0.5701841632445579,-0.6307621923831944,0.1678881063612106,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
JNU,28.540721,77.168544,2022,1,500,0.6541004150365298,0.7050288499182789,0.16544856605087996,-0.051436182111501694,0.8886274695396423,9050,0.3042519763068081,0.31428853527604117,0.09258044385835372,-0.6086488889448542,-0.6426613637359166,0.12447478216683394,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
JNU,28.540721,77.168544,2022,1,1000,0.6372251907781348,0.6855627818468211,0.16297874059565934,-0.06307489424943924,0.9025182723999023,35795,0.29231226620037115,0.29873828427012883,0.0886413617561991,-0.5983698149199107,-0.6269108273320543,0.11894339604331768,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Jahangirpuri,28.73282,77.170633,2022,1,100,0.26504683224631775,0.21231796344121298,0.16582006037830357,0.036608852446079254,0.7250000238418579,393,0.12592129030671728,0.10018212618792793,0.07844205253038532,-0.3110202125546468,-0.2760491847991943,0.1371360211560092,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Jahangirpuri,28.73282,77.170633,2022,1,250,0.2337805922035592,0.17004058686029946,0.15420061086750247,0.034547146409749985,0.7678056955337524,2314,0.11917749920075667,0.08790272559917106,0.07994404153292019,-0.2771965195552124,-0.23638766932569139,0.1260598703674935,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Jahangirpuri,28.73282,77.170633,2022,1,500,0.24123400629523686,0.1853790132022771,0.1555596264872575,-0.09052632004022598,0.7678056955337524,9068,0.1241923542364199,0.09560077254745723,0.0809325783111962,-0.2804841100382834,-0.24028280579797975,0.12610434905621282,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Jahangirpuri,28.73282,77.170633,2022,1,1000,0.2469111711701881,0.18145265644090688,0.18101947195820764,-0.09052632004022598,0.7992177605628967,35870,0.13775850620909,0.09749225284644802,0.11506298420605209,-0.2747308957119548,-0.23244640236113626,0.15203324838896187,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,100,0.394926931065616,0.44095563888549805,0.18447005633688987,0.036194413900375366,0.7305071949958801,398,0.23997586537139248,0.24476220497693837,0.11821960430317949,-0.422455797119052,-0.46301660367420744,0.1364295837645857,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,250,0.3343753710336263,0.34123343330790334,0.22723682994822156,-0.09841757267713547,0.8255220651626587,2316,0.18539986993788332,0.17004973984536095,0.1274111325730324,-0.3692839296211004,-0.39965160687764484,0.18825973612806446,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,500,0.35559968780873485,0.34787051608741076,0.23112687274135577,-0.1525423675775528,0.880584180355072,9055,0.18168992244628712,0.1680695266038355,0.12047156201545274,-0.3781058534567624,-0.3887774738777507,0.19046521971076255,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,1000,0.3522149873929446,0.3321863837950298,0.21534120801689657,-0.1525423675775528,0.880584180355072,35821,0.17512897374236408,0.16012054635969108,0.10838225414551733,-0.37124629562078554,-0.3690596447846342,0.17575052670767588,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,100,0.2703239807542525,0.2207712158560753,0.17957581514705961,0.016241315752267838,0.6722119450569153,392,0.1519404193229836,0.13091503661749077,0.10019168334759138,-0.30420835713893196,-0.3017529814438088,0.13857528273823508,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,250,0.39844181308574117,0.40792701386323726,0.20968607800342062,0.012630431912839413,0.8643180131912231,2311,0.23139490113622238,0.21267014539179538,0.1550782642231269,-0.3966174239496342,-0.4042042425051204,0.16038896191664864,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,500,0.4368061561507992,0.4573051389179719,0.21664608206942376,-0.0890052318572998,0.9535508751869202,9051,0.23770338601376195,0.1892487605022664,0.251232638433451,-0.4204330731442458,-0.44142710979666205,0.18025307178897657,10,monthly_median,COPERNICUS/S2_SR_HARMONIZED
