station,year,month,worldpop_density_250m,worldpop_density_500m,worldpop_density_1000m
Alipur,2025,7,1989.511928819839,2469.994510592726,3122.4505751869337
Alipur,2025,8,1989.511928819839,2469.994510592726,3122.4505751869337
Alipur,2025,9,1989.511928819839,2469.994510592726,3122.4505751869337
Alipur,2025,10,1989.511928819839,2469.994510592726,3122.4505751869337
Alipur,2025,11,1989.511928819839,2469.994510592726,3122.4505751869337
Alipur,2025,12,1989.511928819839,2469.994510592726,3122.4505751869337
Anand_Vihar,2022,1,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2022,2,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2022,3,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2022,4,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2022,5,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2022,6,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2022,7,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2022,8,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2022,9,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2022,10,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2022,11,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2022,12,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2023,1,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2023,2,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2023,3,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2023,4,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2023,5,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2023,6,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2023,7,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2023,8,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2023,9,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2023,10,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2023,11,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2023,12,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2024,1,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2024,2,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2024,3,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2024,4,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2024,5,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2024,6,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2024,7,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2024,8,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2024,9,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2024,10,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2024,11,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2024,12,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2025,1,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2025,2,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2025,3,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2025,4,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2025,5,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2025,6,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2025,7,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2025,8,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2025,9,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2025,10,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2025,11,23860.058498693867,23081.293935918206,22667.650677840145
Anand_Vihar,2025,12,23860.058498693867,23081.293935918206,22667.650677840145
Ashok_Vihar,2022,1,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2022,2,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2022,3,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2022,4,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2022,5,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2022,6,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2022,7,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2022,8,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2022,9,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2022,10,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2022,11,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2022,12,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2023,1,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2023,2,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2023,3,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2023,4,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2023,5,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2023,6,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2023,7,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2023,8,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2023,9,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2023,10,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2023,11,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2023,12,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2024,1,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2024,2,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2024,3,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2024,4,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2024,5,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2024,6,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2024,7,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2024,8,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2024,9,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2024,10,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2024,11,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2024,12,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2025,1,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2025,2,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2025,3,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2025,4,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2025,5,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2025,6,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2025,7,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2025,8,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2025,9,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2025,10,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2025,11,25529.502233714324,26802.36936726522,25595.249207999168
Ashok_Vihar,2025,12,25529.502233714324,26802.36936726522,25595.249207999168
Aya_Nagar,2022,1,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2022,2,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2022,3,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2022,4,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2022,5,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2022,6,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2022,7,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2022,8,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2022,9,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2022,10,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2022,11,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2022,12,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2023,1,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2023,2,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2023,3,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2023,4,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2023,5,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2023,6,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2023,7,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2023,8,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2023,9,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2023,10,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2023,11,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2023,12,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2024,1,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2024,2,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2024,3,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2024,4,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2024,5,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2024,6,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2024,7,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2024,8,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2024,9,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2024,10,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2024,11,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2024,12,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2025,1,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2025,2,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2025,3,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2025,4,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2025,5,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2025,6,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2025,7,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2025,8,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2025,9,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2025,10,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2025,11,3932.555987305659,4485.666926981536,4727.152872547838
Aya_Nagar,2025,12,3932.555987305659,4485.666926981536,4727.152872547838
Bawana,2022,1,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2022,2,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2022,3,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2022,4,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2022,5,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2022,6,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2022,7,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2022,8,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2022,9,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2022,10,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2022,11,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2022,12,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2023,1,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2023,2,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2023,3,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2023,4,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2023,5,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2023,6,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2023,7,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2023,8,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2023,9,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2023,10,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2023,11,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2023,12,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2024,1,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2024,2,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2024,3,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2024,4,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2024,5,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2024,6,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2024,7,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2024,8,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2024,9,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2024,10,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2024,11,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2024,12,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2025,1,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2025,2,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2025,3,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2025,4,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2025,5,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2025,6,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2025,7,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2025,8,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2025,9,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2025,10,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2025,11,7580.965450848424,7404.765072473742,7410.957503275578
Bawana,2025,12,7580.965450848424,7404.765072473742,7410.957503275578
Burari_Crossing,2022,1,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2022,2,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2022,3,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2022,4,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2022,5,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2022,6,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2022,8,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2022,9,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2022,10,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2022,11,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2022,12,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2023,1,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2023,2,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2023,3,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2023,4,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2023,5,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2023,6,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2023,7,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2023,8,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2023,9,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2023,10,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2023,11,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2023,12,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2024,1,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2024,2,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2024,3,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2024,4,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2024,5,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2024,6,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2024,7,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2024,8,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2024,9,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2024,10,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2024,11,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2024,12,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2025,1,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2025,2,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2025,3,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2025,4,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2025,5,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2025,6,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2025,7,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2025,8,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2025,9,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2025,10,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2025,11,13475.60968932022,11988.367457585777,13401.284595613603
Burari_Crossing,2025,12,13475.60968932022,11988.367457585777,13401.284595613603
Chandni_Chowk,2022,1,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2022,2,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2022,3,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2022,4,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2022,5,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2022,6,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2022,7,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2022,8,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2022,12,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2023,1,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2023,2,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2023,3,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2023,4,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2023,5,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2023,6,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2024,3,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2024,4,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2024,5,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2024,6,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2024,8,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2024,9,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2024,11,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2024,12,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2025,1,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2025,2,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2025,3,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2025,4,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2025,5,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2025,6,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2025,7,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2025,8,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2025,9,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2025,10,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2025,11,17415.754354990204,18171.556281069752,21026.649937529444
Chandni_Chowk,2025,12,17415.754354990204,18171.556281069752,21026.649937529444
DTU,2022,1,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2022,2,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2022,3,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2022,4,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2022,5,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2022,6,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2022,7,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2022,8,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2022,9,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2022,10,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2022,11,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2022,12,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2023,1,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2023,2,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2023,3,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2023,4,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2023,5,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2023,6,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2023,7,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2023,8,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2023,9,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2023,10,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2023,11,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2023,12,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2024,1,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2024,2,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2024,3,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2024,4,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2024,5,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2024,6,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2024,7,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2024,8,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2024,9,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2024,10,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2024,11,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2024,12,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2025,1,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2025,2,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2025,3,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2025,4,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2025,5,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2025,6,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2025,7,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2025,8,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2025,9,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2025,10,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2025,11,6246.562662702064,7975.358081932479,7846.000835822633
DTU,2025,12,6246.562662702064,7975.358081932479,7846.000835822633
Dr._Karni_Singh_Shooting_Range,2022,1,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2022,2,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2022,3,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2022,4,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2022,5,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2022,6,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2022,7,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2022,8,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2022,9,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2022,10,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2022,11,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2022,12,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2023,1,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2023,2,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2023,3,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2023,4,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2023,5,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2023,6,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2023,7,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2023,8,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2023,9,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2023,10,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2023,11,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2023,12,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2024,1,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2024,2,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2024,3,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2024,4,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2024,5,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2024,6,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2024,7,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2024,8,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2024,9,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2024,10,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2024,11,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2024,12,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2025,1,4940.160727348445,5454.14765255167,6259.975193374241
Dr._Karni_Singh_Shooting_Range,2025,2,4940.160727348445,5454.14765255167,6259.975193374241
