station,latitude,longitude,year,month,buffer_m,modis_ndvi_mean,modis_ndvi_median,modis_ndvi_std,modis_evi_mean,modis_evi_median,modis_evi_std,source_dataset
IIT_Delhi,28.54246,77.191651,2022,1,1000,0.4853115634953607,0.4794829842931937,0.0790779613050219,0.23304280224345664,0.23175,0.03956919577722975,MODIS/061/MOD13Q1
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,100,0.4780377551020408,0.4879,0.0463622391847312,0.2348778911564626,0.24065000000000003,0.026845121634210524,MODIS/061/MOD13Q1
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,250,0.4426910674157303,0.48635000000000006,0.052486993097761794,0.2122389325842697,0.23245000000000002,0.027667969625722003,MODIS/061/MOD13Q1
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,500,0.4435726640711902,0.42455,0.060412439070289495,0.21006797830923246,0.20165,0.031384654354089055,MODIS/061/MOD13Q1
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,1000,0.466898652860507,0.47373383658969803,0.09053721081689703,0.22268566283418761,0.21757500000000002,0.05256954407945092,MODIS/061/MOD13Q1
ITO,28.628624,77.24106,2022,1,100,0.3603180272108844,0.3617,0.026848784371406087,0.1712761904761905,0.172,0.014485068940885939,MODIS/061/MOD13Q1
ITO,28.628624,77.24106,2022,1,250,0.3710606823266219,0.3617,0.024094397689089848,0.17636364653243847,0.172,0.012717653515389461,MODIS/061/MOD13Q1
ITO,28.628624,77.24106,2022,1,500,0.38677676837725383,0.38980000000000004,0.036559632878330424,0.18453507628294039,0.1862,0.018469299968388274,MODIS/061/MOD13Q1
ITO,28.628624,77.24106,2022,1,1000,0.3900446075038071,0.3919811258278146,0.06067789733261829,0.18639696455766303,0.1861625,0.02880324326353238,MODIS/061/MOD13Q1
JNU,28.540721,77.168544,2022,1,100,0.56935,0.56935,0.0,0.26425,0.26425,0.0,MODIS/061/MOD13Q1
JNU,28.540721,77.168544,2022,1,250,0.5842213885778276,0.59685,0.022756445295105187,0.2709172452407615,0.2707,0.01120225947226395,MODIS/061/MOD13Q1
JNU,28.540721,77.168544,2022,1,500,0.5954344679077521,0.6009,0.0209015747651808,0.2758836899138649,0.27835,0.011111548404090206,MODIS/061/MOD13Q1
JNU,28.540721,77.168544,2022,1,1000,0.5859730667960087,0.5967,0.06001237648357642,0.26919048295454545,0.27066666666666667,0.029413923340531188,MODIS/061/MOD13Q1
Jahangirpuri,28.73282,77.170633,2022,1,100,0.29578028169014087,0.3026,0.021086381120286997,0.12661267605633802,0.1295,0.010141768521811237,MODIS/061/MOD13Q1
Jahangirpuri,28.73282,77.170633,2022,1,250,0.2868753325942351,0.2871,0.023932134063144785,0.12298059866962308,0.1232,0.012608605742726387,MODIS/061/MOD13Q1
Jahangirpuri,28.73282,77.170633,2022,1,500,0.2982343240254354,0.2929,0.08167191465853432,0.13300465855681504,0.1256,0.05338115415619672,MODIS/061/MOD13Q1
Jahangirpuri,28.73282,77.170633,2022,1,1000,0.3035331547660193,0.276325,0.09152452476362642,0.13834918089444947,0.11730617760617762,0.05508506032724026,MODIS/061/MOD13Q1
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,100,0.3372937931034483,0.3292,0.016299999999999117,0.15883241379310345,0.1563,0.0051000000000003326,MODIS/061/MOD13Q1
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,250,0.32778033333333334,0.3292,0.02808012587912981,0.15676322222222222,0.1563,0.006085622065029193,MODIS/061/MOD13Q1
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,500,0.3230140044370494,0.3205,0.03547347514077674,0.15638631447587356,0.1563,0.013868598848710535,MODIS/061/MOD13Q1
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,1000,0.33290262811634347,0.33080000000000004,0.05013130105688338,0.15671427631578944,0.1569,0.02445854242241709,MODIS/061/MOD13Q1
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,100,0.40213661971830994,0.41285000000000005,0.012781890265135633,0.1993031690140845,0.20115,0.007923422555941875,MODIS/061/MOD13Q1
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,250,0.40526602209944745,0.41285000000000005,0.03069355818227823,0.2019605524861878,0.20115,0.013213610933007545,MODIS/061/MOD13Q1
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,500,0.4084436376210235,0.41285000000000005,0.08778427859673951,0.20217282157676347,0.20345000000000002,0.04343625818368819,MODIS/061/MOD13Q1
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,1000,0.43458061436280626,0.45485000000000003,0.10034218864489984,0.21376704718417056,0.21327830188679248,0.05096207187763969,MODIS/061/MOD13Q1
Mandir_Marg,28.636429,77.201067,2022,1,100,0.48819687500000003,0.48695,0.012279371675698939,0.2190208333333334,0.2185,0.00951433129547114,MODIS/061/MOD13Q1
Mandir_Marg,28.636429,77.201067,2022,1,250,0.49579883073496656,0.48695,0.04669224266406478,0.22518569042316264,0.2185,0.02894338482278794,MODIS/061/MOD13Q1
Mandir_Marg,28.636429,77.201067,2022,1,500,0.5265087077093734,0.5115000000000001,0.07801742310617941,0.24243384636716592,0.2359,0.04491617660269978,MODIS/061/MOD13Q1
Mandir_Marg,28.636429,77.201067,2022,1,1000,0.5107446089965396,0.49795,0.0955796809916462,0.2322701591695502,0.22645,0.04996949788329806,MODIS/061/MOD13Q1
Mundka,28.684678,77.076574,2022,1,100,0.377,0.377,0.0,0.17105,0.17105,0.0,MODIS/061/MOD13Q1
Mundka,28.684678,77.076574,2022,1,250,0.3549259116022099,0.35555000000000003,0.07154657379792731,0.15672602209944753,0.15184999999999998,0.03274161470259723,MODIS/061/MOD13Q1
Mundka,28.684678,77.076574,2022,1,500,0.3316463623789764,0.32,0.08153954478011861,0.14358771784232366,0.13840000000000002,0.03476496305124801,MODIS/061/MOD13Q1
Mundka,28.684678,77.076574,2022,1,1000,0.31030494847499823,0.30223488372093027,0.07017190368421494,0.133450861055398,0.13455,0.03206036823799053,MODIS/061/MOD13Q1
NSUT_Jaffarpur,28.594004,76.909423,2022,1,100,0.5278499999999999,0.5451,0.07948148762447742,0.31927042253521126,0.3371,0.06123211473565173,MODIS/061/MOD13Q1
NSUT_Jaffarpur,28.594004,76.909423,2022,1,250,0.5004438538205981,0.5451,0.09896579780814374,0.3023968992248063,0.3262,0.1008383414734252,MODIS/061/MOD13Q1
NSUT_Jaffarpur,28.594004,76.909423,2022,1,500,0.5355000000000001,0.5451,0.09096958588207009,0.34334655220160626,0.3371,0.09050548325930349,MODIS/061/MOD13Q1
NSUT_Jaffarpur,28.594004,76.909423,2022,1,1000,0.5840762181616833,0.6086,0.11503955416387154,0.3939668881506091,0.4156,0.11535970052357411,MODIS/061/MOD13Q1
Najafgarh,28.570173,76.933762,2022,1,100,0.4719333333333333,0.4637,0.03421930092149139,0.4145885416666667,0.40650000000000003,0.03474571916078261,MODIS/061/MOD13Q1
Najafgarh,28.570173,76.933762,2022,1,250,0.4844066815144767,0.48155000000000003,0.08953070236888991,0.41957165924276174,0.42390000000000005,0.07209110405556697,MODIS/061/MOD13Q1
Najafgarh,28.570173,76.933762,2022,1,500,0.5276595753538719,0.539,0.09442100825557843,0.42958537330002783,0.47195,0.08345888990395207,MODIS/061/MOD13Q1
Najafgarh,28.570173,76.933762,2022,1,1000,0.5683277119700748,0.5477000000000001,0.09204730673590142,0.42958986215018,0.44535,0.08034373682012953,MODIS/061/MOD13Q1
Narela,28.822836,77.101981,2022,1,100,0.3467758620689655,0.31725000000000003,0.03400798389716755,0.15805862068965518,0.1432,0.019673506931912128,MODIS/061/MOD13Q1
Narela,28.822836,77.101981,2022,1,250,0.36520177975528373,0.36250000000000004,0.04034861318481171,0.16851440489432706,0.16,0.0281565926727206,MODIS/061/MOD13Q1
Narela,28.822836,77.101981,2022,1,500,0.3751153558571033,0.3905,0.04658016404457719,0.17742338687344222,0.1719,0.03532766645298321,MODIS/061/MOD13Q1
Narela,28.822836,77.101981,2022,1,1000,0.3803841463414636,0.3922,0.0643401830478098,0.18184118703793267,0.1875,0.04053317995235637,MODIS/061/MOD13Q1
Nehru_Nagar,28.56789,77.250515,2022,1,100,0.35925422535211265,0.3567,0.002925000000002972,0.16655211267605635,0.1676,0.001200000000002219,MODIS/061/MOD13Q1
Nehru_Nagar,28.56789,77.250515,2022,1,250,0.3790866997792495,0.36255000000000004,0.0462886021754603,0.17810264900662254,0.1676,0.028096952956363667,MODIS/061/MOD13Q1
Nehru_Nagar,28.56789,77.250515,2022,1,500,0.373663965087282,0.36255000000000004,0.06677031670067023,0.17332756996397897,0.1652,0.03553151821949411,MODIS/061/MOD13Q1
Nehru_Nagar,28.56789,77.250515,2022,1,1000,0.3612241138188868,0.3593,0.07472446626591406,0.16741381542509,0.1647,0.03719406462810374,MODIS/061/MOD13Q1
North_Campus_DU,28.6573814,77.1585447,2022,1,100,0.290175,0.290175,0.009474999999999813,0.13145,0.13145,0.0075500000000000116,MODIS/061/MOD13Q1
North_Campus_DU,28.6573814,77.1585447,2022,1,250,0.27333030803080305,0.2807,0.04982547627406606,0.12344059405940595,0.12390000000000001,0.023859589267210785,MODIS/061/MOD13Q1
North_Campus_DU,28.6573814,77.1585447,2022,1,500,0.2510987845303867,0.25815,0.039424727920401186,0.11343965469613261,0.11465,0.0197462572290603,MODIS/061/MOD13Q1
North_Campus_DU,28.6573814,77.1585447,2022,1,1000,0.2698276675195353,0.26270000000000004,0.06372185451250466,0.12182872899522862,0.11975000000000001,0.03399655469186133,MODIS/061/MOD13Q1
Okhla_Phase-2,28.530785,77.271255,2022,1,100,0.3429640845070423,0.3427,0.02325048386593269,0.1673316901408451,0.1666,0.01371841827617184,MODIS/061/MOD13Q1
Okhla_Phase-2,28.530785,77.271255,2022,1,250,0.34655544217687073,0.3427,0.027704838125417377,0.16974138321995466,0.1666,0.01610765863391298,MODIS/061/MOD13Q1
Okhla_Phase-2,28.530785,77.271255,2022,1,500,0.33665550569554714,0.3427,0.08356855395348495,0.16235412495685195,0.1666,0.04378556164936816,MODIS/061/MOD13Q1
Okhla_Phase-2,28.530785,77.271255,2022,1,1000,0.31899959808448775,0.29600000000000004,0.11304549575802252,0.15300051308363263,0.13720000000000002,0.05692250824460655,MODIS/061/MOD13Q1
Patparganj,28.623763,77.287209,2022,1,100,0.2615978873239436,0.25730000000000003,0.01795000000000059,0.13416830985915493,0.13090000000000002,0.01364999999999996,MODIS/061/MOD13Q1
Patparganj,28.623763,77.287209,2022,1,250,0.23447544345898005,0.25730000000000003,0.06508852139420541,0.11897405764966743,0.13090000000000002,0.03585107398911278,MODIS/061/MOD13Q1
Patparganj,28.623763,77.287209,2022,1,500,0.1995459637320854,0.219,0.06671116754337311,0.0980824217607488,0.11120000000000001,0.03523062375263891,MODIS/061/MOD13Q1
Patparganj,28.623763,77.287209,2022,1,1000,0.2265695408163265,0.22390000000000002,0.09627914267642054,0.10786581632653057,0.11120000000000001,0.048788460765171834,MODIS/061/MOD13Q1
Punjabi_Bagh,28.674045,77.131023,2022,1,100,0.30008344827586214,0.26975000000000005,0.05033181151121056,0.14121034482758624,0.12304999999999999,0.02967287007941762,MODIS/061/MOD13Q1
Punjabi_Bagh,28.674045,77.131023,2022,1,250,0.30468248053392655,0.31020000000000003,0.045381965086386825,0.14368459399332592,0.14615,0.02591578984451968,MODIS/061/MOD13Q1
Punjabi_Bagh,28.674045,77.131023,2022,1,500,0.30415633666112035,0.31020000000000003,0.04969753868627635,0.143414794786467,0.14615,0.027146044507926022,MODIS/061/MOD13Q1
Punjabi_Bagh,28.674045,77.131023,2022,1,1000,0.3192216752006644,0.32055,0.06594345010015115,0.1510356248270136,0.15085,0.03622575018366896,MODIS/061/MOD13Q1
R_K_Puram,28.563262,77.186937,2022,1,100,0.35586126760563386,0.36025000000000007,0.038950000000000075,0.17774436619718312,0.18035,0.02312500000000006,MODIS/061/MOD13Q1
R_K_Puram,28.563262,77.186937,2022,1,250,0.3240002768549281,0.35965,0.057394199496138054,0.1586043743078627,0.16660000000000003,0.03119915419081454,MODIS/061/MOD13Q1
R_K_Puram,28.563262,77.186937,2022,1,500,0.33409684210526314,0.35965,0.06895952358880593,0.16102966759002768,0.16660000000000003,0.03508796060387158,MODIS/061/MOD13Q1
R_K_Puram,28.563262,77.186937,2022,1,1000,0.37649283934380834,0.39130147783251235,0.10905981286914594,0.17599589880251962,0.18035,0.05414143627899141,MODIS/061/MOD13Q1
Rohini,28.732528,77.11992,2022,1,100,0.2846734042553191,0.29135,0.02798334325987487,0.12061205673758867,0.13045,0.0134642292297035,MODIS/061/MOD13Q1
Rohini,28.732528,77.11992,2022,1,250,0.2857350498338871,0.29135,0.0346183196523975,0.12038936877076413,0.12745,0.011978606508642593,MODIS/061/MOD13Q1
Rohini,28.732528,77.11992,2022,1,500,0.2813559507334625,0.26705,0.033363264488885436,0.12168373927484084,0.12380000000000001,0.016278293867591564,MODIS/061/MOD13Q1
Rohini,28.732528,77.11992,2022,1,1000,0.3229503870343492,0.3071667322834646,0.08441976720426629,0.15466094063169533,0.14106666666666667,0.05304466584949245,MODIS/061/MOD13Q1
Shadipur,28.6514781,77.1473105,2022,1,100,0.2765898601398602,0.28150000000000003,0.022372733823786146,0.11963286713286715,0.12350000000000001,0.008215106131389805,MODIS/061/MOD13Q1
Shadipur,28.6514781,77.1473105,2022,1,250,0.2715311123348018,0.28150000000000003,0.0353484727392856,0.11819598017621147,0.12350000000000001,0.01955097248220659,MODIS/061/MOD13Q1
Shadipur,28.6514781,77.1473105,2022,1,500,0.2794373928670168,0.28150000000000003,0.06834594442858113,0.12682706662980364,0.12140000000000001,0.04142971775706119,MODIS/061/MOD13Q1
Shadipur,28.6514781,77.1473105,2022,1,1000,0.2992111860304289,0.2820833333333334,0.0826556494207916,0.14324228907330572,0.12232315270935962,0.05324223554866127,MODIS/061/MOD13Q1
Sirifort,28.5504249,77.2159377,2022,1,100,0.35834860139860136,0.3009,0.09552499999999989,0.16666328671328673,0.13515,0.0524,MODIS/061/MOD13Q1
Sirifort,28.5504249,77.2159377,2022,1,250,0.4218822882288229,0.4585,0.07750263458326377,0.20175506050605063,0.21900000000000003,0.046164928379072455,MODIS/061/MOD13Q1
Sirifort,28.5504249,77.2159377,2022,1,500,0.44640287531103123,0.4585,0.06429383449387259,0.2146898949405585,0.21900000000000003,0.03947276868899911,MODIS/061/MOD13Q1
Sirifort,28.5504249,77.2159377,2022,1,1000,0.44138191194794407,0.4365,0.1002700237821399,0.21314019105634788,0.20265,0.05144057203973031,MODIS/061/MOD13Q1
Sonia_Vihar,28.710508,77.249485,2022,1,100,0.386012676056338,0.3881,0.0039000000000019856,0.15372957746478874,0.15480000000000002,0.0020000000000001327,MODIS/061/MOD13Q1
Sonia_Vihar,28.710508,77.249485,2022,1,250,0.3815745575221238,0.3881,0.059809524188656135,0.15382389380530972,0.15480000000000002,0.03318809720243641,MODIS/061/MOD13Q1
Sonia_Vihar,28.710508,77.249485,2022,1,500,0.37664338865836805,0.3803,0.09555804741271581,0.15097071922544955,0.15080000000000002,0.05398694680504553,MODIS/061/MOD13Q1
Sonia_Vihar,28.710508,77.249485,2022,1,1000,0.413353017628759,0.3881,0.12994989167459203,0.17777798479087456,0.16820000000000002,0.07085117680695661,MODIS/061/MOD13Q1
Sri_Aurobindo_Marg,28.531346,77.190156,2022,1,100,0.6463314685314686,0.6353500000000001,0.013774999999999446,0.31156853146853153,0.30260000000000004,0.011249999999999843,MODIS/061/MOD13Q1
Sri_Aurobindo_Marg,28.531346,77.190156,2022,1,250,0.6252476321585904,0.6353500000000001,0.04082199162216415,0.2989135462555066,0.30260000000000004,0.030351729261045984,MODIS/061/MOD13Q1
Sri_Aurobindo_Marg,28.531346,77.190156,2022,1,500,0.5916394102990032,0.6047500000000001,0.09182038859150288,0.2845826550387597,0.29910000000000003,0.05206135248989328,MODIS/061/MOD13Q1
Sri_Aurobindo_Marg,28.531346,77.190156,2022,1,1000,0.5419310011770407,0.55215,0.1009271403223789,0.26113426919615035,0.26065000000000005,0.05750683924082652,MODIS/061/MOD13Q1
Talkatora_Garden,28.62181,77.1944633,2022,1,100,0.4005119718309859,0.39435000000000003,0.0062499999999993784,0.2002901408450704,0.1996,0.0006999999999991605,MODIS/061/MOD13Q1
Talkatora_Garden,28.62181,77.1944633,2022,1,250,0.44331535476718403,0.40685000000000004,0.06193444134728235,0.22386114190687362,0.201,0.032035007803963615,MODIS/061/MOD13Q1
Talkatora_Garden,28.62181,77.1944633,2022,1,500,0.4870563296398893,0.4868,0.06954857844207506,0.239989349030471,0.2358,0.033831223323988746,MODIS/061/MOD13Q1
Talkatora_Garden,28.62181,77.1944633,2022,1,1000,0.5096903384317253,0.50915,0.06991187771599165,0.2388244688213718,0.23212323151125402,0.034909534773107244,MODIS/061/MOD13Q1
