station,latitude,longitude,year,month,buffer_m,s5p_no2_trop_mean,s5p_no2_trop_median,s5p_no2_trop_std,s5p_no2_total_mean,s5p_no2_total_median,s5p_no2_total_std,s5p_valid_obs_count,source_dataset
DTU,28.7500499,77.1112615,2022,1,250,9.864307701931939e-05,0.0001074772968661851,1.896606613233572e-05,0.00015214692303904445,0.00016048452380339347,9.113419963706598e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
DTU,28.7500499,77.1112615,2022,1,500,9.815445624789379e-05,0.0001074772968661851,1.896606613233572e-05,0.0001519158002009428,0.00016048452380339347,9.113419963706598e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
DTU,28.7500499,77.1112615,2022,1,1000,9.762727070745491e-05,0.0001074772968661851,1.6515589055229697e-05,0.00015165674549123454,0.00016048452380339347,1.0351648637558122e-05,6,COPERNICUS/S5P/OFFL/L3_NO2
Dr._Karni_Singh_Shooting_Range,28.498571,77.26484,2022,1,100,0.00023854720348023934,0.00023854720348023934,0.0,0.0002787993289529965,0.0002787993289529965,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Dr._Karni_Singh_Shooting_Range,28.498571,77.26484,2022,1,250,0.0002408404546779883,0.00023854720348023934,1.719938398311726e-05,0.0002814735388877398,0.0002787993289529965,2.005657451057457e-05,2,COPERNICUS/S5P/OFFL/L3_NO2
Dr._Karni_Singh_Shooting_Range,28.498571,77.26484,2022,1,500,0.00024711642930922697,0.00023854720348023934,2.7772177704120903e-05,0.0002888612788716759,0.0002787993289529965,3.112138455398198e-05,3,COPERNICUS/S5P/OFFL/L3_NO2
Dr._Karni_Singh_Shooting_Range,28.498571,77.26484,2022,1,1000,0.00024769661688997237,0.00023854720348023934,3.626947410065107e-05,0.0002839307789342122,0.0002787993289529965,3.30056557650208e-05,6,COPERNICUS/S5P/OFFL/L3_NO2
Dwarka-Sector_8,28.5710274,77.0719006,2022,1,100,0.00014646297495351382,0.00014646297495351382,0.0,0.000200668262550674,0.000200668262550674,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Dwarka-Sector_8,28.5710274,77.0719006,2022,1,250,0.00014646297495349747,0.00014646297495351382,0.0,0.00020304388290231918,0.000200668262550674,4.385254198604666e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Dwarka-Sector_8,28.5710274,77.0719006,2022,1,500,0.00014646297495347758,0.00014646297495351382,0.0,0.0002030991823333559,0.000200668262550674,4.385254198604666e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Dwarka-Sector_8,28.5710274,77.0719006,2022,1,1000,0.00014647122320772768,0.00014646297495351382,1.1761876146703352e-07,0.00020270530334297703,0.000200668262550674,6.155202929329672e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
IGI_Airport_(T3),28.5627763,77.1180053,2022,1,100,0.00015318021178233626,0.00015318021178233626,0.0,0.00025057711172829446,0.00025057711172829446,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IGI_Airport_(T3),28.5627763,77.1180053,2022,1,250,0.00015318021178233626,0.00015318021178233626,0.0,0.00025057711172829446,0.00025057711172829446,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IGI_Airport_(T3),28.5627763,77.1180053,2022,1,500,0.0001596008908756206,0.00015318021178233626,8.376994496606316e-06,0.00024971819005365143,0.00025057711172829446,1.9711151251619144e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
IGI_Airport_(T3),28.5627763,77.1180053,2022,1,1000,0.00016366514837948045,0.0001639219865782538,8.874501014898128e-06,0.0002469608784556609,0.00025057711172829446,1.3659886919596924e-05,8,COPERNICUS/S5P/OFFL/L3_NO2
IGNOU_Maidan_Garhi,28.493624,77.201159,2022,1,100,0.00017485526744952132,0.00017485526744952132,0.0,0.00022140015547540297,0.00022140015547540297,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IGNOU_Maidan_Garhi,28.493624,77.201159,2022,1,250,0.00017086393879302029,0.00017485526744952132,7.215094109829187e-06,0.00022083136001889293,0.00022140015547540297,1.028207171377613e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
IGNOU_Maidan_Garhi,28.493624,77.201159,2022,1,500,0.00016728210781063896,0.00017485526744952132,1.3268514443220933e-05,0.00021812487703758195,0.00022140015547540297,1.9257521808489984e-05,4,COPERNICUS/S5P/OFFL/L3_NO2
IGNOU_Maidan_Garhi,28.493624,77.201159,2022,1,1000,0.00016360260369934575,0.00016042507922986375,2.015685882708465e-05,0.00021224222976863564,0.00021934374113263596,2.7352458553307665e-05,7,COPERNICUS/S5P/OFFL/L3_NO2
IHBAS_Dilshad_Garden,28.6811736,77.3025234,2022,1,100,0.00020210000366212063,0.00020210000366212063,0.0,0.00023923021217350413,0.00023923021217350413,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IHBAS_Dilshad_Garden,28.6811736,77.3025234,2022,1,250,0.0002028821070422093,0.00020210000366212063,1.7328292247299254e-05,0.0002450068873653387,0.00023923021217350413,2.236373303481477e-05,3,COPERNICUS/S5P/OFFL/L3_NO2
IHBAS_Dilshad_Garden,28.6811736,77.3025234,2022,1,500,0.0002116170887633104,0.00020210000366219244,2.1459620578238122e-05,0.00026234684082539444,0.000258991736981464,4.4198493900399534e-05,4,COPERNICUS/S5P/OFFL/L3_NO2
IHBAS_Dilshad_Garden,28.6811736,77.3025234,2022,1,1000,0.00021729286418091997,0.00020210000366219244,2.0117282550458288e-05,0.0002743444961635382,0.000258991736981464,3.950528780092163e-05,6,COPERNICUS/S5P/OFFL/L3_NO2
IIT_Delhi,28.54246,77.191651,2022,1,100,0.00027114924159841303,0.00027114924159841303,0.0,0.0003148127871100906,0.0003148127871100906,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IIT_Delhi,28.54246,77.191651,2022,1,250,0.0002664879522970539,0.00027114924159841303,1.3692537322742393e-05,0.00031157035288962106,0.0003148127871100906,9.524650522629312e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
IIT_Delhi,28.54246,77.191651,2022,1,500,0.0002574305045617613,0.00027114924159841303,1.3824777243086288e-05,0.00030444984720413425,0.0003148127871100906,1.4618534326132535e-05,4,COPERNICUS/S5P/OFFL/L3_NO2
IIT_Delhi,28.54246,77.191651,2022,1,1000,0.00025315398022111705,0.0002437641669532097,1.410543653399764e-05,0.0002999758193189089,0.0002957634860648323,1.3134110871536466e-05,8,COPERNICUS/S5P/OFFL/L3_NO2
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,100,0.00019984392565681718,0.00019984392565681718,0.0,0.00032122750368319356,0.00032122750368319356,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,250,0.00019984392565681718,0.00019984392565681718,0.0,0.00032122750368319356,0.00032122750368319356,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,500,0.00020572751860275463,0.00019984392565681718,2.1227096945598608e-05,0.0003234116518928873,0.00032122750368319356,2.83755325598671e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,1000,0.00021521757551509415,0.0001998439256568882,1.9275833154844856e-05,0.0003215938204577585,0.00032615213422090925,1.7487928238011527e-05,7,COPERNICUS/S5P/OFFL/L3_NO2
ITO,28.628624,77.24106,2022,1,100,0.00020398465167903465,0.00020398465167903465,0.0,0.00039632618427272177,0.00039632618427272177,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
ITO,28.628624,77.24106,2022,1,250,0.00020395829896402366,0.00020398465167903465,2.855334461282703e-07,0.000392353237542363,0.00039632618427272177,6.507649669114186e-06,3,COPERNICUS/S5P/OFFL/L3_NO2
ITO,28.628624,77.24106,2022,1,500,0.00020355581661338172,0.00020398465167903465,1.7641381428241119e-06,0.00038770206302190304,0.0003878231509587019,1.1603914571478e-05,4,COPERNICUS/S5P/OFFL/L3_NO2
ITO,28.628624,77.24106,2022,1,1000,0.00020332909494866295,0.00020398465167903465,1.7416060190960367e-06,0.0003850518170768157,0.0003878231509587019,1.4888308651512076e-05,6,COPERNICUS/S5P/OFFL/L3_NO2
JNU,28.540721,77.168544,2022,1,100,0.0001942754024638214,0.0001942754024638214,0.0,0.0002532912694730688,0.0002532912694730688,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
JNU,28.540721,77.168544,2022,1,250,0.00019071607545042432,0.0001942754024638214,6.721707066265185e-06,0.0002535915447370939,0.0002532912694730688,1.820322046696442e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
JNU,28.540721,77.168544,2022,1,500,0.00019091507954642243,0.0001942754024638214,6.721707066265185e-06,0.0002539804258166066,0.00025329126947315874,1.820322046696442e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
JNU,28.540721,77.168544,2022,1,1000,0.000190821877795964,0.0001942754024638214,1.0920621263359551e-05,0.0002546662727906106,0.00025329126947344,7.21098757005362e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
Jahangirpuri,28.73282,77.170633,2022,1,100,0.00011927095479120587,0.00011960120373126818,6.604978801245909e-07,0.0002302956792395735,0.00023029370295326747,3.952573148954479e-09,2,COPERNICUS/S5P/OFFL/L3_NO2
Jahangirpuri,28.73282,77.170633,2022,1,250,0.00011903907787584295,0.00011960120373126818,6.604978801245909e-07,0.0002302970668448522,0.00023029370295326747,3.952573148954479e-09,2,COPERNICUS/S5P/OFFL/L3_NO2
Jahangirpuri,28.73282,77.170633,2022,1,500,0.00012074539050475563,0.00011960120373126818,7.589851272653474e-06,0.00023023998104612222,0.00023029370295326747,2.461570114712862e-07,4,COPERNICUS/S5P/OFFL/L3_NO2
Jahangirpuri,28.73282,77.170633,2022,1,1000,0.0001230971513180394,0.00011960120373126818,1.1854900513871545e-05,0.00022966826076055923,0.00023029370295326747,1.753393530145434e-05,7,COPERNICUS/S5P/OFFL/L3_NO2
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,100,0.00024214863697121747,0.0002417229552519417,5.675756257087093e-07,0.00032615213422100157,0.00032615213422090925,0.0,2,COPERNICUS/S5P/OFFL/L3_NO2
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,250,0.0002422432329088343,0.0002417229552519417,5.675756257087093e-07,0.0003261521342210221,0.00032615213422090925,0.0,2,COPERNICUS/S5P/OFFL/L3_NO2
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,500,0.00023798093659212172,0.0002417229552519417,2.122709694559892e-05,0.0003261521342210423,0.00032615213422115553,0.0,4,COPERNICUS/S5P/OFFL/L3_NO2
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,1000,0.0002304057808300896,0.0002417229552519417,2.0576943050878515e-05,0.0003334696333301652,0.00032615213422115553,2.8560813347361295e-05,6,COPERNICUS/S5P/OFFL/L3_NO2
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,100,0.00020376511383808467,0.00020376511383808467,0.0,0.0003878231509589947,0.0003878231509589947,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,250,0.00020766272617728473,0.00020376511383808467,9.354269614080267e-06,0.0003817385163810486,0.0003878231509589947,1.4603122987070993e-05,2,COPERNICUS/S5P/OFFL/L3_NO2
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,500,0.00021128039647164444,0.00020376511383808467,1.5037142065125577e-05,0.0003811864982013392,0.0003878231509589947,1.6211621764626047e-05,4,COPERNICUS/S5P/OFFL/L3_NO2
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,1000,0.00021343885355117406,0.00020376511383808467,1.3755155180097502e-05,0.00038199525060594034,0.0003878231509589947,2.054329880573061e-05,6,COPERNICUS/S5P/OFFL/L3_NO2
Mandir_Marg,28.636429,77.201067,2022,1,100,0.00018655604211368092,0.00018655604211368092,0.0,0.0003878231509589947,0.0003878231509589947,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Mandir_Marg,28.636429,77.201067,2022,1,250,0.00018661551774478764,0.00018655604211368092,9.516100975547264e-08,0.00037376626427583026,0.0003878231509589947,2.2491018693062718e-05,2,COPERNICUS/S5P/OFFL/L3_NO2
Mandir_Marg,28.636429,77.201067,2022,1,500,0.00018575117453098418,0.00018655604211368092,1.2680526026960499e-05,0.00037036958069133936,0.0003878231509589947,2.0802531995865067e-05,4,COPERNICUS/S5P/OFFL/L3_NO2
Mandir_Marg,28.636429,77.201067,2022,1,1000,0.00018137996132749727,0.00018655604211368092,1.1668152343723334e-05,0.0003725730355255413,0.0003878231509589947,2.4611650321029987e-05,7,COPERNICUS/S5P/OFFL/L3_NO2
Mundka,28.684678,77.076574,2022,1,100,0.00010936195912689321,0.00010936195912689321,0.0,0.00014373511658054896,0.00014373511658054896,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Mundka,28.684678,77.076574,2022,1,250,0.00010936195912689321,0.00010936195912689321,0.0,0.00014373511658054896,0.00014373511658054896,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Mundka,28.684678,77.076574,2022,1,500,0.00011134483001068462,0.00010936195912689321,1.3880096186539786e-05,0.0001459605529297689,0.00014373511658054896,1.5578054444539594e-05,2,COPERNICUS/S5P/OFFL/L3_NO2
Mundka,28.684678,77.076574,2022,1,1000,0.00011711829908852103,0.0001096466896972844,1.2098634255738968e-05,0.00015406994303822924,0.00015169377311791731,1.214474785440437e-05,9,COPERNICUS/S5P/OFFL/L3_NO2
NSUT_Jaffarpur,28.594004,76.909423,2022,1,100,5.60345319275287e-05,5.60345319275287e-05,0.0,9.542825757218685e-05,9.542825757218685e-05,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
NSUT_Jaffarpur,28.594004,76.909423,2022,1,250,5.641035020030745e-05,5.60345319275287e-05,7.516365455572934e-07,9.577504923937405e-05,9.542825757218685e-05,6.935833343733829e-07,2,COPERNICUS/S5P/OFFL/L3_NO2
NSUT_Jaffarpur,28.594004,76.909423,2022,1,500,5.6614005912371914e-05,5.60345319275287e-05,7.516365455572934e-07,9.596297545008446e-05,9.542825757218685e-05,6.935833343733829e-07,2,COPERNICUS/S5P/OFFL/L3_NO2
NSUT_Jaffarpur,28.594004,76.909423,2022,1,1000,5.676366151586178e-05,5.7537805018643693e-05,2.3762698195327616e-06,9.531768051550949e-05,9.542825757218685e-05,1.8449247801372276e-06,7,COPERNICUS/S5P/OFFL/L3_NO2
Najafgarh,28.570173,76.933762,2022,1,100,5.700937593994839e-05,5.693717245425653e-05,8.122892140346286e-08,9.58449810341898e-05,9.489455987927727e-05,1.0692237992763234e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Najafgarh,28.570173,76.933762,2022,1,250,5.701674364257002e-05,5.693717245425653e-05,8.122892140346286e-08,9.594196278469109e-05,9.489455987927727e-05,1.0692237992763234e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Najafgarh,28.570173,76.933762,2022,1,500,5.713970334991515e-05,5.709963029706321e-05,6.818428722980352e-07,9.59286568987227e-05,9.489455987935313e-05,1.0418759529721617e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Najafgarh,28.570173,76.933762,2022,1,1000,5.7914415593104264e-05,5.709963029706321e-05,2.1415547358026406e-06,9.642351827254933e-05,9.692058212740599e-05,2.117410292425879e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
Narela,28.822836,77.101981,2022,1,100,7.345997073573638e-05,7.345997073573638e-05,0.0,0.0001248487824341697,0.0001248487824341697,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Narela,28.822836,77.101981,2022,1,250,7.330754004116812e-05,7.345997073573638e-05,7.164242644705172e-07,0.000124045976599772,0.0001248487824341697,3.773187421668907e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Narela,28.822836,77.101981,2022,1,500,7.26268256703583e-05,7.345997073573638e-05,1.8448643637655174e-06,0.00012205617780226538,0.0001248487824341697,3.3888825867695654e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Narela,28.822836,77.101981,2022,1,1000,7.132384427980611e-05,7.202712220679483e-05,4.6214300027370285e-06,0.00012026028935596545,0.0001188396033168421,3.507493940873983e-06,8,COPERNICUS/S5P/OFFL/L3_NO2
Nehru_Nagar,28.56789,77.250515,2022,1,100,0.000244621268836078,0.00024463416250904873,1.9340509511417103e-08,0.0003569111918491521,0.0003635887832975001,1.001638717252201e-05,2,COPERNICUS/S5P/OFFL/L3_NO2
Nehru_Nagar,28.56789,77.250515,2022,1,250,0.00024461650378302356,0.00024463416250904873,1.9340509511417103e-08,0.0003544433863138931,0.0003635887832975001,1.001638717252201e-05,2,COPERNICUS/S5P/OFFL/L3_NO2
Nehru_Nagar,28.56789,77.250515,2022,1,500,0.0002446115095366687,0.00024459548149033194,1.6749372559021773e-08,0.00036173467021301817,0.0003635887832975001,2.122567362404698e-05,4,COPERNICUS/S5P/OFFL/L3_NO2
Nehru_Nagar,28.56789,77.250515,2022,1,1000,0.00024501859455591227,0.00024459548149033194,6.650873420117168e-06,0.0003664047781349938,0.0003635887832975001,1.9609309031349994e-05,7,COPERNICUS/S5P/OFFL/L3_NO2
North_Campus_DU,28.6573814,77.1585447,2022,1,100,0.00016792726654349228,0.00016792726654349228,0.0,0.0003029496604529818,0.0003029496604529818,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
North_Campus_DU,28.6573814,77.1585447,2022,1,250,0.00016818156480835706,0.00016792726654349228,1.4940023060810535e-06,0.00030265104011304345,0.0003029496604529818,1.7543944971346881e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
North_Campus_DU,28.6573814,77.1585447,2022,1,500,0.00016868200913405383,0.00016792726654349228,1.4528750469215515e-06,0.0003053900726065334,0.0003029496604529818,1.5003422273142092e-05,4,COPERNICUS/S5P/OFFL/L3_NO2
North_Campus_DU,28.6573814,77.1585447,2022,1,1000,0.00016838921892133596,0.00016792726654349228,3.385038629025019e-06,0.00030751848774522757,0.0003029496604529818,2.5382324310225402e-05,8,COPERNICUS/S5P/OFFL/L3_NO2
Okhla_Phase-2,28.530785,77.271255,2022,1,100,0.0003320636169521558,0.0003320636169521558,0.0,0.0003715501225090346,0.0003715501225090346,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Okhla_Phase-2,28.530785,77.271255,2022,1,250,0.000330022144944657,0.000328131383530323,1.730155114816214e-06,0.0003613032806431269,0.0003530925459926553,8.640550306391842e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Okhla_Phase-2,28.530785,77.271255,2022,1,500,0.00032949124412929307,0.000328131383530323,1.730155114816214e-06,0.000358740486137031,0.0003530925459926553,8.640550306391842e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Okhla_Phase-2,28.530785,77.271255,2022,1,1000,0.0003292694283050069,0.000328131383530323,2.3681517018905934e-06,0.00035791906788249466,0.0003530925459926553,9.313181771033796e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
Patparganj,28.623763,77.287209,2022,1,100,0.0003548460081219276,0.0003548460081219276,0.0,0.00044471664295992494,0.00044471664295992494,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Patparganj,28.623763,77.287209,2022,1,250,0.0003548460081219276,0.0003548460081219276,0.0,0.00044471664295992494,0.00044471664295992494,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Patparganj,28.623763,77.287209,2022,1,500,0.0003548460081219059,0.0003548460081219276,4.200776087161108e-12,0.00044015583747211896,0.00044471664295992494,1.1498661751162284e-05,3,COPERNICUS/S5P/OFFL/L3_NO2
Patparganj,28.623763,77.287209,2022,1,1000,0.00034522813062417385,0.00035484600812181726,3.582068387825252e-05,0.00043214215552818055,0.00044418562040192335,1.4327502955358627e-05,8,COPERNICUS/S5P/OFFL/L3_NO2
Punjabi_Bagh,28.674045,77.131023,2022,1,100,0.0001403645104933527,0.0001403645104933527,0.0,0.00025213388638070037,0.00025213388638070037,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Punjabi_Bagh,28.674045,77.131023,2022,1,250,0.00014186950650306538,0.0001403645104933527,2.3578270818823114e-06,0.0002513182830284268,0.00025213388638070037,1.277778585223561e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
