station,latitude,longitude,year,month,buffer_m,s5p_no2_trop_mean,s5p_no2_trop_median,s5p_no2_trop_std,s5p_no2_total_mean,s5p_no2_total_median,s5p_no2_total_std,s5p_valid_obs_count,source_dataset
Patparganj,28.623763,77.287209,2022,6,100,0.00012166691885794082,0.00012166691885794082,0.0,0.00017430230218449519,0.00017430230218449519,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Patparganj,28.623763,77.287209,2022,6,250,0.00012166691885794082,0.00012166691885794082,0.0,0.00017430230218449519,0.00017430230218449519,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Patparganj,28.623763,77.287209,2022,6,500,0.00012188590876277532,0.00012166691885794082,6.915228101268865e-07,0.0001743023021844845,0.00017430230218449519,2.100388043580554e-12,3,COPERNICUS/S5P/OFFL/L3_NO2
Patparganj,28.623763,77.287209,2022,6,1000,0.00012216058638714168,0.00012166691885803809,2.1571996911151267e-06,0.00017424831544684668,0.00017430230218449519,2.1157163369101813e-06,8,COPERNICUS/S5P/OFFL/L3_NO2
Punjabi_Bagh,28.674045,77.131023,2022,6,100,9.318146218561719e-05,9.318146218561719e-05,0.0,0.0001479758285897056,0.0001479758285897056,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Punjabi_Bagh,28.674045,77.131023,2022,6,250,9.330242839393638e-05,9.318146218561719e-05,1.8951372636692342e-07,0.00014801922800877003,0.0001479758285897056,6.799242320014886e-08,2,COPERNICUS/S5P/OFFL/L3_NO2
Punjabi_Bagh,28.674045,77.131023,2022,6,500,9.333939029092281e-05,9.318146218561719e-05,1.8951372636692342e-07,0.0001480324889423731,0.0001479758285897056,6.799242320014886e-08,2,COPERNICUS/S5P/OFFL/L3_NO2
Punjabi_Bagh,28.674045,77.131023,2022,6,1000,9.274501420406018e-05,9.356048963835069e-05,3.3615790237734533e-06,0.00014826738418529764,0.0001479758285897056,1.1540001015281004e-06,7,COPERNICUS/S5P/OFFL/L3_NO2
R_K_Puram,28.563262,77.186937,2022,6,100,0.0001040765783296184,0.0001040765783296184,0.0,0.0001578209194121145,0.0001578209194121145,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
R_K_Puram,28.563262,77.186937,2022,6,250,0.0001040765783296184,0.0001040765783296184,0.0,0.0001578209194121145,0.0001578209194121145,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
R_K_Puram,28.563262,77.186937,2022,6,500,0.00010415346583908878,0.0001040765783296184,3.918139749871519e-07,0.00015780587224936547,0.0001578209194121145,7.250284332711733e-08,3,COPERNICUS/S5P/OFFL/L3_NO2
R_K_Puram,28.563262,77.186937,2022,6,1000,0.00010461160976843647,0.0001040765783296184,2.131732426540124e-06,0.00015753822579692536,0.0001578209194121145,6.229865024455325e-07,8,COPERNICUS/S5P/OFFL/L3_NO2
Rohini,28.732528,77.11992,2022,6,100,6.962687419441159e-05,6.950366654001595e-05,4.928306175841183e-07,0.0001304947400842587,0.00013038605803808554,4.3472818470052733e-07,2,COPERNICUS/S5P/OFFL/L3_NO2
Rohini,28.732528,77.11992,2022,6,250,6.987328950320289e-05,6.950366654001595e-05,4.928306175841183e-07,0.00013071210417660504,0.00013038605803808554,4.3472818470052733e-07,2,COPERNICUS/S5P/OFFL/L3_NO2
Rohini,28.732528,77.11992,2022,6,500,7.113813647495357e-05,7.048932777518111e-05,3.653532748304158e-06,0.0001319735409851457,0.0001312555144074709,3.2556756594437685e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Rohini,28.732528,77.11992,2022,6,1000,7.210222340564554e-05,7.048932777518111e-05,3.6187085571483775e-06,0.00013288466726176838,0.0001312555144074709,3.2413805813361867e-06,7,COPERNICUS/S5P/OFFL/L3_NO2
Shadipur,28.6514781,77.1473105,2022,6,100,9.68528256634772e-05,9.68528256634772e-05,0.0,0.00014842494547680164,0.00014842494547680164,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Shadipur,28.6514781,77.1473105,2022,6,250,9.707559648842761e-05,9.68528256634772e-05,7.637856855452521e-07,0.00014873396287591438,0.00014842494547680164,1.0594882255304533e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Shadipur,28.6514781,77.1473105,2022,6,500,9.753687967768198e-05,9.68528256634772e-05,8.466245170738214e-07,0.00014932868961587686,0.00014842494547680164,1.3095821565587025e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Shadipur,28.6514781,77.1473105,2022,6,1000,9.787114365398263e-05,9.838039703456566e-05,9.604299068403397e-07,0.00015014612976736285,0.00015054392192786039,1.7601672210133125e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
Sirifort,28.5504249,77.2159377,2022,6,100,0.00010164414561585317,0.00010164414561585317,0.0,0.00015787265259151076,0.00015787265259151076,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Sirifort,28.5504249,77.2159377,2022,6,250,0.00010117890862850872,0.00010164414561585317,5.631816162607266e-07,0.00015746284721047685,0.00015787265259151076,4.960801980940413e-07,2,COPERNICUS/S5P/OFFL/L3_NO2
Sirifort,28.5504249,77.2159377,2022,6,500,0.00010127277908912923,0.00010164414561585317,2.477635558921292e-06,0.00015753314718684527,0.00015787265259151076,2.563582604137131e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Sirifort,28.5504249,77.2159377,2022,6,1000,0.00010206524918546105,0.00010164414561585317,2.7912271691230043e-06,0.00015802520723856502,0.00015787265259151076,3.169499956177819e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
Sonia_Vihar,28.710508,77.249485,2022,6,100,8.815483748509951e-05,8.815483748509951e-05,0.0,0.0001412326272946779,0.0001412326272946779,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Sonia_Vihar,28.710508,77.249485,2022,6,250,8.995793679201926e-05,8.83194955393279e-05,2.468264381375086e-06,0.000143606987778949,0.0001437467228585998,2.360586291852009e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Sonia_Vihar,28.710508,77.249485,2022,6,500,9.04059714695439e-05,8.83194955393279e-05,2.468264381375086e-06,0.00014421811505419232,0.0001437467228585998,2.360586291852009e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Sonia_Vihar,28.710508,77.249485,2022,6,1000,9.054230679072014e-05,8.83194955393279e-05,2.937153931382766e-06,0.00014443528566441944,0.0001437467228585998,3.003140893460613e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
Sri_Aurobindo_Marg,28.531346,77.190156,2022,6,100,9.414038126449977e-05,9.212206693094958e-05,3.0274715003250372e-06,0.00014517008689610307,0.00014209320381380105,4.615324623452845e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Sri_Aurobindo_Marg,28.531346,77.190156,2022,6,250,9.482125984260499e-05,9.232519064779903e-05,2.8601220307149378e-06,0.00014682840724574784,0.00014656153791344772,4.258555709489901e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Sri_Aurobindo_Marg,28.531346,77.190156,2022,6,500,9.494067514809879e-05,9.232519064779903e-05,2.8601220307149378e-06,0.00014750385150406471,0.00014656153791344772,4.258555709489901e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Sri_Aurobindo_Marg,28.531346,77.190156,2022,6,1000,9.502512095427378e-05,9.232519064779903e-05,3.2591438933176604e-06,0.0001478819311398762,0.00014656153791344772,5.136218735507266e-06,5,COPERNICUS/S5P/OFFL/L3_NO2
Talkatora_Garden,28.62181,77.1944633,2022,6,100,9.922109893529978e-05,9.922109893529978e-05,0.0,0.00015254422831004365,0.00015254422831004365,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Talkatora_Garden,28.62181,77.1944633,2022,6,250,9.922109893529978e-05,9.922109893529978e-05,0.0,0.00015254422831004365,0.00015254422831004365,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Talkatora_Garden,28.62181,77.1944633,2022,6,500,9.902463156595655e-05,9.922109893529978e-05,2.878664946590467e-07,0.00015205871874095185,0.00015254422831004365,8.241593196596842e-07,3,COPERNICUS/S5P/OFFL/L3_NO2
Talkatora_Garden,28.62181,77.1944633,2022,6,1000,9.895070448396728e-05,9.90443229791625e-05,2.4801269213203283e-07,0.00015344678379288667,0.00015254422831004365,5.99476296690348e-06,7,COPERNICUS/S5P/OFFL/L3_NO2
Vivek_Vihar,28.672342,77.31526,2022,6,100,0.00010184640500414651,0.00010184640500414651,0.0,0.00015575829050642584,0.00015575829050642584,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Vivek_Vihar,28.672342,77.31526,2022,6,250,0.00010184640500414651,0.00010184640500414651,0.0,0.00015575829050642584,0.00015575829050642584,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Vivek_Vihar,28.672342,77.31526,2022,6,500,0.00010431213698175848,0.00010184640500414651,4.796493395882654e-06,0.00015830602881543142,0.00015575829050642584,5.31958862875391e-06,3,COPERNICUS/S5P/OFFL/L3_NO2
Vivek_Vihar,28.672342,77.31526,2022,6,1000,0.00010588213162661138,0.00010184640500414651,6.7668716705651754e-06,0.0001602568195711959,0.00015575829050642584,7.192616836357502e-06,7,COPERNICUS/S5P/OFFL/L3_NO2
Wazirpur,28.699793,77.165453,2022,6,100,9.862345094901524e-05,9.862345094901524e-05,0.0,0.0001502836821601828,0.0001502836821601828,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Wazirpur,28.699793,77.165453,2022,6,250,9.670770164863238e-05,9.862345094901524e-05,2.63415528802632e-06,0.00014942901378330538,0.0001502836821601828,1.1751690182070274e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Wazirpur,28.699793,77.165453,2022,6,500,9.629491588777641e-05,9.862345094901524e-05,2.63415528802632e-06,0.00014924485871867438,0.0001502836821601828,1.1751690182070274e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Wazirpur,28.699793,77.165453,2022,6,1000,9.661540015105755e-05,9.862345094901524e-05,2.3858160995701296e-06,0.00014964693133022564,0.0001502836821601828,1.4525784168875234e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
Alipur,28.815329,77.15301,2022,7,100,6.31897654652305e-05,6.31897654652305e-05,0.0,0.00010764848919484577,0.00010764848919484577,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Alipur,28.815329,77.15301,2022,7,250,6.31897654652305e-05,6.31897654652305e-05,0.0,0.00010764848919484577,0.00010764848919484577,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Alipur,28.815329,77.15301,2022,7,500,6.350678402957782e-05,6.31897654652305e-05,8.438288256891644e-07,0.00010870717053319992,0.00010764848919484577,2.8179606212074597e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Alipur,28.815329,77.15301,2022,7,1000,6.364588800567047e-05,6.31897654652305e-05,3.7441683069070335e-06,0.00010930745431430253,0.00010764848919484577,3.88093620622052e-06,9,COPERNICUS/S5P/OFFL/L3_NO2
Anand_Vihar,28.647622,77.315809,2022,7,100,0.00010881925845746454,0.00010881925845746454,0.0,0.00015542568871744166,0.00015542568871744166,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Anand_Vihar,28.647622,77.315809,2022,7,250,0.00010881925845746454,0.00010881925845746454,0.0,0.00015542568871744166,0.00015542568871744166,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Anand_Vihar,28.647622,77.315809,2022,7,500,0.00010947075571485842,0.00010881925845746454,2.7154085285914042e-06,0.00015549503557680847,0.00015542568871744166,3.6413941953048195e-07,3,COPERNICUS/S5P/OFFL/L3_NO2
Anand_Vihar,28.647622,77.315809,2022,7,1000,0.00010972085831980545,0.00010881925845746454,2.283940894630503e-06,0.0001551332365233827,0.00015542568871744166,1.3498038346201189e-06,7,COPERNICUS/S5P/OFFL/L3_NO2
Ashok_Vihar,28.695381,77.181665,2022,7,100,0.00011660788118825292,0.00011660788118825292,0.0,0.00014286832073340678,0.00014286832073340678,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Ashok_Vihar,28.695381,77.181665,2022,7,250,0.00011854120299904214,0.00011660788118825292,5.67913281919333e-06,0.00014292757677903376,0.00014286832073340678,1.740646340366361e-07,2,COPERNICUS/S5P/OFFL/L3_NO2
Ashok_Vihar,28.695381,77.181665,2022,7,500,0.0001204358049669357,0.00011660788118825292,5.67913281919333e-06,0.00014298564606684088,0.00014286832073340678,1.740646340366361e-07,2,COPERNICUS/S5P/OFFL/L3_NO2
Ashok_Vihar,28.695381,77.181665,2022,7,1000,0.00012068801344488131,0.00011882790359625811,9.195474978594639e-06,0.00014280747794560633,0.00014286832073340678,8.821025778782749e-07,7,COPERNICUS/S5P/OFFL/L3_NO2
Aya_Nagar,28.4706914,77.1099364,2022,7,100,4.990411289088093e-05,4.990411306878231e-05,6.431098710768743e-13,0.00010238426859793289,0.00010264703881802793,3.941553301441518e-07,2,COPERNICUS/S5P/OFFL/L3_NO2
Aya_Nagar,28.4706914,77.1099364,2022,7,250,4.957236150929519e-05,4.990411253507818e-05,8.439802660340614e-07,0.00010147005824692401,0.00010185872815774279,1.710538524669695e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Aya_Nagar,28.4706914,77.1099364,2022,7,500,4.941742031028345e-05,4.990411253507818e-05,8.439802660340614e-07,0.00010110273120353261,0.00010185872815774279,1.710538524669695e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Aya_Nagar,28.4706914,77.1099364,2022,7,1000,4.937206877148936e-05,4.990411253507818e-05,1.9728682026709588e-06,0.00010095709877602836,0.00010185872815774279,2.547782669559905e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
Bawana,28.7762,77.051074,2022,7,100,7.757785600939455e-05,7.757785600939455e-05,0.0,0.00013623684935741928,0.00013623684935741928,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Bawana,28.7762,77.051074,2022,7,250,7.909286754606337e-05,7.757785600939455e-05,2.5430550794086663e-06,0.00013522020487882172,0.00013623684935741928,1.7065103747891643e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Bawana,28.7762,77.051074,2022,7,500,7.96688124080192e-05,7.757785600939455e-05,2.5430550794086663e-06,0.00013483371860481517,0.00013623684935741928,1.7065103747891643e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Bawana,28.7762,77.051074,2022,7,1000,7.8426933002428e-05,7.757785600939455e-05,4.320796498810592e-06,0.00013443822984300784,0.00013335565535077212,2.3198031789843625e-06,7,COPERNICUS/S5P/OFFL/L3_NO2
Burari_Crossing,28.7256504,77.2011573,2022,7,100,0.00010943201050398781,0.00010943201050398781,0.0,0.0001332901881974245,0.0001332901881974245,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Burari_Crossing,28.7256504,77.2011573,2022,7,250,0.00010943201050398781,0.00010943201050398781,0.0,0.0001346161376368123,0.0001332901881974245,2.1419183251643338e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Burari_Crossing,28.7256504,77.2011573,2022,7,500,0.00010943201050398781,0.00010943201050398781,0.0,0.0001350130355459267,0.0001332901881974245,2.1419183251643338e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Burari_Crossing,28.7256504,77.2011573,2022,7,1000,0.00010943119989139966,0.00010943201050398781,1.5993796018133975e-08,0.00013522173120348268,0.00013494253502632395,2.4209369849155154e-06,7,COPERNICUS/S5P/OFFL/L3_NO2
Chandni_Chowk,28.656756,77.227234,2022,7,100,0.00011193013973267569,0.00011193013973267569,0.0,0.00015141665169994735,0.00015141665169994735,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Chandni_Chowk,28.656756,77.227234,2022,7,250,0.00011193013973267569,0.00011193013973267569,0.0,0.00015141665169994735,0.00015141665169994735,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Chandni_Chowk,28.656756,77.227234,2022,7,500,0.00011089407554832485,0.00011193013973267569,4.92310238136134e-06,0.00014973422296494653,0.00015141665169994735,3.915771607603928e-06,3,COPERNICUS/S5P/OFFL/L3_NO2
Chandni_Chowk,28.656756,77.227234,2022,7,1000,0.0001087580070266954,0.00011054387920708053,5.195079686957035e-06,0.00014615479051170377,0.00014655225095343988,4.076745556316598e-06,8,COPERNICUS/S5P/OFFL/L3_NO2
Commonwealth_Sports_Complex,28.615828,77.271992,2022,7,100,8.291853737321642e-05,8.291853737321642e-05,0.0,0.00014216941264007558,0.00014216941264007558,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Commonwealth_Sports_Complex,28.615828,77.271992,2022,7,250,8.25692493459653e-05,8.291853737321642e-05,1.2516154309828581e-06,0.00014103600258745432,0.00014216941264007558,4.061386021892889e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Commonwealth_Sports_Complex,28.615828,77.271992,2022,7,500,8.216620022890961e-05,8.291853737321642e-05,1.2516154309828581e-06,0.0001397281423536919,0.00014216941264007558,4.061386021892889e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Commonwealth_Sports_Complex,28.615828,77.271992,2022,7,1000,8.40832746771131e-05,8.291853737321642e-05,6.868844728685858e-06,0.00013878706037537007,0.0001414067883160236,5.91087334105987e-06,7,COPERNICUS/S5P/OFFL/L3_NO2
DTU,28.7500499,77.1112615,2022,7,100,0.00010623309850393344,0.00010872414407842584,2.8024262713035683e-06,0.00013710195241022926,0.00014225507661891562,5.797264734772084e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
DTU,28.7500499,77.1112615,2022,7,250,0.00010394474328697217,0.00010311929153581796,4.664233841979331e-06,0.0001374155334436461,0.00014225507661891562,5.321869455710422e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
DTU,28.7500499,77.1112615,2022,7,500,0.00010290809768069135,0.00010311929153581796,4.664233841979331e-06,0.00013768657311527568,0.00014225507661891562,5.321869455710422e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
DTU,28.7500499,77.1112615,2022,7,1000,0.00010215364082445315,0.00010311929153581796,4.4860365678611785e-06,0.00013763272483822297,0.00013744301523585918,4.370813438917697e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
Dr._Karni_Singh_Shooting_Range,28.498571,77.26484,2022,7,100,5.5752000088623334e-05,5.5752000088623334e-05,0.0,0.00010855978640781672,0.00010855978640781672,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Dr._Karni_Singh_Shooting_Range,28.498571,77.26484,2022,7,250,5.6063416391113194e-05,5.5752000088623334e-05,2.3356222686739587e-06,0.00010859435718023447,0.00010855978640781672,2.592807931321661e-07,2,COPERNICUS/S5P/OFFL/L3_NO2
Dr._Karni_Singh_Shooting_Range,28.498571,77.26484,2022,7,500,5.697045642709642e-05,5.5752000088623334e-05,2.825686007429367e-06,0.00010864816194277444,0.00010855978640781672,1.2496852797265789e-06,3,COPERNICUS/S5P/OFFL/L3_NO2
Dr._Karni_Singh_Shooting_Range,28.498571,77.26484,2022,7,1000,5.8568413943752375e-05,5.747180538258461e-05,4.743936120273199e-06,0.00010929436998760539,0.00010907834799408292,2.6578108193138407e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
Dwarka-Sector_8,28.5710274,77.0719006,2022,7,100,8.863578679269954e-05,8.863578679269954e-05,0.0,0.00013880777987656137,0.00013880777987656137,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
Dwarka-Sector_8,28.5710274,77.0719006,2022,7,250,8.313802663363089e-05,8.863578679269954e-05,6.09993788699435e-06,0.00013264500206225174,0.00013880777987656137,7.312781870487415e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Dwarka-Sector_8,28.5710274,77.0719006,2022,7,500,8.128759773568646e-05,8.353828308366136e-05,6.09993788699435e-06,0.00013077562959405275,0.0001322890446743527,7.312781870487415e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Dwarka-Sector_8,28.5710274,77.0719006,2022,7,1000,8.085870242177856e-05,8.353828308366136e-05,6.498383608034747e-06,0.00013003740544592705,0.0001322890446743527,7.114424383535722e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
IGI_Airport_(T3),28.5627763,77.1180053,2022,7,100,7.155803541530876e-05,7.155803541530876e-05,0.0,0.00011963104043379431,0.00011963104043379431,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IGI_Airport_(T3),28.5627763,77.1180053,2022,7,250,7.155803541530876e-05,7.155803541530876e-05,0.0,0.00011963104043379431,0.00011963104043379431,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IGI_Airport_(T3),28.5627763,77.1180053,2022,7,500,7.129552668674158e-05,7.155803541530876e-05,1.3198483148443463e-06,0.00011990692108954216,0.00011963104043379431,5.939808121136922e-07,4,COPERNICUS/S5P/OFFL/L3_NO2
IGI_Airport_(T3),28.5627763,77.1180053,2022,7,1000,7.118770116534415e-05,7.155803541530876e-05,1.7901960934213353e-06,0.00011992109326222369,0.0001196310404338368,4.701861069510542e-06,8,COPERNICUS/S5P/OFFL/L3_NO2
IGNOU_Maidan_Garhi,28.493624,77.201159,2022,7,100,4.96554768292815e-05,4.96554768292815e-05,0.0,0.0001017407848242927,0.0001017407848242927,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IGNOU_Maidan_Garhi,28.493624,77.201159,2022,7,250,4.963174384068716e-05,4.96554768292815e-05,4.290194092212585e-08,0.00010147642700865554,0.0001017407848242927,4.778775898053832e-07,2,COPERNICUS/S5P/OFFL/L3_NO2
IGNOU_Maidan_Garhi,28.493624,77.201159,2022,7,500,4.93769541729578e-05,4.96554768292815e-05,1.975831367555695e-06,0.0001013354129753871,0.0001017407848242927,1.096921438979812e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
IGNOU_Maidan_Garhi,28.493624,77.201159,2022,7,1000,4.897574283014942e-05,4.9569672947440434e-05,3.109076126196372e-06,0.0001015329183845372,0.0001017407848242927,1.4400075313216621e-06,7,COPERNICUS/S5P/OFFL/L3_NO2
IHBAS_Dilshad_Garden,28.6811736,77.3025234,2022,7,100,0.00010677644811780753,0.00010677644811780753,0.0,0.00013805606354330867,0.00013805606354330867,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IHBAS_Dilshad_Garden,28.6811736,77.3025234,2022,7,250,0.00010786526653173577,0.00010677644811780753,2.0103234263083163e-06,0.00013863647083429086,0.00013805606354330867,9.977778588507088e-07,3,COPERNICUS/S5P/OFFL/L3_NO2
IHBAS_Dilshad_Garden,28.6811736,77.3025234,2022,7,500,0.00010903830329267481,0.00011104098666687457,1.8465997729229183e-06,0.00013919184596135906,0.00013989727449375194,9.234203807243282e-07,4,COPERNICUS/S5P/OFFL/L3_NO2
IHBAS_Dilshad_Garden,28.6811736,77.3025234,2022,7,1000,0.00010929834943975115,0.00011104098666687457,2.6034972816597577e-06,0.00013894626213297113,0.00013989727449375194,3.886386148272211e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
IIT_Delhi,28.54246,77.191651,2022,7,100,7.31547042960544e-05,7.31547042960544e-05,0.0,0.0001182316589589488,0.0001182316589589488,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IIT_Delhi,28.54246,77.191651,2022,7,250,7.249848041536286e-05,7.31547042960544e-05,1.927657649531411e-06,0.0001179791487685384,0.0001182316589589488,7.417486843310756e-07,2,COPERNICUS/S5P/OFFL/L3_NO2
IIT_Delhi,28.54246,77.191651,2022,7,500,7.165541501309337e-05,7.31547042960544e-05,3.196658573851949e-06,0.00011752692868042287,0.0001182316589589488,2.2599950372344863e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
IIT_Delhi,28.54246,77.191651,2022,7,1000,7.136295176788088e-05,7.31547042960544e-05,6.991054071952104e-06,0.00011770035538295379,0.00011823152453879571,7.232549714760564e-06,8,COPERNICUS/S5P/OFFL/L3_NO2
IMD_Lodhi_Road,28.5918245,77.2273074,2022,7,100,8.539977716284847e-05,8.539977716284847e-05,0.0,0.00014213891699914886,0.00014213891699914886,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IMD_Lodhi_Road,28.5918245,77.2273074,2022,7,250,8.539977716284847e-05,8.539977716284847e-05,0.0,0.00014213891699914886,0.00014213891699914886,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
IMD_Lodhi_Road,28.5918245,77.2273074,2022,7,500,8.765766004135205e-05,8.539977716284847e-05,3.765528049964521e-06,0.00014126574747412625,0.00014213891699914886,2.9891509765967327e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
IMD_Lodhi_Road,28.5918245,77.2273074,2022,7,1000,8.848017198943912e-05,8.551969578565901e-05,3.2762480511307717e-06,0.00014024545055637633,0.00014213891699914886,2.5689732244569774e-06,7,COPERNICUS/S5P/OFFL/L3_NO2
ITO,28.628624,77.24106,2022,7,100,8.277123561128047e-05,8.277123561128047e-05,0.0,0.00013209117605582262,0.00013209117605582262,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
ITO,28.628624,77.24106,2022,7,250,8.277123561127009e-05,8.277123561128047e-05,0.0,0.00013197307081373676,0.00013209117605582262,6.402664679800928e-07,3,COPERNICUS/S5P/OFFL/L3_NO2
ITO,28.628624,77.24106,2022,7,500,8.281466704842958e-05,8.277123561128047e-05,1.7019759377526822e-07,0.00013172348376903534,0.00013209117605578156,6.791051418864367e-07,4,COPERNICUS/S5P/OFFL/L3_NO2
ITO,28.628624,77.24106,2022,7,1000,8.284742512583562e-05,8.277123561128047e-05,1.760039224959873e-07,0.00013157535916974596,0.00013209117605578156,1.0956120971890583e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
JNU,28.540721,77.168544,2022,7,100,6.3381872186756e-05,6.3381872186756e-05,0.0,0.00011340439515504988,0.00011340439515504988,0.0,1,COPERNICUS/S5P/OFFL/L3_NO2
JNU,28.540721,77.168544,2022,7,250,6.318986446357406e-05,6.3381872186756e-05,3.02771820397791e-06,0.00011261390267803551,0.00011340439515504988,1.7465818818902977e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
JNU,28.540721,77.168544,2022,7,500,6.389035629613086e-05,6.3381872186756e-05,3.02771820397791e-06,0.00011272115500647945,0.00011340439515504988,1.7465818818902977e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
JNU,28.540721,77.168544,2022,7,1000,6.425068246554415e-05,6.3381872186756e-05,3.0929127112500193e-06,0.00011271429086807217,0.00011296854791002375,2.8014922776906135e-06,6,COPERNICUS/S5P/OFFL/L3_NO2
Jahangirpuri,28.73282,77.170633,2022,7,100,0.00011017470602944389,0.00010936218045601671,1.6250511468540745e-06,0.00014654611004517282,0.0001465461100452135,2.5724394843074972e-12,2,COPERNICUS/S5P/OFFL/L3_NO2
Jahangirpuri,28.73282,77.170633,2022,7,250,0.0001107452027086587,0.00010936218045601671,1.6250511468540745e-06,0.00014654611004514425,0.0001465461100452135,2.5724394843074972e-12,2,COPERNICUS/S5P/OFFL/L3_NO2
Jahangirpuri,28.73282,77.170633,2022,7,500,0.00011038577837667448,0.00010936218045601671,4.019354180491477e-06,0.00014624816485983374,0.0001465461100450508,1.280499746901063e-06,4,COPERNICUS/S5P/OFFL/L3_NO2
Jahangirpuri,28.73282,77.170633,2022,7,1000,0.00010875740057222599,0.00010936218045601671,9.804278568090573e-06,0.00014532040915258922,0.0001465461100450508,4.837677544853232e-06,7,COPERNICUS/S5P/OFFL/L3_NO2
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,7,100,8.76290073392602e-05,9.049302752824398e-05,3.818693585311665e-06,0.0001374817246982563,0.00013832205149804912,1.1204357330571097e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,7,250,8.699255840837493e-05,9.049302752824398e-05,3.818693585311665e-06,0.00013729498540941343,0.00013832205149804912,1.1204357330571097e-06,2,COPERNICUS/S5P/OFFL/L3_NO2
