country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","04-08-2026 05:00:00",25.265194,87.012947,CO,22,32,29
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","04-08-2026 05:00:00",25.7808257,84.7446768,PM2.5,71,77,74
India,"Andhra Pradesh",Kadapa,"Yerramukkapalli, Kadapa - APPCB","04-08-2026 05:00:00",14.465052,78.824187,OZONE,36,36,36
India,"Andhra Pradesh",Kakinada,"Rama Rao Peta, Kakinada - APPCB","04-08-2026 05:00:00",16.962488,82.229513,NO2,24,60,38
India,"Andhra Pradesh",Kakinada,"Rama Rao Peta, Kakinada - APPCB","04-08-2026 05:00:00",16.962488,82.229513,NH3,5,13,7
India,"Andhra Pradesh",Kurnool,"Sita Rama Nagar, Kurnool - APPCB","04-08-2026 05:00:00",15.83411,78.028546,PM2.5,9,33,22
India,"Andhra Pradesh",Kurnool,"Sita Rama Nagar, Kurnool - APPCB","04-08-2026 05:00:00",15.83411,78.028546,CO,5,11,8
India,"Andhra Pradesh",Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","04-08-2026 05:00:00",16.186555,81.13219,PM2.5,54,326,81
India,"Andhra Pradesh",Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","04-08-2026 05:00:00",16.186555,81.13219,SO2,13,24,20
India,"Andhra Pradesh",Nellore,"Ambedkar Nagar, Nellore - APPCB ","04-08-2026 05:00:00",14.438164,79.966814,PM2.5,54,78,63
India,"Andhra Pradesh",Nellore,"Ambedkar Nagar, Nellore - APPCB ","04-08-2026 05:00:00",14.438164,79.966814,NO2,25,33,29
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","04-08-2026 05:00:00",24.762518,84.982348,NO2,23,31,27
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","04-08-2026 05:00:00",24.762518,84.982348,NH3,6,7,6
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","04-08-2026 05:00:00",24.762518,84.982348,CO,18,30,22
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","04-08-2026 05:00:00",24.7955,84.9994,NH3,NA,NA,NA
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","04-08-2026 05:00:00",24.7955,84.9994,CO,12,12,12
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","04-08-2026 05:00:00",24.792403,84.992416,NH3,0,2,1
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","04-08-2026 05:00:00",24.792403,84.992416,SO2,31,44,38
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","04-08-2026 05:00:00",26.0881305,87.93840336,PM2.5,30,120,47
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","04-08-2026 05:00:00",26.0881305,87.93840336,NO2,7,8,7
India,Bihar,Munger,"Town Hall, Munger - BSPCB","04-08-2026 05:00:00",25.376776,86.471523,PM2.5,2,97,48
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","04-08-2026 05:00:00",26.1875,91.744194,PM10,0,50,22
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","04-08-2026 05:00:00",26.1875,91.744194,NO2,0,1,0
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","04-08-2026 05:00:00",26.1875,91.744194,NH3,1,1,1
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","04-08-2026 05:00:00",26.181742,91.78063,NO2,3,4,3
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","04-08-2026 05:00:00",26.181742,91.78063,OZONE,170,316,288
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","04-08-2026 05:00:00",26.349082,92.68449,PM2.5,41,92,60
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","04-08-2026 05:00:00",26.349082,92.68449,OZONE,2,13,9
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","04-08-2026 05:00:00",26.446912,91.439057,OZONE,19,19,19
India,Assam,Silchar,"Tarapur, Silchar - PCBA","04-08-2026 05:00:00",24.82827,92.79525,PM2.5,36,36,36
India,Assam,Silchar,"Tarapur, Silchar - PCBA","04-08-2026 05:00:00",24.82827,92.79525,NH3,1,1,1
India,"Andhra Pradesh",Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","04-08-2026 05:00:00",16.554731,80.64911,CO,19,22,21
India,"Andhra Pradesh",Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","04-08-2026 05:00:00",17.72,83.3,PM2.5,12,151,52
India,Assam,Guwahati,"IITG, Guwahati - PCBA","04-08-2026 05:00:00",26.2028636,91.70046436,PM2.5,NA,NA,NA
India,Assam,Guwahati,"IITG, Guwahati - PCBA","04-08-2026 05:00:00",26.2028636,91.70046436,NH3,5,5,5
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","04-08-2026 05:00:00",26.10887,91.589544,PM2.5,17,78,48
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","04-08-2026 05:00:00",26.10887,91.589544,NH3,3,4,4
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","04-08-2026 05:00:00",26.10887,91.589544,SO2,9,17,13
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","04-08-2026 05:00:00",26.10887,91.589544,CO,28,41,34
India,"Andhra Pradesh",Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","04-08-2026 05:00:00",16.9872867,81.7363176,CO,17,43,26
India,"Andhra Pradesh",Tirumala,"Toll Gate, Tirumala - APPCB","04-08-2026 05:00:00",13.67,79.35,SO2,4,8,6
India,"Andhra Pradesh",Tirupati,"Vaikuntapuram, Tirupati - APPCB","04-08-2026 05:00:00",13.615387,79.40923,PM10,55,78,66
India,"Andhra Pradesh",Vijayawada,"HB Colony, Vijayawada - APPCB","04-08-2026 05:00:00",16.536107,80.594233,OZONE,23,23,23
India,"Andhra Pradesh",Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","04-08-2026 05:00:00",16.554731,80.64911,PM2.5,45,72,53
India,"Andhra Pradesh",Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","04-08-2026 05:00:00",16.554731,80.64911,PM10,46,76,54
India,"Andhra Pradesh",Anantapur,"Gulzarpet, Anantapur - APPCB","04-08-2026 05:00:00",14.675886,77.593027,OZONE,33,33,33
India,"Andhra Pradesh",Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","04-08-2026 05:00:00",13.20488,79.097889,NO2,25,33,28
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","04-08-2026 05:00:00",16.316553,80.413302,NH3,4,15,6
India,"Andhra Pradesh",Kadapa,"Yerramukkapalli, Kadapa - APPCB","04-08-2026 05:00:00",14.465052,78.824187,SO2,8,18,10
India,"Andhra Pradesh",Anantapur,"Gulzarpet, Anantapur - APPCB","04-08-2026 05:00:00",14.675886,77.593027,NH3,3,6,4
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","04-08-2026 05:00:00",21.185571,81.343175,SO2,9,11,10
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","04-08-2026 05:00:00",21.194815,81.31477,NH3,2,3,3
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","04-08-2026 05:00:00",21.194815,81.31477,CO,9,11,10
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","04-08-2026 05:00:00",21.224231,81.40835,SO2,7,13,9
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","04-08-2026 05:00:00",21.224231,81.40835,CO,11,24,15
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","04-08-2026 05:00:00",22.08815,82.13737,PM2.5,7,41,24
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","04-08-2026 05:00:00",22.08815,82.13737,NO2,16,20,18
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","04-08-2026 05:00:00",22.08815,82.13737,NH3,NA,NA,NA
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","04-08-2026 05:00:00",22.348441,82.549611,PM10,8,48,29
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","04-08-2026 05:00:00",22.348441,82.549611,SO2,10,13,11
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","04-08-2026 05:00:00",22.368195,82.746431,PM10,4,40,23
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","04-08-2026 05:00:00",22.12665,83.483212,PM10,15,121,53
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","04-08-2026 05:00:00",22.12665,83.483212,CO,19,27,23
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","04-08-2026 05:00:00",22.12665,83.483212,OZONE,4,8,6
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","04-08-2026 05:00:00",22.1910172,83.5197009,NH3,1,2,1
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","04-08-2026 05:00:00",28.563262,77.186937,NH3,4,8,6
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","04-08-2026 05:00:00",28.563262,77.186937,SO2,4,6,5
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","04-08-2026 05:00:00",28.54246,77.191651,NO2,2,40,17
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","04-08-2026 05:00:00",28.54246,77.191651,SO2,NA,NA,NA
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","04-08-2026 05:00:00",28.498571,77.26484,NH3,2,11,6
India,Delhi,Delhi,"DTU, Delhi - CPCB","04-08-2026 05:00:00",28.7500499,77.1112615,NO2,14,28,17
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","04-08-2026 05:00:00",28.647622,77.315809,PM10,45,206,127
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","04-08-2026 05:00:00",28.647622,77.315809,NO2,7,102,24
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","04-08-2026 05:00:00",28.695381,77.181665,PM10,63,116,95
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","04-08-2026 05:00:00",28.695381,77.181665,NO2,11,46,24
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","04-08-2026 05:00:00",28.695381,77.181665,NH3,6,13,8
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","04-08-2026 05:00:00",28.695381,77.181665,CO,49,83,64
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","04-08-2026 05:00:00",28.695381,77.181665,OZONE,8,9,8
India,Delhi,Delhi,"Mundka, Delhi - DPCC","04-08-2026 05:00:00",28.684678,77.076574,PM2.5,15,57,36
India,Delhi,Delhi,"Mundka, Delhi - DPCC","04-08-2026 05:00:00",28.684678,77.076574,NO2,51,98,80
India,Delhi,Delhi,"Mundka, Delhi - DPCC","04-08-2026 05:00:00",28.684678,77.076574,NH3,8,11,9
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","04-08-2026 05:00:00",28.672342,77.31526,PM10,26,95,62
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","04-08-2026 05:00:00",28.530785,77.271255,PM10,35,105,59
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","04-08-2026 05:00:00",28.530785,77.271255,NH3,5,7,6
India,Delhi,Delhi,"Bawana, Delhi - DPCC","04-08-2026 05:00:00",28.7762,77.051074,PM2.5,13,70,38
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","04-08-2026 05:00:00",28.710508,77.249485,NO2,29,62,39
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","04-08-2026 05:00:00",28.710508,77.249485,NH3,12,20,14
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","04-08-2026 05:00:00",28.710508,77.249485,CO,57,103,78
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","04-08-2026 05:00:00",28.611281,77.237738,NH3,5,77,21
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC","04-08-2026 05:00:00",28.594169,77.1251,NH3,1,3,2
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC","04-08-2026 05:00:00",28.594169,77.1251,CO,23,56,40
India,Delhi,Delhi,"Narela, Delhi - DPCC","04-08-2026 05:00:00",28.822836,77.101981,NH3,4,17,9
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","04-08-2026 05:00:00",23.076793,72.627874,SO2,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","04-08-2026 05:00:00",22.1910172,83.5197009,OZONE,4,11,7
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","04-08-2026 05:00:00",21.237755,81.705301,NH3,2,5,3
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","04-08-2026 05:00:00",21.371751,81.664929,NO2,13,32,22
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","04-08-2026 05:00:00",21.219665,81.630094,NO2,3,10,7
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","04-08-2026 05:00:00",21.219665,81.630094,OZONE,6,9,8
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","04-08-2026 05:00:00",21.258815,81.578979,PM2.5,10,25,18
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","04-08-2026 05:00:00",21.258815,81.578979,PM10,14,44,30
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","04-08-2026 05:00:00",21.258815,81.578979,NO2,0,4,2
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","04-08-2026 05:00:00",21.258815,81.578979,NH3,4,4,4
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","04-08-2026 05:00:00",21.258815,81.578979,SO2,4,7,5
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","04-08-2026 05:00:00",21.258815,81.578979,CO,16,23,19
India,Delhi,Delhi,"ITO, Delhi - CPCB","04-08-2026 05:00:00",28.628624,77.24106,PM10,41,72,59
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","04-08-2026 05:00:00",28.7256504,77.2011573,PM2.5,4,71,38
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","04-08-2026 05:00:00",28.7256504,77.2011573,PM10,17,73,51
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","04-08-2026 05:00:00",28.7256504,77.2011573,SO2,NA,NA,NA
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","04-08-2026 05:00:00",28.7256504,77.2011573,OZONE,7,10,9
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM","04-08-2026 05:00:00",28.5918245,77.2273074,PM10,6,94,57
India,Delhi,Delhi,"JNU, Delhi - DPCC","04-08-2026 05:00:00",28.540721,77.168544,PM10,14,72,45
India,Delhi,Delhi,"JNU, Delhi - DPCC","04-08-2026 05:00:00",28.540721,77.168544,SO2,2,4,3
India,Delhi,Delhi,"JNU, Delhi - DPCC","04-08-2026 05:00:00",28.540721,77.168544,OZONE,9,12,11
India,Delhi,Delhi,"Alipur, Delhi - DPCC","04-08-2026 05:00:00",28.815329,77.15301,SO2,4,6,5
India,Delhi,Delhi,"Alipur, Delhi - DPCC","04-08-2026 05:00:00",28.815329,77.15301,CO,25,41,33
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM","04-08-2026 05:00:00",28.6573814,77.1585447,NH3,NA,NA,NA
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM","04-08-2026 05:00:00",28.6573814,77.1585447,OZONE,4,20,10
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","04-08-2026 05:00:00",23.016834,72.625775,PM10,64,104,89
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","04-08-2026 05:00:00",23.107969,72.574648,NH3,15,19,17
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","04-08-2026 05:00:00",23.107969,72.574648,OZONE,0,9,4
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","04-08-2026 05:00:00",22.977134,72.553024,CO,4,106,43
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","04-08-2026 05:00:00",23.023389,72.515201,PM10,59,105,84
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","04-08-2026 05:00:00",23.020509,72.579261,OZONE,7,8,7
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","04-08-2026 05:00:00",21.613267,73.010555,NH3,5,6,5
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","04-08-2026 05:00:00",21.755417,72.139056,PM2.5,29,52,39
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","04-08-2026 05:00:00",21.755417,72.139056,PM10,32,73,56
India,Delhi,Delhi,"Mundka, Delhi - DPCC","04-08-2026 05:00:00",28.684678,77.076574,CO,36,55,47
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","04-08-2026 05:00:00",28.570173,76.933762,CO,15,26,20
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","04-08-2026 05:00:00",28.58028,77.233829,CO,20,56,35
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","04-08-2026 05:00:00",28.623763,77.287209,SO2,1,7,3
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","04-08-2026 05:00:00",28.56789,77.250515,CO,14,81,46
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","04-08-2026 05:00:00",28.73282,77.170633,CO,46,74,60
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","04-08-2026 05:00:00",28.73282,77.170633,OZONE,6,14,9
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","04-08-2026 05:00:00",28.594004,76.909423,PM2.5,27,77,50
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","04-08-2026 05:00:00",28.674045,77.131023,PM10,24,103,72
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","04-08-2026 05:00:00",28.6514781,77.1473105,OZONE,15,28,22
India,Delhi,Delhi,"Pusa, Delhi - DPCC","04-08-2026 05:00:00",28.639652,77.146275,OZONE,1,2,1
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","04-08-2026 05:00:00",28.5504249,77.2159377,PM2.5,36,90,59
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","04-08-2026 05:00:00",28.656756,77.227234,NO2,12,37,19
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","04-08-2026 05:00:00",28.615828,77.271992,NO2,0,4,3
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","04-08-2026 05:00:00",28.615828,77.271992,CO,42,69,50
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","04-08-2026 05:00:00",28.62181,77.1944633,NO2,12,29,19
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM","04-08-2026 05:00:00",28.4706914,77.1099364,CO,31,37,34
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM","04-08-2026 05:00:00",28.5512005,77.2735737,NH3,NA,NA,NA
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","04-08-2026 05:00:00",29.6953,77.0027,SO2,12,13,13
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","04-08-2026 05:00:00",27.9002,76.9938,PM2.5,62,72,68
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","04-08-2026 05:00:00",27.9002,76.9938,PM10,91,103,99
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","04-08-2026 05:00:00",27.9002,76.9938,NH3,7,8,8
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","04-08-2026 05:00:00",27.9002,76.9938,OZONE,47,49,48
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","04-08-2026 05:00:00",28.360699,76.93609,NH3,6,14,11
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","04-08-2026 05:00:00",28.360699,76.93609,SO2,4,12,8
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","04-08-2026 05:00:00",28.360699,76.93609,CO,14,17,16
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","04-08-2026 05:00:00",28.060249,76.113115,NO2,25,26,25
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","04-08-2026 05:00:00",28.060249,76.113115,OZONE,4,6,5
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","04-08-2026 05:00:00",28.1485564,77.3320667,OZONE,10,10,10
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","04-08-2026 05:00:00",28.3153,76.9143,NH3,1,4,1
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","04-08-2026 05:00:00",28.3153,76.9143,SO2,5,9,7
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","04-08-2026 05:00:00",30.7057778,76.8531805555555,OZONE,35,42,38
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","04-08-2026 05:00:00",29.432304,76.972765,NO2,5,9,7
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","04-08-2026 05:00:00",12.938539,77.5901,SO2,2,8,5
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","04-08-2026 05:00:00",12.938539,77.5901,CO,3,11,6
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","04-08-2026 05:00:00",11.55358,76.55521,PM2.5,29,54,33
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","04-08-2026 05:00:00",11.55358,76.55521,SO2,4,7,4
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","04-08-2026 05:00:00",13.428828,77.731418,PM10,16,101,43
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","04-08-2026 05:00:00",15.459706,75.008381,CO,28,40,33
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","04-08-2026 05:00:00",15.3714823,75.1160168,SO2,2,2,2
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","04-08-2026 05:00:00",15.3714823,75.1160168,CO,18,18,18
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","04-08-2026 05:00:00",15.3714823,75.1160168,OZONE,23,23,23
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","04-08-2026 05:00:00",17.336318,76.847397,PM2.5,11,30,21
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","04-08-2026 05:00:00",17.336318,76.847397,NH3,2,2,2
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","04-08-2026 05:00:00",17.336318,76.847397,CO,30,52,38
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","04-08-2026 05:00:00",14.816666,74.141003,PM2.5,25,67,40
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","04-08-2026 05:00:00",12.415911,75.73505,NH3,1,1,1
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","04-08-2026 05:00:00",23.221714,72.654328,CO,34,36,35
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","04-08-2026 05:00:00",23.243639,72.68994,PM2.5,10,60,27
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","04-08-2026 05:00:00",23.243639,72.68994,PM10,77,178,129
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","04-08-2026 05:00:00",23.163798,72.677768,NO2,9,14,12
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","04-08-2026 05:00:00",23.163798,72.677768,OZONE,4,5,4
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","04-08-2026 05:00:00",23.59315,72.372792,PM2.5,42,110,65
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","04-08-2026 05:00:00",23.59315,72.372792,OZONE,10,11,11
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","04-08-2026 05:00:00",22.410802,73.097923,PM2.5,8,170,47
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","04-08-2026 05:00:00",22.410802,73.097923,PM10,8,138,49
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","04-08-2026 05:00:00",22.410802,73.097923,SO2,3,5,3
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","04-08-2026 05:00:00",22.248853,70.776774,SO2,8,13,10
India,Gujarat,Surat,"Science Center, Surat - SMC","04-08-2026 05:00:00",21.170046,72.795405,PM2.5,9,140,64
India,Gujarat,Surat,"Science Center, Surat - SMC","04-08-2026 05:00:00",21.170046,72.795405,PM10,37,117,66
India,Gujarat,Surat,"Science Center, Surat - SMC","04-08-2026 05:00:00",21.170046,72.795405,CO,32,42,36
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","04-08-2026 05:00:00",29.5364,75.0158,PM10,22,67,45
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","04-08-2026 05:00:00",29.0272,77.0621,NO2,5,9,7
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","04-08-2026 05:00:00",30.1480566,77.2893471,SO2,10,15,11
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","04-08-2026 05:00:00",30.1480566,77.2893471,OZONE,NA,NA,NA
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","04-08-2026 05:00:00",30.943887,76.801991,PM10,31,122,69
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","04-08-2026 05:00:00",30.943887,76.801991,NH3,4,5,4
India,"Jammu and Kashmir",Srinagar,"Khunmoh, Srinagar - JKPCC","04-08-2026 05:00:00",34.06313,74.96017,PM10,33,59,45
India,"Jammu and Kashmir",Srinagar,"Khunmoh, Srinagar - JKPCC","04-08-2026 05:00:00",34.06313,74.96017,OZONE,NA,NA,NA
India,"Jammu and Kashmir",Srinagar,"Rajbagh, Srinagar - JKPCC","04-08-2026 05:00:00",34.066206,74.81982,OZONE,1,2,1
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","04-08-2026 05:00:00",23.80569,86.44268,PM10,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","04-08-2026 05:00:00",23.80569,86.44268,NO2,98,125,103
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","04-08-2026 05:00:00",23.80569,86.44268,NH3,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","04-08-2026 05:00:00",23.80569,86.44268,SO2,NA,NA,NA
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","04-08-2026 05:00:00",21.217779,72.834787,PM10,74,115,93
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","04-08-2026 05:00:00",22.320153,73.216285,OZONE,2,7,4
