station,latitude,longitude,year,month,buffer_m,modis_lst_day_mean_c,modis_lst_day_median_c,modis_lst_day_std_c,modis_lst_night_mean_c,modis_lst_night_median_c,modis_lst_night_std_c,modis_lst_diurnal_range_mean_c,modis_lst_diurnal_range_median_c,source_dataset
IIT_Delhi,28.54246,77.191651,2022,1,1000,17.113080920564254,16.99666666666671,0.22061642037332085,10.57334632516707,10.550000000000026,0.18328787315156553,6.453674832962145,6.4266666666666765,MODIS/061/MOD11A2
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,100,17.383333333333365,17.383333333333365,0.0,10.560000000000016,10.560000000000016,0.0,6.606666666666683,6.606666666666683,MODIS/061/MOD11A2
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,250,17.358333333333363,17.383333333333365,0.058182344273758776,10.602777777777796,10.560000000000016,0.10362861037807132,6.614444444444454,6.606666666666683,MODIS/061/MOD11A2
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,500,17.352102102102133,17.383333333333365,0.054841944612703836,10.54394144144146,10.560000000000016,0.2660210283041474,6.649069069069077,6.606666666666683,MODIS/061/MOD11A2
IMD_Lodhi_Road,28.5918245,77.2273074,2022,1,1000,17.37690078037907,17.383333333333365,0.253123694936312,10.506315496098123,10.560000000000016,0.33249988396913505,6.694102564102569,6.606666666666683,MODIS/061/MOD11A2
ITO,28.628624,77.24106,2022,1,100,17.703333333333376,17.703333333333376,0.0,10.730000000000032,10.730000000000032,0.0,6.546666666666681,6.546666666666681,MODIS/061/MOD11A2
ITO,28.628624,77.24106,2022,1,250,17.76878787878792,17.703333333333376,0.11999999999986016,10.820000000000027,10.730000000000032,0.1650000000000042,6.563030303030318,6.546666666666681,MODIS/061/MOD11A2
ITO,28.628624,77.24106,2022,1,500,17.774042232277562,17.703333333333376,0.2623610743484242,10.863574660633512,10.730000000000032,0.1910292844042189,6.542141779788851,6.546666666666681,MODIS/061/MOD11A2
ITO,28.628624,77.24106,2022,1,1000,17.72975446428575,17.730000000000036,0.4189641421183865,10.8956082589286,10.790000000000035,0.41554365668634424,6.50254464285715,6.546666666666681,MODIS/061/MOD11A2
JNU,28.540721,77.168544,2022,1,100,17.490000000000027,17.490000000000027,0.0,10.42500000000004,10.42500000000004,0.0,6.913333333333317,6.913333333333317,MODIS/061/MOD11A2
JNU,28.540721,77.168544,2022,1,250,17.45491228070178,17.490000000000027,0.10000000000023875,10.395175438596528,10.42500000000004,0.08500000000003156,6.900467836257295,6.913333333333317,MODIS/061/MOD11A2
JNU,28.540721,77.168544,2022,1,500,17.438151382823897,17.490000000000027,0.15175821412866558,10.369934497816628,10.42500000000004,0.06519202405201864,6.897467248908286,6.913333333333317,MODIS/061/MOD11A2
JNU,28.540721,77.168544,2022,1,1000,17.409381898454775,17.29000000000002,0.1819340539864198,10.356975717439322,10.38500000000002,0.15677910415620563,6.873830022075051,6.839999999999994,MODIS/061/MOD11A2
Jahangirpuri,28.73282,77.170633,2022,1,100,18.56333333333337,18.56333333333337,0.0,11.180000000000021,11.180000000000021,0.0,7.0666666666666815,7.0666666666666815,MODIS/061/MOD11A2
Jahangirpuri,28.73282,77.170633,2022,1,250,18.56333333333337,18.56333333333337,0.0,11.180000000000021,11.180000000000021,0.0,7.0666666666666815,7.0666666666666815,MODIS/061/MOD11A2
Jahangirpuri,28.73282,77.170633,2022,1,500,18.555146198830446,18.56333333333337,0.046666666666020165,11.17561403508774,11.180000000000021,0.024999999999988632,7.061403508771945,7.0666666666666815,MODIS/061/MOD11A2
Jahangirpuri,28.73282,77.170633,2022,1,1000,18.54021683204707,18.55666666666669,0.09782826979052661,11.182469680264637,11.180000000000021,0.10847426730182992,7.048276368981999,7.066666666666644,MODIS/061/MOD11A2
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,100,17.860000000000014,17.860000000000014,0.0,11.06500000000004,11.06500000000004,0.0,6.799999999999983,6.799999999999983,MODIS/061/MOD11A2
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,250,17.860000000000014,17.860000000000014,0.0,11.06500000000004,11.06500000000004,0.0,6.799999999999983,6.799999999999983,MODIS/061/MOD11A2
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,500,17.818785185185202,17.860000000000014,0.1783333333331922,11.063266666666706,11.06500000000004,0.007499999999058673,6.734518518518503,6.799999999999983,MODIS/061/MOD11A2
Jawaharlal_Nehru_Stadium,28.58028,77.233829,2022,1,1000,17.674286243974812,17.860000000000014,0.23017438370428722,10.960467185761994,11.05000000000004,0.281533499092222,6.644449388209111,6.599999999999994,MODIS/061/MOD11A2
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,100,16.63550000000003,16.610000000000028,0.15367715076305297,9.778000000000029,9.755000000000038,0.03965125751111601,6.857499999999997,6.85499999999999,MODIS/061/MOD11A2
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,250,16.564396551724165,16.610000000000028,0.15423196815177126,9.86948275862072,9.755000000000038,0.2484797526962749,6.748649425287352,6.85499999999999,MODIS/061/MOD11A2
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,500,16.54587336244544,16.610000000000028,0.15423196815177126,9.888471615720555,9.755000000000038,0.2484797526962749,6.722729257641918,6.85499999999999,MODIS/061/MOD11A2
Major_Dhyan_Chand_National_Stadium,28.611281,77.237738,2022,1,1000,16.55023861967697,16.610000000000028,0.5025758303756022,9.917252202643201,9.820000000000022,0.2586858314152693,6.700734214390599,6.759999999999991,MODIS/061/MOD11A2
Mandir_Marg,28.636429,77.201067,2022,1,100,17.917619047619073,17.903333333333364,0.016666666668932826,11.2664285714286,11.230000000000032,0.04250000000001578,6.279047619047615,6.293333333333332,MODIS/061/MOD11A2
Mandir_Marg,28.636429,77.201067,2022,1,250,17.91880952380955,17.903333333333364,0.016666666668932826,11.269464285714315,11.230000000000032,0.04250000000001578,6.277857142857138,6.293333333333332,MODIS/061/MOD11A2
Mandir_Marg,28.636429,77.201067,2022,1,500,17.95086309523812,17.936666666666685,0.07679337355687071,11.309843750000029,11.315000000000026,0.09449702376265735,6.267113095238093,6.259999999999991,MODIS/061/MOD11A2
Mandir_Marg,28.636429,77.201067,2022,1,1000,17.971493868450416,17.936666666666685,0.1878403577509409,11.290222965440385,11.315000000000026,0.3574720268776402,6.327454477889258,6.259999999999991,MODIS/061/MOD11A2
Mundka,28.684678,77.076574,2022,1,100,17.680000000000007,17.680000000000007,0.0,11.345000000000013,11.345000000000013,0.0,6.509999999999991,6.509999999999991,MODIS/061/MOD11A2
Mundka,28.684678,77.076574,2022,1,250,17.708909090909106,17.680000000000007,0.07874007874010155,11.372090909090927,11.345000000000013,0.03880148908950406,6.503272727272723,6.509999999999991,MODIS/061/MOD11A2
Mundka,28.684678,77.076574,2022,1,500,17.694557522123915,17.680000000000007,0.12070107704583069,11.392632743362856,11.395000000000039,0.04878204075267816,6.46234513274336,6.509999999999991,MODIS/061/MOD11A2
Mundka,28.684678,77.076574,2022,1,1000,17.689863115057367,17.680000000000007,0.19404994703552322,11.400837957824665,11.395000000000039,0.14056665456293876,6.434158342582313,6.509999999999991,MODIS/061/MOD11A2
NSUT_Jaffarpur,28.594004,76.909423,2022,1,100,17.33000000000004,17.33000000000004,0.0,7.345000000000027,7.345000000000027,0.0,9.740000000000009,9.740000000000009,MODIS/061/MOD11A2
NSUT_Jaffarpur,28.594004,76.909423,2022,1,250,17.318679245283054,17.33000000000004,0.020000000000331964,7.3959433962264445,7.345000000000027,0.08999999999999381,9.8022641509434,9.740000000000009,MODIS/061/MOD11A2
NSUT_Jaffarpur,28.594004,76.909423,2022,1,500,17.31365296803656,17.33000000000004,0.03265986323649083,7.415045662100486,7.345000000000027,0.21098479408083826,9.831689497716892,9.740000000000009,MODIS/061/MOD11A2
NSUT_Jaffarpur,28.594004,76.909423,2022,1,1000,17.309843225084016,17.33000000000004,0.03103651568913534,7.394372900335974,7.345000000000027,0.20900883684080346,9.873908174692048,9.840000000000032,MODIS/061/MOD11A2
Najafgarh,28.570173,76.933762,2022,1,100,15.600000000000023,15.600000000000023,0.0,7.54500000000003,7.54500000000003,0.0,7.550000000000011,7.550000000000011,MODIS/061/MOD11A2
Najafgarh,28.570173,76.933762,2022,1,250,15.598181818181839,15.600000000000023,0.024999999999704415,7.544818181818212,7.54500000000003,0.002499999999686224,7.54709090909092,7.550000000000011,MODIS/061/MOD11A2
Najafgarh,28.570173,76.933762,2022,1,500,15.56311111111113,15.600000000000023,0.24832774042922867,7.540866666666698,7.54500000000003,0.02953340857771108,7.5275703703703725,7.550000000000011,MODIS/061/MOD11A2
Najafgarh,28.570173,76.933762,2022,1,1000,15.489100000000022,15.550000000000011,0.5204058245467663,7.508094444444477,7.540000000000035,0.296469972247505,7.699974074074072,7.550000000000011,MODIS/061/MOD11A2
Narela,28.822836,77.101981,2022,1,100,17.337142857142894,17.340000000000032,0.004999999999372448,8.302857142857178,8.320000000000036,0.029999999999787405,8.624285714285714,8.569999999999993,MODIS/061/MOD11A2
Narela,28.822836,77.101981,2022,1,250,17.336071428571465,17.340000000000032,0.004999999999372448,8.296428571428606,8.320000000000036,0.029999999999787405,8.64464285714286,8.569999999999993,MODIS/061/MOD11A2
Narela,28.822836,77.101981,2022,1,500,17.335511111111146,17.340000000000032,0.004999999999372448,8.293066666666702,8.320000000000036,0.029999999999787405,8.655288888888894,8.569999999999993,MODIS/061/MOD11A2
Narela,28.822836,77.101981,2022,1,1000,17.302555555555593,17.340000000000032,0.14645285077456963,8.369088888888923,8.320000000000036,0.1235778474282755,8.624211111111112,8.589999999999975,MODIS/061/MOD11A2
Nehru_Nagar,28.56789,77.250515,2022,1,100,17.483333333333366,17.483333333333366,0.0,10.985000000000028,10.985000000000028,0.0,6.353333333333334,6.353333333333334,MODIS/061/MOD11A2
Nehru_Nagar,28.56789,77.250515,2022,1,250,17.503333333333366,17.483333333333366,0.07999999999990677,10.986875000000028,10.985000000000028,0.0075000000000060634,6.375000000000001,6.353333333333334,MODIS/061/MOD11A2
Nehru_Nagar,28.56789,77.250515,2022,1,500,17.519096296296322,17.483333333333366,0.44523928491693526,10.991355555555584,10.985000000000028,0.04083120742753101,6.393303703703701,6.353333333333334,MODIS/061/MOD11A2
Nehru_Nagar,28.56789,77.250515,2022,1,1000,17.42067147613765,17.483333333333366,0.3624830905431859,11.003967813540537,10.985000000000028,0.043787520354230676,6.292236403995557,6.353333333333334,MODIS/061/MOD11A2
North_Campus_DU,28.6573814,77.1585447,2022,1,100,19.24333333333338,19.24333333333338,0.0,11.385000000000034,11.385000000000034,0.0,7.553333333333342,7.553333333333342,MODIS/061/MOD11A2
North_Campus_DU,28.6573814,77.1585447,2022,1,250,19.220526315789513,19.24333333333338,0.05559998223629287,11.365964912280734,11.385000000000034,0.07191816336807832,7.551929824561411,7.553333333333342,MODIS/061/MOD11A2
North_Campus_DU,28.6573814,77.1585447,2022,1,500,19.20625730994156,19.24333333333338,0.12156388352523874,11.356535087719326,11.385000000000034,0.08792752697521843,7.555321637426906,7.553333333333342,MODIS/061/MOD11A2
North_Campus_DU,28.6573814,77.1585447,2022,1,1000,19.20728041161341,19.143333333333356,0.12686114456358105,11.35004410143332,11.385000000000034,0.08647389418192765,7.566938625505332,7.553333333333342,MODIS/061/MOD11A2
Okhla_Phase-2,28.530785,77.271255,2022,1,100,18.184814814814835,18.103333333333353,0.18333333333330165,10.706111111111147,10.695000000000036,0.024999999999988632,7.3911111111110905,7.339999999999975,MODIS/061/MOD11A2
Okhla_Phase-2,28.530785,77.271255,2022,1,250,18.267777777777802,18.103333333333353,0.38691084244305657,10.718771929824596,10.695000000000036,0.08502756905851558,7.438304093567236,7.339999999999975,MODIS/061/MOD11A2
Okhla_Phase-2,28.530785,77.271255,2022,1,500,18.294082232011775,18.103333333333353,0.38691084244305657,10.720660792951575,10.695000000000036,0.08502756905851558,7.452129221732734,7.339999999999975,MODIS/061/MOD11A2
Okhla_Phase-2,28.530785,77.271255,2022,1,1000,18.277692875599875,18.103333333333353,0.391084673980183,10.722746400885967,10.720000000000027,0.07845734863957278,7.407807308970089,7.339999999999975,MODIS/061/MOD11A2
Patparganj,28.623763,77.287209,2022,1,100,17.71000000000002,17.71000000000002,0.0,10.18500000000003,10.18500000000003,0.0,7.559999999999984,7.559999999999984,MODIS/061/MOD11A2
Patparganj,28.623763,77.287209,2022,1,250,17.71000000000002,17.71000000000002,0.0,10.18500000000003,10.18500000000003,0.0,7.559999999999984,7.559999999999984,MODIS/061/MOD11A2
Patparganj,28.623763,77.287209,2022,1,500,17.763797101449295,17.71000000000002,0.19553030139954264,10.187782608695683,10.18500000000003,0.21249836600679473,7.614260869565201,7.559999999999984,MODIS/061/MOD11A2
Patparganj,28.623763,77.287209,2022,1,1000,17.90909592061745,17.930000000000046,0.22295434953198925,10.178489525909622,10.18500000000003,0.380069032066279,7.732657111356115,7.759999999999991,MODIS/061/MOD11A2
Punjabi_Bagh,28.674045,77.131023,2022,1,100,18.70333333333337,18.703333333333376,0.0,11.220000000000033,11.370000000000033,0.1875,7.249333333333338,7.086666666666683,MODIS/061/MOD11A2
Punjabi_Bagh,28.674045,77.131023,2022,1,250,18.673452380952412,18.703333333333358,0.18251331762689207,11.179285714285747,11.160000000000025,0.19514417746884102,7.265357142857145,7.086666666666683,MODIS/061/MOD11A2
Punjabi_Bagh,28.674045,77.131023,2022,1,500,18.610146198830442,18.703333333333358,0.18251331762689207,11.13717105263161,11.160000000000025,0.19514417746884102,7.250847953216377,7.086666666666683,MODIS/061/MOD11A2
Punjabi_Bagh,28.674045,77.131023,2022,1,1000,18.565807579102312,18.703333333333358,0.33869632507208464,11.129315673289215,11.160000000000025,0.20775920891478752,7.226203090507731,7.086666666666683,MODIS/061/MOD11A2
R_K_Puram,28.563262,77.186937,2022,1,100,17.3566666666667,17.3566666666667,0.0,11.000000000000028,11.000000000000028,0.0,6.1200000000000045,6.1200000000000045,MODIS/061/MOD11A2
R_K_Puram,28.563262,77.186937,2022,1,250,17.3566666666667,17.3566666666667,0.0,11.000000000000028,11.000000000000028,0.0,6.1200000000000045,6.1200000000000045,MODIS/061/MOD11A2
R_K_Puram,28.563262,77.186937,2022,1,500,17.37781204111604,17.3566666666667,0.05995883361448203,10.900176211453775,11.000000000000028,0.2812274682332446,6.238707782672544,6.1200000000000045,MODIS/061/MOD11A2
R_K_Puram,28.563262,77.186937,2022,1,1000,17.409669239250306,17.476666666666688,0.36091485645182164,10.631488423373787,10.430000000000035,0.30104550330763696,6.585806688717384,6.5800000000000125,MODIS/061/MOD11A2
Rohini,28.732528,77.11992,2022,1,100,18.342000000000017,18.376666666666683,0.08666666666635615,10.779000000000034,10.760000000000034,0.04750000000002178,7.291999999999988,7.346666666666654,MODIS/061/MOD11A2
Rohini,28.732528,77.11992,2022,1,250,18.307931034482774,18.376666666666683,0.08666666666635615,10.797672413793137,10.760000000000034,0.04750000000002178,7.238275862068954,7.346666666666654,MODIS/061/MOD11A2
