station,year,month,pm25
Jahangirpuri,2024,4,84.09
Jahangirpuri,2024,5,104.67
Jahangirpuri,2024,6,69.16
Jahangirpuri,2024,7,45.45
Jahangirpuri,2024,8,36.18
Jahangirpuri,2024,9,50.5
Jahangirpuri,2024,10,141.33
Jahangirpuri,2024,11,303.73
Jahangirpuri,2024,12,216.05
Jahangirpuri,2025,1,214.59
Jahangirpuri,2025,2,117.79
Jahangirpuri,2025,3,92.96
Jahangirpuri,2025,4,97.13
Jahangirpuri,2025,5,97.41
Jahangirpuri,2025,6,57.76
Jahangirpuri,2025,7,34.48
Jahangirpuri,2025,8,58.94
Jahangirpuri,2025,9,87.92
Jahangirpuri,2025,10,146.07
Jahangirpuri,2025,11,278.1
Jahangirpuri,2025,12,267.25
Jawaharlal_Nehru_Stadium,2022,1,154.72
Jawaharlal_Nehru_Stadium,2022,2,100.54
Jawaharlal_Nehru_Stadium,2022,3,85.61
Jawaharlal_Nehru_Stadium,2022,4,87.65
Jawaharlal_Nehru_Stadium,2022,5,70.22
Jawaharlal_Nehru_Stadium,2022,6,51.95
Jawaharlal_Nehru_Stadium,2022,7,29.52
Jawaharlal_Nehru_Stadium,2022,8,30.36
Jawaharlal_Nehru_Stadium,2022,9,36.81
Jawaharlal_Nehru_Stadium,2022,10,102.03
Jawaharlal_Nehru_Stadium,2022,11,176.15
Jawaharlal_Nehru_Stadium,2022,12,182.83
Jawaharlal_Nehru_Stadium,2023,1,181.42
Jawaharlal_Nehru_Stadium,2023,2,105.93
Jawaharlal_Nehru_Stadium,2023,3,64.95
Jawaharlal_Nehru_Stadium,2023,4,52.55
Jawaharlal_Nehru_Stadium,2023,5,50.83
Jawaharlal_Nehru_Stadium,2023,6,35.44
Jawaharlal_Nehru_Stadium,2023,7,30.93
Jawaharlal_Nehru_Stadium,2023,8,30.18
Jawaharlal_Nehru_Stadium,2023,9,33.62
Jawaharlal_Nehru_Stadium,2023,10,85.72
Jawaharlal_Nehru_Stadium,2023,11,227.39
Jawaharlal_Nehru_Stadium,2023,12,194.85
Jawaharlal_Nehru_Stadium,2024,1,210.34
Jawaharlal_Nehru_Stadium,2024,2,93.87
Jawaharlal_Nehru_Stadium,2024,3,54.81
Jawaharlal_Nehru_Stadium,2024,4,43.11
Jawaharlal_Nehru_Stadium,2024,5,57.09
Jawaharlal_Nehru_Stadium,2024,6,34.43
Jawaharlal_Nehru_Stadium,2024,7,28.01
Jawaharlal_Nehru_Stadium,2024,8,15.91
Jawaharlal_Nehru_Stadium,2024,9,26.92
Jawaharlal_Nehru_Stadium,2024,10,83.64
Jawaharlal_Nehru_Stadium,2024,11,210.86
Jawaharlal_Nehru_Stadium,2024,12,163.08
Jawaharlal_Nehru_Stadium,2025,1,150.76
Jawaharlal_Nehru_Stadium,2025,2,79.51
Jawaharlal_Nehru_Stadium,2025,3,48.62
Jawaharlal_Nehru_Stadium,2025,4,49.37
Jawaharlal_Nehru_Stadium,2025,5,44.92
Jawaharlal_Nehru_Stadium,2025,6,30.72
Jawaharlal_Nehru_Stadium,2025,7,17.2
Jawaharlal_Nehru_Stadium,2025,8,22.45
Jawaharlal_Nehru_Stadium,2025,9,27.16
Jawaharlal_Nehru_Stadium,2025,10,101.36
Jawaharlal_Nehru_Stadium,2025,11,207.41
Jawaharlal_Nehru_Stadium,2025,12,209.41
Lodhi_Road,2022,1,173.06
Lodhi_Road,2022,2,153.55
Lodhi_Road,2022,3,89.22
Lodhi_Road,2022,4,112.76
Lodhi_Road,2022,5,99.97
Lodhi_Road,2022,6,74.58
Lodhi_Road,2022,7,30.61
Lodhi_Road,2022,8,29.38
Lodhi_Road,2022,12,202.0
Lodhi_Road,2023,1,208.63
Lodhi_Road,2023,2,128.56
Lodhi_Road,2023,3,88.26
Lodhi_Road,2023,4,48.49
Lodhi_Road,2023,5,62.32
Lodhi_Road,2023,6,15.69
Lodhi_Road,2023,7,33.43
Lodhi_Road,2023,8,12.4
Lodhi_Road,2023,10,12.03
Lodhi_Road,2023,12,86.66
Lodhi_Road,2024,1,103.25
Lodhi_Road,2024,2,70.42
Lodhi_Road,2024,3,88.2
Lodhi_Road,2024,4,116.35
Lodhi_Road,2024,5,68.31
Lodhi_Road,2024,6,52.24
Lodhi_Road,2024,7,9.39
Lodhi_Road,2024,8,9.25
Lodhi_Road,2024,9,80.53
Lodhi_Road,2024,10,93.4
Lodhi_Road,2024,11,146.02
Lodhi_Road,2024,12,114.08
Lodhi_Road,2025,1,129.5
Lodhi_Road,2025,2,88.13
Lodhi_Road,2025,3,68.84
Lodhi_Road,2025,4,76.92
Lodhi_Road,2025,5,72.83
Lodhi_Road,2025,6,51.74
Lodhi_Road,2025,7,24.94
Lodhi_Road,2025,8,23.25
Lodhi_Road,2025,9,23.69
Lodhi_Road,2025,10,81.68
Lodhi_Road,2025,11,124.49
Lodhi_Road,2025,12,150.16
Major_Dhyan_Chand_National_Stadium,2022,1,166.5
Major_Dhyan_Chand_National_Stadium,2022,2,110.91
Major_Dhyan_Chand_National_Stadium,2022,3,94.22
Major_Dhyan_Chand_National_Stadium,2022,4,100.88
Major_Dhyan_Chand_National_Stadium,2022,5,79.28
Major_Dhyan_Chand_National_Stadium,2022,6,59.03
Major_Dhyan_Chand_National_Stadium,2022,7,36.98
Major_Dhyan_Chand_National_Stadium,2022,8,33.38
Major_Dhyan_Chand_National_Stadium,2022,9,39.07
Major_Dhyan_Chand_National_Stadium,2022,10,103.92
Major_Dhyan_Chand_National_Stadium,2022,11,181.99
Major_Dhyan_Chand_National_Stadium,2022,12,185.15
Major_Dhyan_Chand_National_Stadium,2023,1,184.87
Major_Dhyan_Chand_National_Stadium,2023,2,112.7
Major_Dhyan_Chand_National_Stadium,2023,3,70.36
Major_Dhyan_Chand_National_Stadium,2023,4,58.89
Major_Dhyan_Chand_National_Stadium,2023,5,58.39
Major_Dhyan_Chand_National_Stadium,2023,6,41.03
Major_Dhyan_Chand_National_Stadium,2023,7,36.17
Major_Dhyan_Chand_National_Stadium,2023,8,40.66
Major_Dhyan_Chand_National_Stadium,2023,9,40.68
Major_Dhyan_Chand_National_Stadium,2023,10,98.75
Major_Dhyan_Chand_National_Stadium,2023,11,241.09
Major_Dhyan_Chand_National_Stadium,2023,12,199.52
Major_Dhyan_Chand_National_Stadium,2024,1,217.34
Major_Dhyan_Chand_National_Stadium,2024,2,110.59
Major_Dhyan_Chand_National_Stadium,2024,3,71.36
Major_Dhyan_Chand_National_Stadium,2024,4,59.8
Major_Dhyan_Chand_National_Stadium,2024,5,85.22
Major_Dhyan_Chand_National_Stadium,2024,6,64.24
Major_Dhyan_Chand_National_Stadium,2024,7,39.61
Major_Dhyan_Chand_National_Stadium,2024,8,28.16
Major_Dhyan_Chand_National_Stadium,2024,9,46.01
Major_Dhyan_Chand_National_Stadium,2024,10,110.9
Major_Dhyan_Chand_National_Stadium,2024,11,253.91
Major_Dhyan_Chand_National_Stadium,2024,12,177.43
Major_Dhyan_Chand_National_Stadium,2025,1,179.75
Major_Dhyan_Chand_National_Stadium,2025,2,102.01
Major_Dhyan_Chand_National_Stadium,2025,3,67.4
Major_Dhyan_Chand_National_Stadium,2025,4,69.85
Major_Dhyan_Chand_National_Stadium,2025,5,66.61
Major_Dhyan_Chand_National_Stadium,2025,6,42.01
Major_Dhyan_Chand_National_Stadium,2025,7,24.53
Major_Dhyan_Chand_National_Stadium,2025,8,34.85
Major_Dhyan_Chand_National_Stadium,2025,9,33.98
Major_Dhyan_Chand_National_Stadium,2025,10,102.38
Major_Dhyan_Chand_National_Stadium,2025,11,179.83
Major_Dhyan_Chand_National_Stadium,2025,12,185.81
Mandir_Marg,2022,1,144.43
Mandir_Marg,2022,2,93.91
Mandir_Marg,2022,3,83.32
Mandir_Marg,2022,4,102.16
Mandir_Marg,2022,5,78.48
Mandir_Marg,2022,6,71.06
Mandir_Marg,2022,7,31.58
Mandir_Marg,2022,8,21.8
Mandir_Marg,2022,9,28.22
Mandir_Marg,2022,10,53.96
Mandir_Marg,2022,11,145.63
Mandir_Marg,2022,12,166.09
Mandir_Marg,2023,1,173.26
Mandir_Marg,2023,2,102.68
Mandir_Marg,2023,3,67.28
Mandir_Marg,2023,4,56.84
Mandir_Marg,2023,5,58.99
Mandir_Marg,2023,6,36.91
Mandir_Marg,2023,7,30.0
Mandir_Marg,2023,8,29.96
Mandir_Marg,2023,9,35.9
Mandir_Marg,2023,10,93.09
Mandir_Marg,2023,11,232.47
Mandir_Marg,2023,12,191.94
Mandir_Marg,2024,1,211.35
Mandir_Marg,2024,2,101.11
Mandir_Marg,2024,3,62.72
Mandir_Marg,2024,4,48.93
Mandir_Marg,2024,5,62.22
Mandir_Marg,2024,6,42.92
Mandir_Marg,2024,7,32.68
Mandir_Marg,2024,8,26.01
Mandir_Marg,2024,9,41.79
Mandir_Marg,2024,10,109.7
Mandir_Marg,2024,11,243.91
Mandir_Marg,2024,12,163.81
Mandir_Marg,2025,1,169.97
Mandir_Marg,2025,2,92.62
Mandir_Marg,2025,3,61.93
Mandir_Marg,2025,4,57.15
Mandir_Marg,2025,5,55.31
Mandir_Marg,2025,6,47.36
Mandir_Marg,2025,7,31.42
Mandir_Marg,2025,8,33.18
Mandir_Marg,2025,9,36.66
Mandir_Marg,2025,10,101.5
Mandir_Marg,2025,11,181.95
Mandir_Marg,2025,12,162.29
Mundka,2022,1,178.37
Mundka,2022,2,127.83
Mundka,2022,3,129.07
Mundka,2022,4,150.6
Mundka,2022,5,83.21
Mundka,2022,6,71.27
Mundka,2022,7,34.72
Mundka,2022,8,33.37
Mundka,2022,9,42.03
Mundka,2022,10,117.57
Mundka,2022,11,210.86
Mundka,2022,12,206.48
Mundka,2023,1,195.55
Mundka,2023,2,132.48
Mundka,2023,3,93.5
Mundka,2023,4,92.13
Mundka,2023,5,79.59
Mundka,2023,6,52.29
Mundka,2023,7,37.99
Mundka,2023,8,37.0
Mundka,2023,9,45.02
Mundka,2023,10,136.62
Mundka,2023,11,303.98
Mundka,2023,12,251.24
Mundka,2024,1,239.49
Mundka,2024,2,128.48
Mundka,2024,3,106.52
Mundka,2024,4,88.48
Mundka,2024,5,112.44
Mundka,2024,6,62.48
Mundka,2024,7,38.41
Mundka,2024,8,26.17
Mundka,2024,9,45.61
Mundka,2024,10,124.89
Mundka,2024,11,293.5
Mundka,2024,12,216.6
Mundka,2025,1,199.35
Mundka,2025,2,130.49
Mundka,2025,3,98.54
Mundka,2025,4,98.56
Mundka,2025,5,75.26
Mundka,2025,6,48.05
Mundka,2025,7,25.91
Mundka,2025,8,30.0
Mundka,2025,9,32.58
Mundka,2025,10,116.64
Mundka,2025,11,263.67
Mundka,2025,12,258.18
NSIT_Dwarka,2022,1,138.97
NSIT_Dwarka,2022,2,119.51
NSIT_Dwarka,2022,3,141.56
NSIT_Dwarka,2022,4,126.44
NSIT_Dwarka,2022,5,117.7
NSIT_Dwarka,2022,6,88.73
NSIT_Dwarka,2022,7,44.05
NSIT_Dwarka,2022,8,48.58
NSIT_Dwarka,2022,9,51.26
NSIT_Dwarka,2022,10,132.9
NSIT_Dwarka,2022,11,196.24
NSIT_Dwarka,2022,12,195.91
NSIT_Dwarka,2023,1,177.49
NSIT_Dwarka,2023,2,152.92
NSIT_Dwarka,2023,3,99.05
NSIT_Dwarka,2023,4,107.44
NSIT_Dwarka,2023,5,110.32
NSIT_Dwarka,2023,6,87.95
NSIT_Dwarka,2023,7,49.15
NSIT_Dwarka,2023,8,49.97
NSIT_Dwarka,2023,9,58.68
NSIT_Dwarka,2023,10,112.85
NSIT_Dwarka,2023,11,222.76
NSIT_Dwarka,2023,12,196.43
NSIT_Dwarka,2024,1,191.61
NSIT_Dwarka,2024,2,97.7
NSIT_Dwarka,2024,3,107.51
NSIT_Dwarka,2024,4,97.02
NSIT_Dwarka,2024,5,130.39
NSIT_Dwarka,2024,6,69.58
NSIT_Dwarka,2024,7,51.34
NSIT_Dwarka,2024,8,29.01
NSIT_Dwarka,2024,9,38.1
NSIT_Dwarka,2024,10,97.42
NSIT_Dwarka,2024,11,207.97
NSIT_Dwarka,2024,12,97.23
NSIT_Dwarka,2025,1,97.25
NSIT_Dwarka,2025,2,93.5
NSIT_Dwarka,2025,3,54.74
NSIT_Dwarka,2025,4,70.49
NSIT_Dwarka,2025,5,85.61
NSIT_Dwarka,2025,6,62.86
NSIT_Dwarka,2025,7,36.9
NSIT_Dwarka,2025,8,31.16
NSIT_Dwarka,2025,9,22.34
NSIT_Dwarka,2025,10,68.09
NSIT_Dwarka,2025,11,119.96
NSIT_Dwarka,2025,12,142.05
Najafgarh,2022,1,105.58
Najafgarh,2022,2,82.79
Najafgarh,2022,3,79.09
Najafgarh,2022,4,82.35
Najafgarh,2022,5,66.04
Najafgarh,2022,6,49.73
Najafgarh,2022,7,28.51
Najafgarh,2022,8,24.99
Najafgarh,2022,9,28.72
Najafgarh,2022,10,80.27
Najafgarh,2022,11,154.59
Najafgarh,2022,12,132.46
Najafgarh,2023,1,130.31
Najafgarh,2023,2,85.65
Najafgarh,2023,3,63.62
Najafgarh,2023,4,57.16
Najafgarh,2023,5,56.21
Najafgarh,2023,6,35.55
Najafgarh,2023,7,25.18
Najafgarh,2023,8,23.7
Najafgarh,2023,9,32.07
Najafgarh,2023,10,86.64
Najafgarh,2023,11,230.95
Najafgarh,2023,12,160.58
Najafgarh,2024,1,160.88
Najafgarh,2024,2,79.45
Najafgarh,2024,3,73.46
Najafgarh,2024,4,62.67
Najafgarh,2024,5,76.45
Najafgarh,2024,6,40.67
Najafgarh,2024,7,31.44
Najafgarh,2024,8,16.35
Najafgarh,2024,9,28.59
Najafgarh,2024,10,92.18
Najafgarh,2024,11,231.21
Najafgarh,2024,12,148.89
Najafgarh,2025,1,125.44
Najafgarh,2025,2,80.14
Najafgarh,2025,3,64.22
Najafgarh,2025,4,67.51
Najafgarh,2025,5,63.32
Najafgarh,2025,6,48.78
Najafgarh,2025,7,29.68
Najafgarh,2025,8,23.0
Najafgarh,2025,9,24.65
Najafgarh,2025,10,84.15
Najafgarh,2025,11,181.06
Najafgarh,2025,12,157.28
Narela,2022,1,161.66
Narela,2022,2,125.77
Narela,2022,3,116.06
Narela,2022,4,139.61
Narela,2022,5,86.39
Narela,2022,6,67.45
Narela,2022,7,34.11
Narela,2022,8,30.69
Narela,2022,9,40.09
Narela,2022,10,112.79
Narela,2022,11,217.4
Narela,2022,12,181.91
Narela,2023,1,180.98
Narela,2023,2,133.96
Narela,2023,3,94.56
Narela,2023,4,82.14
Narela,2023,5,78.32
Narela,2023,6,49.87
Narela,2023,7,32.32
Narela,2023,8,32.23
Narela,2023,9,41.33
Narela,2023,10,115.26
Narela,2023,11,251.87
Narela,2023,12,207.15
Narela,2024,1,199.61
Narela,2024,2,108.9
Narela,2024,3,89.54
Narela,2024,4,78.58
Narela,2024,5,101.37
Narela,2024,6,57.24
Narela,2024,7,37.0
Narela,2024,8,24.24
Narela,2024,9,40.62
Narela,2024,10,116.01
Narela,2024,11,271.1
Narela,2024,12,167.2
Narela,2025,1,171.09
Narela,2025,2,107.89
Narela,2025,3,87.08
Narela,2025,4,100.94
Narela,2025,5,78.09
Narela,2025,6,57.03
Narela,2025,7,30.55
Narela,2025,8,30.74
Narela,2025,9,38.21
Narela,2025,10,113.75
Narela,2025,11,262.94
Narela,2025,12,232.39
Nehru_Nagar,2022,1,209.76
Nehru_Nagar,2022,2,146.2
Nehru_Nagar,2022,3,110.39
Nehru_Nagar,2022,4,107.04
Nehru_Nagar,2022,5,79.89
Nehru_Nagar,2022,6,53.68
Nehru_Nagar,2022,7,38.48
Nehru_Nagar,2022,8,31.82
Nehru_Nagar,2022,9,42.07
Nehru_Nagar,2022,10,121.04
Nehru_Nagar,2022,11,218.75
Nehru_Nagar,2022,12,237.58
Nehru_Nagar,2023,1,237.22
Nehru_Nagar,2023,2,135.41
Nehru_Nagar,2023,3,84.01
Nehru_Nagar,2023,4,71.46
Nehru_Nagar,2023,5,65.1
Nehru_Nagar,2023,6,41.83
Nehru_Nagar,2023,7,35.56
Nehru_Nagar,2023,8,32.81
Nehru_Nagar,2023,9,45.6
Nehru_Nagar,2023,10,122.7
Nehru_Nagar,2023,11,285.6
Nehru_Nagar,2023,12,265.73
Nehru_Nagar,2024,1,271.67
Nehru_Nagar,2024,2,129.45
Nehru_Nagar,2024,3,80.52
Nehru_Nagar,2024,4,60.19
Nehru_Nagar,2024,5,87.83
Nehru_Nagar,2024,6,51.4
Nehru_Nagar,2024,7,40.75
Nehru_Nagar,2024,8,26.8
Nehru_Nagar,2024,9,43.64
Nehru_Nagar,2024,10,125.74
Nehru_Nagar,2024,11,286.7
Nehru_Nagar,2024,12,232.41
Nehru_Nagar,2025,1,203.63
Nehru_Nagar,2025,2,116.74
Nehru_Nagar,2025,3,72.68
Nehru_Nagar,2025,4,75.5
Nehru_Nagar,2025,5,64.28
Nehru_Nagar,2025,6,46.14
Nehru_Nagar,2025,7,29.74
Nehru_Nagar,2025,8,34.05
Nehru_Nagar,2025,9,35.08
Nehru_Nagar,2025,10,119.32
Nehru_Nagar,2025,11,251.08
Nehru_Nagar,2025,12,267.24
North_Campus_DU,2022,1,135.46
North_Campus_DU,2022,2,93.0
North_Campus_DU,2022,3,82.85
North_Campus_DU,2022,4,89.51
North_Campus_DU,2022,5,69.91
North_Campus_DU,2022,6,52.85
North_Campus_DU,2022,7,37.32
North_Campus_DU,2022,8,33.87
North_Campus_DU,2022,9,38.17
North_Campus_DU,2022,10,114.44
North_Campus_DU,2022,11,181.0
North_Campus_DU,2022,12,159.71
North_Campus_DU,2023,1,152.83
North_Campus_DU,2023,2,103.1
North_Campus_DU,2023,3,65.53
North_Campus_DU,2023,4,58.21
North_Campus_DU,2023,5,58.82
North_Campus_DU,2023,6,39.7
North_Campus_DU,2023,7,36.04
North_Campus_DU,2023,8,54.46
North_Campus_DU,2023,9,61.05
North_Campus_DU,2023,10,125.42
North_Campus_DU,2023,11,245.13
North_Campus_DU,2023,12,182.77
North_Campus_DU,2024,1,199.68
North_Campus_DU,2024,2,106.68
North_Campus_DU,2024,3,79.57
North_Campus_DU,2024,4,77.59
North_Campus_DU,2024,5,92.9
North_Campus_DU,2024,6,65.82
North_Campus_DU,2024,7,37.96
North_Campus_DU,2024,8,27.95
North_Campus_DU,2024,9,41.01
North_Campus_DU,2024,10,108.35
North_Campus_DU,2024,11,246.34
North_Campus_DU,2024,12,153.44
North_Campus_DU,2025,1,157.29
North_Campus_DU,2025,2,89.05
North_Campus_DU,2025,3,64.57
North_Campus_DU,2025,4,73.88
North_Campus_DU,2025,5,69.55
North_Campus_DU,2025,6,46.3
North_Campus_DU,2025,7,30.38
North_Campus_DU,2025,8,34.86
North_Campus_DU,2025,9,32.93
North_Campus_DU,2025,10,103.15
North_Campus_DU,2025,11,220.81
North_Campus_DU,2025,12,207.18
Okhla_Phase-2,2022,1,169.71
Okhla_Phase-2,2022,2,104.44
Okhla_Phase-2,2022,3,86.29
Okhla_Phase-2,2022,4,88.87
Okhla_Phase-2,2022,5,67.9
Okhla_Phase-2,2022,6,48.01
Okhla_Phase-2,2022,7,29.8
Okhla_Phase-2,2022,8,26.76
Okhla_Phase-2,2022,9,35.55
Okhla_Phase-2,2022,10,104.04
Okhla_Phase-2,2022,11,174.48
Okhla_Phase-2,2022,12,174.73
Okhla_Phase-2,2023,1,190.56
Okhla_Phase-2,2023,2,109.64
Okhla_Phase-2,2023,3,70.91
Okhla_Phase-2,2023,4,62.55
Okhla_Phase-2,2023,5,59.3
Okhla_Phase-2,2023,6,36.9
Okhla_Phase-2,2023,7,29.68
Okhla_Phase-2,2023,8,31.3
Okhla_Phase-2,2023,9,38.07
Okhla_Phase-2,2023,10,97.72
Okhla_Phase-2,2023,11,261.0
Okhla_Phase-2,2023,12,215.11
Okhla_Phase-2,2024,1,238.74
Okhla_Phase-2,2024,2,105.55
Okhla_Phase-2,2024,3,66.39
Okhla_Phase-2,2024,4,55.57
Okhla_Phase-2,2024,5,75.98
Okhla_Phase-2,2024,6,44.05
Okhla_Phase-2,2024,7,32.67
Okhla_Phase-2,2024,8,21.04
Okhla_Phase-2,2024,9,36.64
Okhla_Phase-2,2024,10,103.94
Okhla_Phase-2,2024,11,244.92
Okhla_Phase-2,2024,12,184.35
Okhla_Phase-2,2025,1,186.22
Okhla_Phase-2,2025,2,99.84
Okhla_Phase-2,2025,3,68.92
Okhla_Phase-2,2025,4,71.86
Okhla_Phase-2,2025,5,59.31
Okhla_Phase-2,2025,6,42.87
Okhla_Phase-2,2025,7,23.39
Okhla_Phase-2,2025,8,27.35
Okhla_Phase-2,2025,9,28.42
Okhla_Phase-2,2025,10,104.66
Okhla_Phase-2,2025,11,212.35
Okhla_Phase-2,2025,12,225.32
Patparganj,2022,1,185.87
Patparganj,2022,2,113.17
Patparganj,2022,3,97.78
Patparganj,2022,4,108.3
Patparganj,2022,5,81.65
Patparganj,2022,6,64.96
Patparganj,2022,7,42.39
Patparganj,2022,8,33.0
Patparganj,2022,9,41.92
Patparganj,2022,10,114.95
Patparganj,2022,11,197.16
Patparganj,2022,12,205.98
Patparganj,2023,1,206.51
Patparganj,2023,2,124.07
Patparganj,2023,3,81.65
Patparganj,2023,4,66.15
Patparganj,2023,5,69.65
Patparganj,2023,6,52.83
Patparganj,2023,7,22.89
Patparganj,2023,8,38.96
Patparganj,2023,9,43.29
Patparganj,2023,10,105.26
Patparganj,2023,11,263.26
Patparganj,2023,12,221.26
Patparganj,2024,1,238.94
Patparganj,2024,2,86.33
Patparganj,2024,3,45.64
Patparganj,2024,4,56.51
Patparganj,2024,5,81.02
Patparganj,2024,6,53.3
Patparganj,2024,7,39.62
Patparganj,2024,8,28.07
Patparganj,2024,9,41.88
Patparganj,2024,10,117.19
Patparganj,2024,11,274.92
Patparganj,2024,12,186.58
Patparganj,2025,1,193.93
Patparganj,2025,2,101.21
Patparganj,2025,3,63.02
Patparganj,2025,4,70.58
Patparganj,2025,5,67.85
Patparganj,2025,6,42.79
Patparganj,2025,7,26.04
Patparganj,2025,8,31.75
Patparganj,2025,9,35.18
Patparganj,2025,10,113.9
Patparganj,2025,11,229.75
Patparganj,2025,12,235.01
Punjabi_Bagh,2022,1,191.75
Punjabi_Bagh,2022,2,125.81
Punjabi_Bagh,2022,3,123.83
Punjabi_Bagh,2022,4,138.6
Punjabi_Bagh,2022,5,93.77
Punjabi_Bagh,2022,6,74.25
Punjabi_Bagh,2022,7,45.88
Punjabi_Bagh,2022,8,40.04
Punjabi_Bagh,2022,9,47.86
Punjabi_Bagh,2022,10,114.94
Punjabi_Bagh,2022,11,181.25
Punjabi_Bagh,2022,12,194.94
Punjabi_Bagh,2023,1,195.14
Punjabi_Bagh,2023,2,125.7
Punjabi_Bagh,2023,3,85.19
Punjabi_Bagh,2023,4,78.79
Punjabi_Bagh,2023,5,73.93
Punjabi_Bagh,2023,6,53.05
Punjabi_Bagh,2023,7,45.08
Punjabi_Bagh,2023,8,42.66
Punjabi_Bagh,2023,9,48.47
Punjabi_Bagh,2023,10,117.98
Punjabi_Bagh,2023,11,299.77
Punjabi_Bagh,2023,12,241.68
Punjabi_Bagh,2024,1,249.72
Punjabi_Bagh,2024,2,121.14
Punjabi_Bagh,2024,3,85.53
Punjabi_Bagh,2024,4,73.05
Punjabi_Bagh,2024,5,96.16
Punjabi_Bagh,2024,6,63.59
Punjabi_Bagh,2024,7,48.39
Punjabi_Bagh,2024,8,37.9
Punjabi_Bagh,2024,9,54.95
Punjabi_Bagh,2024,10,125.35
Punjabi_Bagh,2024,11,286.66
Punjabi_Bagh,2024,12,199.4
Punjabi_Bagh,2025,1,188.01
Punjabi_Bagh,2025,2,113.37
Punjabi_Bagh,2025,3,78.65
Punjabi_Bagh,2025,4,82.9
Punjabi_Bagh,2025,5,69.65
Punjabi_Bagh,2025,6,48.33
Punjabi_Bagh,2025,7,28.81
Punjabi_Bagh,2025,8,32.97
Punjabi_Bagh,2025,9,33.51
Punjabi_Bagh,2025,10,121.35
Punjabi_Bagh,2025,11,247.34
Punjabi_Bagh,2025,12,239.37
Pusa,2022,1,162.53
Pusa,2022,2,98.46
Pusa,2022,3,85.71
Pusa,2022,4,83.93
Pusa,2022,5,64.46
Pusa,2022,6,48.66
Pusa,2022,7,28.24
Pusa,2022,8,27.03
Pusa,2022,9,34.0
Pusa,2022,10,101.51
Pusa,2022,11,170.91
Pusa,2022,12,178.91
Pusa,2023,1,185.03
Pusa,2023,2,108.91
Pusa,2023,3,71.05
Pusa,2023,4,58.69
Pusa,2023,5,58.15
Pusa,2023,6,40.69
Pusa,2023,7,32.88
Pusa,2023,8,32.18
Pusa,2023,9,36.47
Pusa,2023,10,88.84
Pusa,2023,11,233.53
Pusa,2023,12,199.21
Pusa,2024,1,222.08
Pusa,2024,2,107.08
Pusa,2024,3,66.72
Pusa,2024,4,51.26
Pusa,2024,5,69.05
Pusa,2024,6,41.2
Pusa,2024,7,36.33
Pusa,2024,8,22.01
Pusa,2024,9,35.9
Pusa,2024,10,89.54
Pusa,2024,11,216.53
Pusa,2024,12,158.13
Pusa,2025,1,154.46
Pusa,2025,2,91.33
Pusa,2025,3,56.62
Pusa,2025,4,56.16
Pusa,2025,5,52.83
Pusa,2025,6,41.61
Pusa,2025,7,24.4
Pusa,2025,8,27.18
Pusa,2025,9,30.94
Pusa,2025,10,107.85
Pusa,2025,11,206.99
Pusa,2025,12,209.28
R_K_Puram,2022,1,175.27
R_K_Puram,2022,2,117.69
R_K_Puram,2022,3,102.27
R_K_Puram,2022,4,107.77
R_K_Puram,2022,5,83.56
R_K_Puram,2022,6,61.27
R_K_Puram,2022,7,38.3
R_K_Puram,2022,8,35.8
R_K_Puram,2022,9,42.87
R_K_Puram,2022,10,114.35
R_K_Puram,2022,11,190.37
R_K_Puram,2022,12,194.68
R_K_Puram,2023,1,210.01
R_K_Puram,2023,2,123.74
R_K_Puram,2023,3,78.77
R_K_Puram,2023,4,92.63
R_K_Puram,2023,5,88.28
R_K_Puram,2023,6,65.52
R_K_Puram,2023,7,43.42
R_K_Puram,2023,8,60.39
R_K_Puram,2023,9,50.46
R_K_Puram,2023,10,113.64
R_K_Puram,2023,11,277.24
R_K_Puram,2023,12,227.28
R_K_Puram,2024,1,249.85
R_K_Puram,2024,2,121.34
R_K_Puram,2024,3,82.4
R_K_Puram,2024,4,71.25
R_K_Puram,2024,5,94.63
R_K_Puram,2024,6,66.56
R_K_Puram,2024,7,54.16
R_K_Puram,2024,8,34.6
R_K_Puram,2024,9,48.0
R_K_Puram,2024,10,123.02
R_K_Puram,2024,11,255.69
R_K_Puram,2024,12,199.6
R_K_Puram,2025,1,182.39
R_K_Puram,2025,2,108.05
R_K_Puram,2025,3,75.54
R_K_Puram,2025,4,83.33
R_K_Puram,2025,5,70.56
R_K_Puram,2025,6,50.51
R_K_Puram,2025,7,39.6
R_K_Puram,2025,8,41.49
R_K_Puram,2025,9,40.78
R_K_Puram,2025,10,120.38
R_K_Puram,2025,11,235.98
R_K_Puram,2025,12,248.71
Rohini,2022,1,172.14
Rohini,2022,2,131.27
Rohini,2022,3,114.45
Rohini,2022,4,133.34
Rohini,2022,5,73.74
Rohini,2022,6,58.68
Rohini,2022,7,34.7
Rohini,2022,8,29.68
Rohini,2022,9,38.79
Rohini,2022,10,112.46
Rohini,2022,11,211.52
Rohini,2022,12,202.46
Rohini,2023,1,195.34
Rohini,2023,2,130.52
Rohini,2023,3,88.88
Rohini,2023,4,79.58
Rohini,2023,5,75.35
Rohini,2023,6,44.14
Rohini,2023,7,36.21
Rohini,2023,8,37.04
Rohini,2023,9,40.05
Rohini,2023,10,106.99
Rohini,2023,11,288.53
Rohini,2023,12,232.53
Rohini,2024,1,234.1
